r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
mind | kind,What strange ambition seiz'd thy frantic mind? ,o5089-l24505, Fantastic wretch! thou riddle of thy kind! ,o5089-l24500,/aɪnd/ | /aɪnd/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
hour | power,"Prince, hermit, lover! blest thro' every hour",o5089-l24510," With blissful change of pleasure and of power,",o5089-l24515,/æə/ | /aʊə/,half-pararhyme,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
power | hour," With blissful change of pleasure and of power,",o5089-l24515,"Prince, hermit, lover! blest thro' every hour",o5089-l24510,/aʊə/ | /æə/,half-pararhyme,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
remote | boat," Couldst thou, thus paradis'd, from care remote,",o5089-l24520," Rush to the world, and fight for Peter's boat? ",o5089-l24525,/əʊt/ | /əʊt/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
boat | remote," Rush to the world, and fight for Peter's boat? ",o5089-l24525," Couldst thou, thus paradis'd, from care remote,",o5089-l24520,/əʊt/ | /əʊt/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
swear | care,"Now by the Gods of sweet repose I swear,",o5089-l24530," I would not thus have barter'd ease for care,",o5089-l24535,/eə/ | /eə/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
care | swear," I would not thus have barter'd ease for care,",o5089-l24535,"Now by the Gods of sweet repose I swear,",o5089-l24530,/eə/ | /eə/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
hope | pope," Spight of the keys that move our fear and hope,",o5089-l24540, I ne'er would quit such penance to be Pope. ,o5089-l24545,/əʊp/ | /əʊp/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
pope | hope, I ne'er would quit such penance to be Pope. ,o5089-l24545," Spight of the keys that move our fear and hope,",o5089-l24540,/əʊp/ | /əʊp/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
praise | lays,"Let him who Rome's stern tyrant stoop'd to praise,",o5089-l24550," The tuneful chanter of sweet georgic lays,",o5089-l24555,/eɪz/ | /eɪz/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
lays | praise," The tuneful chanter of sweet georgic lays,",o5089-l24555,"Let him who Rome's stern tyrant stoop'd to praise,",o5089-l24550,/eɪz/ | /eɪz/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
pours | shores, Let Maro boast of streams that Nature pours,o5089-l24560, To lave proud villas on Italia's shores;,o5089-l24565,/ɔːz/ | /ɔːz/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
shores | pours, To lave proud villas on Italia's shores;,o5089-l24565, Let Maro boast of streams that Nature pours,o5089-l24560,/ɔːz/ | /ɔːz/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
song | along," Superior far the streams that court my song,",o5089-l24570, Superior far the shores they wind along:,o5089-l24575,/ɒŋ/ | /ɒŋ/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
along | song, Superior far the shores they wind along:,o5089-l24575," Superior far the streams that court my song,",o5089-l24570,/ɒŋ/ | /ɒŋ/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
power | hour, Blest shores! the dwelling of that sacred power,o5089-l24580," Who rules each joyful, and each glorious hour,",o5089-l24585,/aʊə/ | /æə/,half-pararhyme,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
hour | power," Who rules each joyful, and each glorious hour,",o5089-l24585, Blest shores! the dwelling of that sacred power,o5089-l24580,/æə/ | /aʊə/,half-pararhyme,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
desire | fire," Queen of whate'er the good or great desire,",o5089-l24590," The patriot's eloquence, the hero's fire,",o5089-l24595,/æə/ | /æə/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
fire | desire," The patriot's eloquence, the hero's fire,",o5089-l24595," Queen of whate'er the good or great desire,",o5089-l24590,/æə/ | /æə/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
sword | adored," Shrin'd in each breast, and near the tyrant's sword",o5089-l24600," Invok'd in whispers, and in sighs ador'd,",o5089-l24605,/ɔːd/ | /ɔːd/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
adored | sword," Invok'd in whispers, and in sighs ador'd,",o5089-l24605," Shrin'd in each breast, and near the tyrant's sword",o5089-l24600,/ɔːd/ | /ɔːd/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
mind | humankind," Immortal Liberty, whose generous mind",o5089-l24610, With all her gifts would bless all human-kind! ,o5089-l24615,/aɪnd/ | /aɪnd/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
humankind | mind, With all her gifts would bless all human-kind! ,o5089-l24615," Immortal Liberty, whose generous mind",o5089-l24610,/aɪnd/ | /aɪnd/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
charms | arms,"See, from Morat she comes in martial charms,",o5089-l24620," And shines like Pallas in celestial arms,",o5089-l24625,/ɑːmz/ | /ɑːmz/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
arms | charms," And shines like Pallas in celestial arms,",o5089-l24625,"See, from Morat she comes in martial charms,",o5089-l24620,/ɑːmz/ | /ɑːmz/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
stains | chains," Her sword the blood of boastful Austria stains,",o5089-l24630," And Charles, who threaten'd with opprobrious chains. ",o5089-l24635,/eɪnz/ | /eɪnz/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
chains | stains," And Charles, who threaten'd with opprobrious chains. ",o5089-l24635," Her sword the blood of boastful Austria stains,",o5089-l24630,/eɪnz/ | /eɪnz/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
assail | scale,"Now hostile crowds Geneva's towers assail,",o5089-l24640," They march in secret, and by night they scale;",o5089-l24645,/eɪl/ | /eɪl/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
scale | assail," They march in secret, and by night they scale;",o5089-l24645,"Now hostile crowds Geneva's towers assail,",o5089-l24640,/eɪl/ | /eɪl/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
wall | fall, The Goddess comes — they vanish from the wall. ,o5089-l24650,"Their launces shiver, and their heroes fall,",o5089-l24655,/ɔːl/ | /ɔːl/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
fall | wall,"Their launces shiver, and their heroes fall,",o5089-l24655, The Goddess comes — they vanish from the wall. ,o5089-l24650,/ɔːl/ | /ɔːl/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
withstand | hand," For fraud can ne'er elude, nor force withstand",o5089-l24660, The stroke of Liberty's victorious hand. ,o5089-l24665,/ænd/ | /ænd/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
hand | withstand, The stroke of Liberty's victorious hand. ,o5089-l24665," For fraud can ne'er elude, nor force withstand",o5089-l24660,/ænd/ | /ænd/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
diffuse | pursues,She smiles; her smiles perpetual joys diffuse;,o5089-l24670, A shouting nation where she turns pursues;,o5089-l24675,/uːz/ | /uːz/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
pursues | diffuse, A shouting nation where she turns pursues;,o5089-l24675,She smiles; her smiles perpetual joys diffuse;,o5089-l24670,/uːz/ | /uːz/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
sky | reply," Their heart-felt Paeans thunder to the sky,",o5089-l24680, And echoing Appenines from far reply:,o5089-l24685,/aɪ/ | /aɪ/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
reply | sky, And echoing Appenines from far reply:,o5089-l24685," Their heart-felt Paeans thunder to the sky,",o5089-l24680,/aɪ/ | /aɪ/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
entwined | bind, Such wreaths their temples crown as Greece entwin'd,o5089-l24690, Her hero's brows at Marathon to bind;,o5089-l24695,/aɪnd/ | /aɪnd/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
bind | entwined, Her hero's brows at Marathon to bind;,o5089-l24695, Such wreaths their temples crown as Greece entwin'd,o5089-l24690,/aɪnd/ | /aɪnd/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
dear | peer," Such wreaths the sons of freedom hold more dear,",o5089-l24700," Than circling gold and gems that crown the peer,",o5089-l24705,/ɪə/ | /ɪə/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
peer | dear," Than circling gold and gems that crown the peer,",o5089-l24705," Such wreaths the sons of freedom hold more dear,",o5089-l24700,/ɪə/ | /ɪə/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
face | grace," Than the broad hat which shades the Pontiff's face,",o5089-l24710, Or the cleft mitre's venerable grace. ,o5089-l24715,/eɪs/ | /eɪs/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
grace | face, Or the cleft mitre's venerable grace. ,o5089-l24715," Than the broad hat which shades the Pontiff's face,",o5089-l24710,/eɪs/ | /eɪs/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
dressed | breast,"Insulting grandeur, in gay tinsel drest,",o5089-l24720," Shows here no star embroider'd on the breast,",o5089-l24725,/est/ | /est/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
breast | dressed," Shows here no star embroider'd on the breast,",o5089-l24725,"Insulting grandeur, in gay tinsel drest,",o5089-l24720,/est/ | /est/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
tied | pride," No tissued ribbon on the shoulder tied,",o5089-l24730, Vain gift implor'd by Vanity from Pride! ,o5089-l24735,/aɪd/ | /aɪd/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
pride | tied, Vain gift implor'd by Vanity from Pride! ,o5089-l24735," No tissued ribbon on the shoulder tied,",o5089-l24730,/aɪd/ | /aɪd/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
eyes | denies,"Nor here stern Wealth, with supercilious eyes,",o5089-l24740, The faltering prayer of weeping want denies;,o5089-l24745,/aɪz/ | /aɪz/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
denies | eyes, The faltering prayer of weeping want denies;,o5089-l24745,"Nor here stern Wealth, with supercilious eyes,",o5089-l24740,/aɪz/ | /aɪz/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
sneers | years," Here no false Pride at honest labour sneers,",o5089-l24750," Men here are brothers, equal but in years;",o5089-l24755,/ɪəz/ | /ɪəz/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
years | sneers," Men here are brothers, equal but in years;",o5089-l24755," Here no false Pride at honest labour sneers,",o5089-l24750,/ɪəz/ | /ɪəz/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
throne | alone," Here heaven, O! Liberty, has fix'd thy throne,",o5089-l24760," Fill'd, glorious Liberty! by thee alone. ",o5089-l24765,/əʊn/ | /əʊn/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
alone | throne," Fill'd, glorious Liberty! by thee alone. ",o5089-l24765," Here heaven, O! Liberty, has fix'd thy throne,",o5089-l24760,/əʊn/ | /əʊn/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
more | shore,"Rome sees thy face, since Brutus fell, no more,",o5089-l24770, A stranger thou on many a cultur'd shore:,o5089-l24775,/ɔː/ | /ɔː/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
shore | more, A stranger thou on many a cultur'd shore:,o5089-l24775,"Rome sees thy face, since Brutus fell, no more,",o5089-l24770,/ɔː/ | /ɔː/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
vain | plain," The Polish lord, of thy embraces vain,",o5089-l24780, Pricks his proud courser o'er Sarmatia's plain;,o5089-l24785,/eɪn/ | /eɪn/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
plain | vain, Pricks his proud courser o'er Sarmatia's plain;,o5089-l24785," The Polish lord, of thy embraces vain,",o5089-l24780,/eɪn/ | /eɪn/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
pride | side," Erects his haughty front in martial pride,",o5089-l24790," And spurns the burgher, grovelling at his side;",o5089-l24795,/aɪd/ | /aɪd/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
side | pride," And spurns the burgher, grovelling at his side;",o5089-l24795," Erects his haughty front in martial pride,",o5089-l24790,/aɪd/ | /aɪd/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
fires | expires," The grovelling burgher burns with secret fires,",o5089-l24800," Looks up, beholds thee, sighs, despairs, expires. ",o5089-l24805,/æəz/ | /æəz/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
expires | fires," Looks up, beholds thee, sighs, despairs, expires. ",o5089-l24805," The grovelling burgher burns with secret fires,",o5089-l24800,/æəz/ | /æəz/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
bold | sold,"Britain's rough sons in thy defence are bold,",o5089-l24810, Yet some pretend at London thou art sold;,o5089-l24815,/əʊld/ | /əʊld/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
sold | bold, Yet some pretend at London thou art sold;,o5089-l24815,"Britain's rough sons in thy defence are bold,",o5089-l24810,/əʊld/ | /əʊld/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
wise | buys," I heed them not, to sell too proud, too wise,",o5089-l24820," If blood must buy, with blood the Briton buys. ",o5089-l24825,/aɪz/ | /aɪz/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
buys | wise," If blood must buy, with blood the Briton buys. ",o5089-l24825," I heed them not, to sell too proud, too wise,",o5089-l24820,/aɪz/ | /aɪz/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
fail | tale,"On Belgic bogs, 'tis said, thy footsteps fail,",o5089-l24830, But thou secure may'st scorn the whisper'd tale;,o5089-l24835,/eɪl/ | /eɪl/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
tale | fail, But thou secure may'st scorn the whisper'd tale;,o5089-l24835,"On Belgic bogs, 'tis said, thy footsteps fail,",o5089-l24830,/eɪl/ | /eɪl/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
nassau | law," To latest times the race of great Nassau,",o5089-l24840," Who rais'd seven altars to thy sacred law,",o5089-l24845,/æsaʊ/ | /ɔː/,half-pararhyme,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
law | nassau," Who rais'd seven altars to thy sacred law,",o5089-l24845," To latest times the race of great Nassau,",o5089-l24840,/ɔː/ | /æsaʊ/,half-pararhyme,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
defend | bend," With faithful hand thy honours shall defend,",o5089-l24850, And bid proud factions to thy fasces bend. ,o5089-l24855,/end/ | /end/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
bend | defend, And bid proud factions to thy fasces bend. ,o5089-l24855," With faithful hand thy honours shall defend,",o5089-l24850,/end/ | /end/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
regains | maintains,"Thee Venice keeps, thee Genoa now regains;",o5089-l24860, And next the throne thy seat the Swede maintains;,o5089-l24865,/eɪnz/ | /eɪnz/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
maintains | regains, And next the throne thy seat the Swede maintains;,o5089-l24865,"Thee Venice keeps, thee Genoa now regains;",o5089-l24860,/eɪnz/ | /eɪnz/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
vie | high, How few in safety thus with kings can vie! ,o5089-l24870,"If not supreme, how dangerous to be high! ",o5089-l24875,/aɪ/ | /aɪ/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
high | vie,"If not supreme, how dangerous to be high! ",o5089-l24875, How few in safety thus with kings can vie! ,o5089-l24870,/aɪ/ | /aɪ/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
friend | defend,"O! still preside where'er the law's thy friend,",o5089-l24880," And keep thy station, and thy rights defend:",o5089-l24885,/end/ | /end/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
defend | friend," And keep thy station, and thy rights defend:",o5089-l24885,"O! still preside where'er the law's thy friend,",o5089-l24880,/end/ | /end/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
name | blame," But take no factious League's reproachful name,",o5089-l24890," Still prone to change, and zealous still to blame,",o5089-l24895,/eɪm/ | /eɪm/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
blame | name," Still prone to change, and zealous still to blame,",o5089-l24895," But take no factious League's reproachful name,",o5089-l24890,/eɪm/ | /eɪm/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
race | grace," Cloud not the sunshine of a conquering race,",o5089-l24900," Whom wisdom governs, and whom manners grace;",o5089-l24905,/eɪs/ | /eɪs/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
grace | race," Whom wisdom governs, and whom manners grace;",o5089-l24905," Cloud not the sunshine of a conquering race,",o5089-l24900,/eɪs/ | /eɪs/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
vain | gain," Fond of their sovereign, of subjection vain,",o5089-l24910," They wish no favours at thy hands to gain,",o5089-l24915,/eɪn/ | /eɪn/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
gain | vain," They wish no favours at thy hands to gain,",o5089-l24915," Fond of their sovereign, of subjection vain,",o5089-l24910,/eɪn/ | /eɪn/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
repine | thine," Nor need such vassals at their lord repine,",o5089-l24920, Whose easy sway they fondly take for thine. ,o5089-l24925,/aɪn/ | /aɪn/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
thine | repine, Whose easy sway they fondly take for thine. ,o5089-l24925," Nor need such vassals at their lord repine,",o5089-l24920,/aɪn/ | /aɪn/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
fate | gate,"Thro' the wide East less gentle is thy fate,",o5089-l24930, Where the dumb murderer guards the sultan's gate;,o5089-l24935,/eɪt/ | /eɪt/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
gate | fate, Where the dumb murderer guards the sultan's gate;,o5089-l24935,"Thro' the wide East less gentle is thy fate,",o5089-l24930,/eɪt/ | /eɪt/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
overturned | spurned," Here pale and trembling, in the dust o'erturn'd,",o5089-l24940," With chains dishonour'd, and by eunuchs spurn'd,",o5089-l24945,/ɔːtɜːnd/ | /ɜːnd/,half-pararhyme,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
spurned | overturned," With chains dishonour'd, and by eunuchs spurn'd,",o5089-l24945," Here pale and trembling, in the dust o'erturn'd,",o5089-l24940,/ɜːnd/ | /ɔːtɜːnd/,half-pararhyme,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
side | decide, The sword and bow-string plac'd on either side,o5089-l24950," Thou mourn'st, while slaves of life and death decide. ",o5089-l24955,/aɪd/ | /aɪd/,full,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
