r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
sport | court,"We Country Dogs love nobler Sport,",o3665-l00065, And scorn the Pranks of Dogs at Court. ,o3665-l00070,/ɔːt/ | /ɔːt/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
court | sport, And scorn the Pranks of Dogs at Court. ,o3665-l00070,"We Country Dogs love nobler Sport,",o3665-l00065,/ɔːt/ | /ɔːt/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
come | room,"Fye, naughty Fop! where e'er you come",o3665-l00075," To f—t and p—ss about the Room,",o3665-l00080,/ʌm/ | /uːm/,half-pararhyme,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
room | come," To f—t and p—ss about the Room,",o3665-l00080,"Fye, naughty Fop! where e'er you come",o3665-l00075,/uːm/ | /ʌm/,half-pararhyme,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
lap | snap," To lay your Head in every Lap,",o3665-l00085," And, when they think not of you — snap! ",o3665-l00090,/æp/ | /æp/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
snap | lap," And, when they think not of you — snap! ",o3665-l00090," To lay your Head in every Lap,",o3665-l00085,/æp/ | /æp/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
spite | bite,"The worst that Envy, or that Spite",o3665-l00095," E'er said of me, is, I can bite:",o3665-l00100,/aɪt/ | /aɪt/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
bite | spite," E'er said of me, is, I can bite:",o3665-l00100,"The worst that Envy, or that Spite",o3665-l00095,/aɪt/ | /aɪt/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
rags | brags," That sturdy Vagrants, Rogues in Rags,",o3665-l00105," Who poke at me, can make no Brags;",o3665-l00110,/ægz/ | /ægz/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
brags | rags," Who poke at me, can make no Brags;",o3665-l00110," That sturdy Vagrants, Rogues in Rags,",o3665-l00105,/ægz/ | /ægz/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
flutter | butter," And that to towze such Things as flutter,",o3665-l00115, To honest Bounce is Bread and Butter. ,o3665-l00120,/ʌtə/ | /ʌtə/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
butter | flutter, To honest Bounce is Bread and Butter. ,o3665-l00120," And that to towze such Things as flutter,",o3665-l00115,/ʌtə/ | /ʌtə/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
fop | chop,"While you, and every courtly Fop,",o3665-l00125," Fawn on the Devil for a Chop,",o3665-l00130,/ɒp/ | /ɒp/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
chop | fop," Fawn on the Devil for a Chop,",o3665-l00130,"While you, and every courtly Fop,",o3665-l00125,/ɒp/ | /ɒp/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
hate | meat, I've the Humanity to hate,o3665-l00135," A Butcher, tho' he brings me Meat;",o3665-l00140,/eɪt/ | /iːt/,half-pararhyme,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
meat | hate," A Butcher, tho' he brings me Meat;",o3665-l00140, I've the Humanity to hate,o3665-l00135,/iːt/ | /eɪt/,half-pararhyme,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
nose | suppose," And let me tell you, have a Nose,",o3665-l00145, (Whatever stinking Fops suppose),o3665-l00150,/əʊz/ | /əʊz/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
suppose | nose, (Whatever stinking Fops suppose),o3665-l00150," And let me tell you, have a Nose,",o3665-l00145,/əʊz/ | /əʊz/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
tissue | issue," That under Cloth of Gold or Tissue,",o3665-l00155," Can smell a Plaister, or an Issue. ",o3665-l00160,/ɪʃuː/ | /ɪʃuː/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
issue | tissue," Can smell a Plaister, or an Issue. ",o3665-l00160," That under Cloth of Gold or Tissue,",o3665-l00155,/ɪʃuː/ | /ɪʃuː/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
pride | side,"Your pilf'ring Lord, with simple Pride,",o3665-l00165, May wear a Pick-lock at his Side;,o3665-l00170,/aɪd/ | /aɪd/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
side | pride, May wear a Pick-lock at his Side;,o3665-l00170,"Your pilf'ring Lord, with simple Pride,",o3665-l00165,/aɪd/ | /aɪd/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
state | gate," My Master wants no Key of State,",o3665-l00175, For Bounce can keep his House and Gate. ,o3665-l00180,/eɪt/ | /eɪt/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
gate | state, For Bounce can keep his House and Gate. ,o3665-l00180," My Master wants no Key of State,",o3665-l00175,/eɪt/ | /eɪt/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
days | trays,"When all such Dogs have had their Days,",o3665-l00185," As knavish Pams, and fawning Trays;",o3665-l00190,/eɪz/ | /eɪz/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
trays | days," As knavish Pams, and fawning Trays;",o3665-l00190,"When all such Dogs have had their Days,",o3665-l00185,/eɪz/ | /eɪz/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
veni's | harvequini's," When pamper'd Cupids, beastly Veni's,",o3665-l00195," And motly, squinting Harvequini's,",o3665-l00200,/iːkiːz/ | /iːnɪz/,half-vowelrhyme,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
harvequini's | veni's," And motly, squinting Harvequini's,",o3665-l00200," When pamper'd Cupids, beastly Veni's,",o3665-l00195,/iːnɪz/ | /iːkiːz/,half-vowelrhyme,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
br— | itch," Shall lick no more their Lady's Br—,",o3665-l00205," But die of Looseness, Claps, or Itch;",o3665-l00210,/ɑː/ | /ɪtʃ/,half-pararhyme,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
itch | br—," But die of Looseness, Claps, or Itch;",o3665-l00210," Shall lick no more their Lady's Br—,",o3665-l00205,/ɪtʃ/ | /ɑː/,half-pararhyme,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
shore | roar, Fair Thames from either ecchoing Shore,o3665-l00215," Shall hear, and dread my manly Roar. ",o3665-l00220,/ɔː/ | /ɔː/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
roar | shore," Shall hear, and dread my manly Roar. ",o3665-l00220, Fair Thames from either ecchoing Shore,o3665-l00215,/ɔː/ | /ɔː/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
crowned | around,"See Bounce, like Berecynthia, crown'd",o3665-l00225," With thund'ring Offspring all around,",o3665-l00230,/aʊnd/ | /aʊnd/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
around | crowned," With thund'ring Offspring all around,",o3665-l00230,"See Bounce, like Berecynthia, crown'd",o3665-l00225,/aʊnd/ | /aʊnd/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
top | fop," Beneath, beside me, and a top,",o3665-l00235, A hundred Sons! and not one Fop. ,o3665-l00240,/ɒp/ | /ɒp/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
fop | top, A hundred Sons! and not one Fop. ,o3665-l00240," Beneath, beside me, and a top,",o3665-l00235,/ɒp/ | /ɒp/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
beef | thief,"Before my Children set your Beef,",o3665-l00245, Not one true Bounce will be a Thief;,o3665-l00250,/iːf/ | /iːf/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
thief | beef, Not one true Bounce will be a Thief;,o3665-l00250,"Before my Children set your Beef,",o3665-l00245,/iːf/ | /iːf/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
feed | breed," Not one without Permission feed,",o3665-l00255, (Tho' some of J—'s hungry Breed),o3665-l00260,/iːd/ | /iːd/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
breed | feed, (Tho' some of J—'s hungry Breed),o3665-l00260," Not one without Permission feed,",o3665-l00255,/iːd/ | /iːd/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
race | grace," But whatsoe'er the Father's Race,",o3665-l00265, From me they suck a little Grace. ,o3665-l00270,/eɪs/ | /eɪs/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
grace | race, From me they suck a little Grace. ,o3665-l00270," But whatsoe'er the Father's Race,",o3665-l00265,/eɪs/ | /eɪs/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
steal | veal,"While your fine Whelps learn all to steal,",o3665-l00275, Bred up by Hand on Chick and Veal. ,o3665-l00280,/iːl/ | /iːl/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
veal | steal, Bred up by Hand on Chick and Veal. ,o3665-l00280,"While your fine Whelps learn all to steal,",o3665-l00275,/iːl/ | /iːl/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
far | star,"My Eldest-born resides not far,",o3665-l00285, Where shines great Strafford's glittering Star:,o3665-l00290,/ɑː/ | /ɑː/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
star | far, Where shines great Strafford's glittering Star:,o3665-l00290,"My Eldest-born resides not far,",o3665-l00285,/ɑː/ | /ɑː/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
waits | gates, My second (Child of Fortune!) waits,o3665-l00295, At Burlington's Palladian Gates:,o3665-l00300,/eɪts/ | /eɪts/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
gates | waits, At Burlington's Palladian Gates:,o3665-l00300, My second (Child of Fortune!) waits,o3665-l00295,/eɪts/ | /eɪts/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
stalks | walks, A third majestically stalks,o3665-l00305, (Happiest of Dogs!) in Cobham's Walks:,o3665-l00310,/ɔːks/ | /ɔːks/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
walks | stalks, (Happiest of Dogs!) in Cobham's Walks:,o3665-l00310, A third majestically stalks,o3665-l00305,/ɔːks/ | /ɔːks/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
door | poor, One ushers Friends to Bathurst's Door;,o3665-l00315," One fawns, at Oxford's, on the Poor. ",o3665-l00320,/ɔː/ | /ɔː/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
poor | door," One fawns, at Oxford's, on the Poor. ",o3665-l00320, One ushers Friends to Bathurst's Door;,o3665-l00315,/ɔː/ | /ɔː/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
adorn | unborn,"Nobles, whom Arms or Arts adorn,",o3665-l00325, Wait for my Infants yet unborn. ,o3665-l00330,/ɔːn/ | /ɔːn/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
unborn | adorn, Wait for my Infants yet unborn. ,o3665-l00330,"Nobles, whom Arms or Arts adorn,",o3665-l00325,/ɔːn/ | /ɔːn/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
grace | race,"None but a Peer of Wit and Grace,",o3665-l00335, Can hope a Puppy of my Race. ,o3665-l00340,/eɪs/ | /eɪs/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
race | grace, Can hope a Puppy of my Race. ,o3665-l00340,"None but a Peer of Wit and Grace,",o3665-l00335,/eɪs/ | /eɪs/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
decree | me,And O! wou'd Fate the Bliss decree,o3665-l00345, To mine (a Bliss too great for me),o3665-l00350,/iː/ | /iː/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
me | decree, To mine (a Bliss too great for me),o3665-l00350,And O! wou'd Fate the Bliss decree,o3665-l00345,/iː/ | /iː/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
grace | pace," That two, my tallest Sons, might grace",o3665-l00355," Attending each with stately Pace,",o3665-l00360,/eɪs/ | /eɪsi/,half-vowelrhyme,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
pace | grace," Attending each with stately Pace,",o3665-l00360," That two, my tallest Sons, might grace",o3665-l00355,/eɪsi/ | /eɪs/,half-vowelrhyme,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
evander's | panders," Iulus' Side, as erst Evander's,",o3665-l00365," To keep off Flatt'rers, Spies, and Panders,",o3665-l00370,/ændəz/ | /ændəz/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
panders | evander's," To keep off Flatt'rers, Spies, and Panders,",o3665-l00370," Iulus' Side, as erst Evander's,",o3665-l00365,/ændəz/ | /ændəz/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
near | ear," To let no noble Slave come near,",o3665-l00375, And scare Lord Fannys from his Ear:,o3665-l00380,/ɪə/ | /ɪə/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
ear | near, And scare Lord Fannys from his Ear:,o3665-l00380," To let no noble Slave come near,",o3665-l00375,/ɪə/ | /ɪə/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
true | two," Then might a Royal Youth, and true,",o3665-l00385, Enjoy at least a Friend — or two:,o3665-l00390,/uː/ | /uː/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
two | true, Enjoy at least a Friend — or two:,o3665-l00390," Then might a Royal Youth, and true,",o3665-l00385,/uː/ | /uː/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
kind | find," A Treasure, which, of Royal kind,",o3665-l00395, Few but Himself deserve to find. ,o3665-l00400,/aɪnd/ | /aɪnd/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
find | kind, Few but Himself deserve to find. ,o3665-l00400," A Treasure, which, of Royal kind,",o3665-l00395,/aɪnd/ | /aɪnd/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
crave | grave,Then Bounce ('tis all that Bounce can crave),o3665-l00405, Shall wag her Tail within the Grave. ,o3665-l00410,/eɪv/ | /ɑːv/,half-pararhyme,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
grave | crave, Shall wag her Tail within the Grave. ,o3665-l00410,Then Bounce ('tis all that Bounce can crave),o3665-l00405,/ɑːv/ | /eɪv/,half-pararhyme,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
ones | pythagoreans,"And tho' no Doctors, Whig or Tory ones,",o3665-l00415," Except the Sect of Pythagoreans,",o3665-l00420,/ʌnz/ | /ægəriːəns/,half-pararhyme,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
pythagoreans | ones," Except the Sect of Pythagoreans,",o3665-l00420,"And tho' no Doctors, Whig or Tory ones,",o3665-l00415,/ægəriːəns/ | /ʌnz/,half-pararhyme,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
assigned | hind, Have Immortality assign'd,o3665-l00425," To any Beast, but Dryden's Hind:",o3665-l00430,/aɪnd/ | /aɪnd/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
hind | assigned," To any Beast, but Dryden's Hind:",o3665-l00430, Have Immortality assign'd,o3665-l00425,/aɪnd/ | /aɪnd/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
sense | hence," Yet Master Pope, whom Truth and Sense",o3665-l00435," Shall call their Friend some Ages hence,",o3665-l00440,/ens/ | /ens/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
hence | sense," Shall call their Friend some Ages hence,",o3665-l00440," Yet Master Pope, whom Truth and Sense",o3665-l00435,/ens/ | /ens/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
sings | kings, Tho' now on loftier Themes he sings,o3665-l00445," Than to bestow a Word on Kings,",o3665-l00450,/ɪŋz/ | /ɪŋz/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
kings | sings," Than to bestow a Word on Kings,",o3665-l00450, Tho' now on loftier Themes he sings,o3665-l00445,/ɪŋz/ | /ɪŋz/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
oath | both," Has sworn by Sticks (the Poet's Oath,",o3665-l00455, And Dread of Dogs and Poets both),o3665-l00460,/əʊθ/ | /əʊθ/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
both | oath, And Dread of Dogs and Poets both),o3665-l00460," Has sworn by Sticks (the Poet's Oath,",o3665-l00455,/əʊθ/ | /əʊθ/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
renounce | bounce," Man and his Works he'll soon renounce,",o3665-l00465, And roar in Numbers worthy Bounce.,o3665-l00470,/aʊns/ | /aʊns/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
bounce | renounce, And roar in Numbers worthy Bounce.,o3665-l00470," Man and his Works he'll soon renounce,",o3665-l00465,/aʊns/ | /aʊns/,full,<b>a</b><b>a</b>,pers00012;pers00148,o3665-w0010
