r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
face | decrease,"Then boast not, Flavia, thy fair face,",o5156-l12610,"Thy charms will every day decrease,",o5156-l12620,/eɪs/ | /iːkriːs/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00087;pers00121,o5156-w0490
store | more,Thy beauty's only store;,o5156-l12615,Each day gives Stella more.,o5156-l12625,/ɔː/ | /ɔː/,full,a<b>b</b>a<b>b</b>,pers00087;pers00121,o5156-w0490
decrease | face,"Thy charms will every day decrease,",o5156-l12620,"Then boast not, Flavia, thy fair face,",o5156-l12610,/iːkriːs/ | /eɪs/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00087;pers00121,o5156-w0490
more | store,Each day gives Stella more.,o5156-l12625,Thy beauty's only store;,o5156-l12615,/ɔː/ | /ɔː/,full,a<b>b</b>a<b>b</b>,pers00087;pers00121,o5156-w0490
hour | power,"Stella and Flavia, ev'ry Hour,",pba35-l07905," In Stella's Soul lies all her Pow'r,",pba35-l07915,/æə/ | /aʊə/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00087;pers00121,pba35-w0570
surprise | eyes, Unnumber'd Hearts surprize:,pba35-l07910," And Flavia's, in her Eyes. ",pba35-l07920,/aɪz/ | /aɪz/,full,a<b>b</b>a<b>b</b>,pers00087;pers00121,pba35-w0570
power | hour," In Stella's Soul lies all her Pow'r,",pba35-l07915,"Stella and Flavia, ev'ry Hour,",pba35-l07905,/aʊə/ | /æə/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00087;pers00121,pba35-w0570
eyes | surprise," And Flavia's, in her Eyes. ",pba35-l07920, Unnumber'd Hearts surprize:,pba35-l07910,/aɪz/ | /aɪz/,full,a<b>b</b>a<b>b</b>,pers00087;pers00121,pba35-w0570
are | fair,"More boundless Flavia's Conquests are,",pba35-l07925," All can discern a Face that's fair,",pba35-l07935,/ɑː/ | /eə/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00087;pers00121,pba35-w0570
confined | mind, And Stella's more confin'd:,pba35-l07930, But few a lovely Mind. ,pba35-l07940,/aɪnd/ | /aɪnd/,full,a<b>b</b>a<b>b</b>,pers00087;pers00121,pba35-w0570
fair | are," All can discern a Face that's fair,",pba35-l07935,"More boundless Flavia's Conquests are,",pba35-l07925,/eə/ | /ɑː/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00087;pers00121,pba35-w0570
mind | confined, But few a lovely Mind. ,pba35-l07940, And Stella's more confin'd:,pba35-l07930,/aɪnd/ | /aɪnd/,full,a<b>b</b>a<b>b</b>,pers00087;pers00121,pba35-w0570
reigns | deigns,"Stella, like Britain's Monarch, reigns",pba35-l07945," Like Eastern Tyrants, Flavia deigns",pba35-l07955,/eɪnz/ | /eɪnz/,full,<b>a</b>b<b>a</b>b,pers00087;pers00121,pba35-w0570
lands | sands, O'er cultivated Lands;,pba35-l07950, To rule o'er barren Sands. ,pba35-l07960,/ændz/ | /ændz/,full,a<b>b</b>a<b>b</b>,pers00087;pers00121,pba35-w0570
deigns | reigns," Like Eastern Tyrants, Flavia deigns",pba35-l07955,"Stella, like Britain's Monarch, reigns",pba35-l07945,/eɪnz/ | /eɪnz/,full,<b>a</b>b<b>a</b>b,pers00087;pers00121,pba35-w0570
sands | lands, To rule o'er barren Sands. ,pba35-l07960, O'er cultivated Lands;,pba35-l07950,/ændz/ | /ændz/,full,a<b>b</b>a<b>b</b>,pers00087;pers00121,pba35-w0570
face | decrease,"Then boast, fair Flavia, boast your Face,",pba35-l07965," Your Charms will ev'ry Day decrease,",pba35-l07975,/eɪs/ | /iːkriːs/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00087;pers00121,pba35-w0570
store | more, Your Beauty's only Store:,pba35-l07970, Each Day gives Stella more. ,pba35-l07980,/ɔː/ | /ɔː/,full,a<b>b</b>a<b>b</b>,pers00087;pers00121,pba35-w0570
decrease | face," Your Charms will ev'ry Day decrease,",pba35-l07975,"Then boast, fair Flavia, boast your Face,",pba35-l07965,/iːkriːs/ | /eɪs/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00087;pers00121,pba35-w0570
more | store, Each Day gives Stella more. ,pba35-l07980, Your Beauty's only Store:,pba35-l07970,/ɔː/ | /ɔː/,full,a<b>b</b>a<b>b</b>,pers00087;pers00121,pba35-w0570
