r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
seats | repeats," The various Joynts resume their ancient Seats,",o3428-l00830, And ev'ry Limb its former Task repeats. ,o3428-l00835,/iːts/ | /iːts/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
repeats | seats, And ev'ry Limb its former Task repeats. ,o3428-l00835," The various Joynts resume their ancient Seats,",o3428-l00830,/iːts/ | /iːts/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
light | sight,"Here an imperfect Form returns to Light,",o3428-l00840," Not half renew'd, dishonest to the Sight;",o3428-l00845,/aɪt/ | /aɪt/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
sight | light," Not half renew'd, dishonest to the Sight;",o3428-l00845,"Here an imperfect Form returns to Light,",o3428-l00840,/aɪt/ | /aɪt/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
face | trace," Maim'd of his Nose appears his blotted Face,",o3428-l00850, And scarce the Image of a Man we trace:,o3428-l00855,/eɪs/ | /eɪs/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
trace | face, And scarce the Image of a Man we trace:,o3428-l00855," Maim'd of his Nose appears his blotted Face,",o3428-l00850,/eɪs/ | /eɪs/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
ray | clay," Here by Degrees infus'd, the vital Ray",o3428-l00860, Gives the first Motion to the panting Clay:,o3428-l00865,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
clay | ray, Gives the first Motion to the panting Clay:,o3428-l00865," Here by Degrees infus'd, the vital Ray",o3428-l00860,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
glare | despair," Here on the guilty Brow pale Horrors glare,",o3428-l00870, And all the Figure labours with Despair. ,o3428-l00875,/eə/ | /eə/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
despair | glare, And all the Figure labours with Despair. ,o3428-l00875," Here on the guilty Brow pale Horrors glare,",o3428-l00870,/eə/ | /eə/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
sight | light,"From Scenes like these now turn thy wond'ring Sight,",o3428-l00880," And, if thou can'st withstand such Floods of Light,",o3428-l00885,/aɪt/ | /aɪt/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
light | sight," And, if thou can'st withstand such Floods of Light,",o3428-l00885,"From Scenes like these now turn thy wond'ring Sight,",o3428-l00880,/aɪt/ | /aɪt/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
space | face, Look! where thy SAVIOUR fills the middle Space;,o3428-l00890, The Godhead op'ning in his awful Face;,o3428-l00895,/eɪs/ | /eɪs/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
face | space, The Godhead op'ning in his awful Face;,o3428-l00895, Look! where thy SAVIOUR fills the middle Space;,o3428-l00890,/eɪs/ | /eɪs/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
shed | head," See! what mild Beams their gracious Influence shed,",o3428-l00900, And how the pointed Radiance crowns his Head! ,o3428-l00905,/ed/ | /ed/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
head | shed, And how the pointed Radiance crowns his Head! ,o3428-l00905," See! what mild Beams their gracious Influence shed,",o3428-l00900,/ed/ | /ed/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
shine | divine,"Around his Temples lambent Glories shine,",o3428-l00910, And on his Brow sits Majesty Divine;,o3428-l00915,/aɪn/ | /aɪn/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
divine | shine, And on his Brow sits Majesty Divine;,o3428-l00915,"Around his Temples lambent Glories shine,",o3428-l00910,/aɪn/ | /aɪn/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
fires | conspires," His Eye-balls lighten the Celestial Fires,",o3428-l00920, And ev'ry Grace to Speak the God conspires. ,o3428-l00925,/æəz/ | /aɪəz/,half-pararhyme,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
conspires | fires, And ev'ry Grace to Speak the God conspires. ,o3428-l00925," His Eye-balls lighten the Celestial Fires,",o3428-l00920,/aɪəz/ | /æəz/,half-pararhyme,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
betrayed | paid,"How chang'd from him, who came to be Betray'd,",o3428-l00930, And who for Man the precious Ransom paid! ,o3428-l00935,/eɪd/ | /eɪd/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
paid | betrayed, And who for Man the precious Ransom paid! ,o3428-l00935,"How chang'd from him, who came to be Betray'd,",o3428-l00930,/eɪd/ | /eɪd/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
sustain | pain,"Who did on Earth such arduous Toils sustain,",o3428-l00940, And patient bore an irksom Life of Pain:,o3428-l00945,/eɪn/ | /eɪn/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
pain | sustain, And patient bore an irksom Life of Pain:,o3428-l00945,"Who did on Earth such arduous Toils sustain,",o3428-l00940,/eɪn/ | /eɪn/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
deity | sky," But Death and Hell subdu'd, the Deity",o3428-l00950, Ascends Triumphant to his native Sky;,o3428-l00955,/eɪɪti/ | /aɪ/,half-pararhyme,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
sky | deity, Ascends Triumphant to his native Sky;,o3428-l00955," But Death and Hell subdu'd, the Deity",o3428-l00950,/aɪ/ | /eɪɪti/,half-pararhyme,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
height | sight," And rising far above th' Aethereal Height,",o3428-l00960, The Sun and Moon diminish'd to his Sight. ,o3428-l00965,/aɪt/ | /aɪt/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
sight | height, The Sun and Moon diminish'd to his Sight. ,o3428-l00965," And rising far above th' Aethereal Height,",o3428-l00960,/aɪt/ | /aɪt/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
side | died,"And now to View he bare'd his bleeding side,",o3428-l00970," And his pierc'd Hands and Feet, in Crimson dy'd;",o3428-l00975,/aɪd/ | /aɪd/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
died | side," And his pierc'd Hands and Feet, in Crimson dy'd;",o3428-l00975,"And now to View he bare'd his bleeding side,",o3428-l00970,/aɪd/ | /aɪd/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
reveal | steel," Still did the Nails the recent Scars reveal,",o3428-l00980, And bloody Tracks of the transfixing Steel. ,o3428-l00985,/iːl/ | /iːl/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
steel | reveal, And bloody Tracks of the transfixing Steel. ,o3428-l00985," Still did the Nails the recent Scars reveal,",o3428-l00980,/iːl/ | /iːl/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
flight | light,"Hither in Crouds the Blessed shape their Flight,",o3428-l00990, And throng the Mansions of Immortal Light;,o3428-l00995,/aɪt/ | /aɪt/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
light | flight, And throng the Mansions of Immortal Light;,o3428-l00995,"Hither in Crouds the Blessed shape their Flight,",o3428-l00990,/aɪt/ | /aɪt/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
maid | repaid," The fruitful Matron and the spotless Maid,",o3428-l01000," And Infants, with a longer Life repaid,",o3428-l01005,/eɪd/ | /eɪd/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
repaid | maid," And Infants, with a longer Life repaid,",o3428-l01005," The fruitful Matron and the spotless Maid,",o3428-l01000,/eɪd/ | /eɪd/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
rays | gaze," Stand round; and drinking in Celestial Rays,",o3428-l01010," On their REDEEMER fix with ardent Gaze,",o3428-l01015,/eɪz/ | /eɪz/,full,<b>a</b><b>a</b>a,pers00150;pers00153,o3428-w0010
rays | praise," Stand round; and drinking in Celestial Rays,",o3428-l01010, And all the Heav'ns resound with Hymns of Praise. ,o3428-l01020,/eɪz/ | /eɪz/,full,<b>a</b>a<b>a</b>,pers00150;pers00153,o3428-w0010
gaze | rays," On their REDEEMER fix with ardent Gaze,",o3428-l01015," Stand round; and drinking in Celestial Rays,",o3428-l01010,/eɪz/ | /eɪz/,full,<b>a</b><b>a</b>a,pers00150;pers00153,o3428-w0010
gaze | praise," On their REDEEMER fix with ardent Gaze,",o3428-l01015, And all the Heav'ns resound with Hymns of Praise. ,o3428-l01020,/eɪz/ | /eɪz/,full,a<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
praise | rays, And all the Heav'ns resound with Hymns of Praise. ,o3428-l01020," Stand round; and drinking in Celestial Rays,",o3428-l01010,/eɪz/ | /eɪz/,full,<b>a</b>a<b>a</b>,pers00150;pers00153,o3428-w0010
praise | gaze, And all the Heav'ns resound with Hymns of Praise. ,o3428-l01020," On their REDEEMER fix with ardent Gaze,",o3428-l01015,/eɪz/ | /eɪz/,full,a<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
joy | employ,"Each Bosom Kindles with Seraphic Joy,",o3428-l01025, And conscious Raptures all the Soul employ. ,o3428-l01030,/ɔɪ/ | /ɔɪ/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
employ | joy, And conscious Raptures all the Soul employ. ,o3428-l01030,"Each Bosom Kindles with Seraphic Joy,",o3428-l01025,/ɔɪ/ | /ɔɪ/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
breast | possessed,"Not equal Raptures swell the Sybil's Breast,",o3428-l01035, When by the inmate Deity possess'd;,o3428-l01040,/est/ | /est/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
possessed | breast, When by the inmate Deity possess'd;,o3428-l01040,"Not equal Raptures swell the Sybil's Breast,",o3428-l01035,/est/ | /est/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
inspires | fires," When Phoebus the Prophetic Maid inspires,",o3428-l01045, And her Limbs tremble with convulsive Fires. ,o3428-l01050,/æəz/ | /æəz/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
fires | inspires, And her Limbs tremble with convulsive Fires. ,o3428-l01050," When Phoebus the Prophetic Maid inspires,",o3428-l01045,/æəz/ | /æəz/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
light | sight,But whence this sudden Blaze of dazling Light! ,o3428-l01055,"What Mitred Brow is that, which greets my Sight? ",o3428-l01060,/aɪt/ | /aɪt/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
sight | light,"What Mitred Brow is that, which greets my Sight? ",o3428-l01060,But whence this sudden Blaze of dazling Light! ,o3428-l01055,/aɪt/ | /aɪt/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
head | sped,"Forth from a stately Tomb he lifts his Head,",o3428-l01065, And to the Skies on Angels Wings is sped. ,o3428-l01070,/ed/ | /ed/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
sped | head, And to the Skies on Angels Wings is sped. ,o3428-l01070,"Forth from a stately Tomb he lifts his Head,",o3428-l01065,/ed/ | /ed/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
mien | seen,"I know the Form — alike the Look and Mien,",o3428-l01075, Another WAINFLET in his Face is seen:,o3428-l01080,/iːn/ | /iːn/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
seen | mien, Another WAINFLET in his Face is seen:,o3428-l01080,"I know the Form — alike the Look and Mien,",o3428-l01075,/iːn/ | /iːn/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
found | crowned," When will, alas! such spotless Worth be found? ",o3428-l01085,When will a Mind with equal Virtues crown'd? ,o3428-l01090,/aʊnd/ | /aʊnd/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
crowned | found,When will a Mind with equal Virtues crown'd? ,o3428-l01090," When will, alas! such spotless Worth be found? ",o3428-l01085,/aʊnd/ | /aʊnd/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
rise | eyes,"Fearless he sees almighty Vengeance rise,",o3428-l01095, And fixes on his GOD his guiltless Eyes. ,o3428-l01100,/aɪz/ | /aɪz/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
eyes | rise, And fixes on his GOD his guiltless Eyes. ,o3428-l01100,"Fearless he sees almighty Vengeance rise,",o3428-l01095,/aɪz/ | /aɪz/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
claim | flame,"But now far different Scenes our Wonder claim,",o3428-l01105, Horrent with Darkness and Malignant Flame;,o3428-l01110,/eɪm/ | /eɪm/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
flame | claim, Horrent with Darkness and Malignant Flame;,o3428-l01110,"But now far different Scenes our Wonder claim,",o3428-l01105,/eɪm/ | /eɪm/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
hides | tides, The labour'd Wall delusive Picture hides,o3428-l01115, And liquid Sulphur rolls in burning Tides;,o3428-l01120,/aɪdz/ | /aɪdz/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
tides | hides, And liquid Sulphur rolls in burning Tides;,o3428-l01120, The labour'd Wall delusive Picture hides,o3428-l01115,/aɪdz/ | /aɪdz/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
arise | surprise," So Strong, so fierce, the painted Flames arise,",o3428-l01125, The pale Spectator views them with surprize;,o3428-l01130,/aɪz/ | /aɪz/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
surprise | arise, The pale Spectator views them with surprize;,o3428-l01130," So Strong, so fierce, the painted Flames arise,",o3428-l01125,/aɪz/ | /aɪz/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
burn | turn," Believes the blazing Wall indeed to burn,",o3428-l01135, And fears the Frame should into Ashes turn. ,o3428-l01140,/ɜːn/ | /ɜːn/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
turn | burn, And fears the Frame should into Ashes turn. ,o3428-l01140," Believes the blazing Wall indeed to burn,",o3428-l01135,/ɜːn/ | /ɜːn/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
haste | defaced,"Hither in ghastly Crouds the Guilty haste,",o3428-l01145, Obscene with Horrour and with shame defac'd;,o3428-l01150,/eɪst/ | /eɪst/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
defaced | haste, Obscene with Horrour and with shame defac'd;,o3428-l01150,"Hither in ghastly Crouds the Guilty haste,",o3428-l01145,/eɪst/ | /eɪst/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
appear | severe," With haggard Looks the gloomy Fiends appear,",o3428-l01155," They gnash their foamy Teeth, and frown severe. ",o3428-l01160,/ɪə/ | /ɪə/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
severe | appear," They gnash their foamy Teeth, and frown severe. ",o3428-l01160," With haggard Looks the gloomy Fiends appear,",o3428-l01155,/ɪə/ | /ɪə/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
mind | behind,"A stern Avenger, with relentless Mind,",o3428-l01165," Waving a flamy Faulchion, stalks behind;",o3428-l01170,/aɪnd/ | /aɪnd/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
behind | mind," Waving a flamy Faulchion, stalks behind;",o3428-l01170,"A stern Avenger, with relentless Mind,",o3428-l01165,/aɪnd/ | /aɪnd/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
drove | above," With which, as once from Paradise he drove,",o3428-l01175, He drives the Sinner from the Joys above. ,o3428-l01180,/əʊv/ | /ʌv/,half-pararhyme,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
above | drove, He drives the Sinner from the Joys above. ,o3428-l01180," With which, as once from Paradise he drove,",o3428-l01175,/ʌv/ | /əʊv/,half-pararhyme,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
fly | eye,"What shall he do forlorn? or whither fly,",o3428-l01185, To shun the Ken of an All-seeing Eye? ,o3428-l01190,/aɪ/ | /aɪ/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
eye | fly, To shun the Ken of an All-seeing Eye? ,o3428-l01190,"What shall he do forlorn? or whither fly,",o3428-l01185,/aɪ/ | /aɪ/,full,<b>a</b><b>a</b>,pers00150;pers00153,o3428-w0010
