r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
am | name,"PEACE, doubting Heart — my GOD's I am! ",o3900-l17760," The LORD hath call'd me by my Name,",o3900-l17770,/æm/ | /eɪm/,half-pararhyme,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w1000
won | done," Fought the Fight, the Battle won,",o3900-l24645,"Love's Redeeming Work is done,",o3900-l24640,/ʌn/ | /ʌn/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1310
over | more," Lo! our Sun's Eclipse is o'er,",o3900-l24650," Lo! He sets in Blood no more,",o3900-l24655,/ɔːə/ | /ɔː/,half-vowelrhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w1310
more | over," Lo! He sets in Blood no more,",o3900-l24655," Lo! our Sun's Eclipse is o'er,",o3900-l24650,/ɔː/ | /ɔːə/,half-vowelrhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w1310
seal | hell,"Vain the Stone, the Watch, the Seal;",o3900-l24660, CHRIST has burst the Gates of Hell! ,o3900-l24665,/iːl/ | /el/,half-pararhyme,<b>a</b><b>a</b>bb,pers00309,o3900-w1310
hell | seal, CHRIST has burst the Gates of Hell! ,o3900-l24665,"Vain the Stone, the Watch, the Seal;",o3900-l24660,/el/ | /iːl/,half-pararhyme,<b>a</b><b>a</b>bb,pers00309,o3900-w1310
rise | paradise,Death in vain forbids his Rise:,o3900-l24670, CHRIST has open'd Paradise! ,o3900-l24675,/aɪz/ | /ærədaɪs/,half-vowelrhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w1310
paradise | rise, CHRIST has open'd Paradise! ,o3900-l24675,Death in vain forbids his Rise:,o3900-l24670,/ærədaɪs/ | /aɪz/,half-vowelrhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w1310
king | sting,"Lives again our glorious King,",o3900-l24680," Where, O Death, is now thy Sting? ",o3900-l24685,/ɪŋ/ | /ɪŋ/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1310
sting | king," Where, O Death, is now thy Sting? ",o3900-l24685,"Lives again our glorious King,",o3900-l24680,/ɪŋ/ | /ɪŋ/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1310
save | grave,"Dying once he All doth save,",o3900-l24690," Where thy Victory, O Grave? ",o3900-l24695,/eɪv/ | /ɑːv/,half-pararhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w1310
grave | save," Where thy Victory, O Grave? ",o3900-l24695,"Dying once he All doth save,",o3900-l24690,/ɑːv/ | /eɪv/,half-pararhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w1310
led | head,"Soar we now, where CHRIST has led? ",o3900-l24700,"Following our Exalted Head,",o3900-l24705,/ed/ | /ed/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1310
head | led,"Following our Exalted Head,",o3900-l24705,"Soar we now, where CHRIST has led? ",o3900-l24700,/ed/ | /ed/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1310
rise | skies," Made like Him, like Him we rise,",o3900-l24710, Ours the Cross — the Grave — the Skies! ,o3900-l24715,/aɪz/ | /aɪz/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1310
skies | rise, Ours the Cross — the Grave — the Skies! ,o3900-l24715," Made like Him, like Him we rise,",o3900-l24710,/aɪz/ | /aɪz/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1310
all | fall,"What tho' once we perish'd All,",o3900-l24720, Partners in our Parent's Fall? ,o3900-l24725,/ɔːl/ | /ɔːl/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1310
fall | all, Partners in our Parent's Fall? ,o3900-l24725,"What tho' once we perish'd All,",o3900-l24720,/ɔːl/ | /ɔːl/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1310
receive | live,"Second Life we All receive,",o3900-l24730, In our Heav'nly Adam live. ,o3900-l24735,/iːv/ | /ɪv/,half-pararhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w1310
live | receive, In our Heav'nly Adam live. ,o3900-l24735,"Second Life we All receive,",o3900-l24730,/ɪv/ | /iːv/,half-pararhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w1310
move | above,"Ris'n with Him, we upward move,",o3900-l24740," Still we seek the Things above,",o3900-l24745,/uːv/ | /ʌv/,half-pararhyme,<b>a</b><b>a</b>bb,pers00309,o3900-w1310
above | move," Still we seek the Things above,",o3900-l24745,"Ris'n with Him, we upward move,",o3900-l24740,/ʌv/ | /uːv/,half-pararhyme,<b>a</b><b>a</b>bb,pers00309,o3900-w1310
son | throne," Still pursue, and kiss the Son",o3900-l24750, Seated on his Father's Throne;,o3900-l24755,/ʌn/ | /əʊn/,half-pararhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w1310
throne | son, Seated on his Father's Throne;,o3900-l24755," Still pursue, and kiss the Son",o3900-l24750,/əʊn/ | /ʌn/,half-pararhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w1310
bestow | below,"Scarce on Earth a Thought bestow,",o3900-l24760," Dead to all we leave below,",o3900-l24765,/əʊ/ | /əʊ/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1310
below | bestow," Dead to all we leave below,",o3900-l24765,"Scarce on Earth a Thought bestow,",o3900-l24760,/əʊ/ | /əʊ/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1310
abode | god," Heav'n our Aim, and lov'd Abode,",o3900-l24770, Hid our Life with CHRIST in GOD! ,o3900-l24775,/əʊd/ | /ɒd/,half-pararhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w1310
god | abode, Hid our Life with CHRIST in GOD! ,o3900-l24775," Heav'n our Aim, and lov'd Abode,",o3900-l24770,/ɒd/ | /əʊd/,half-pararhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w1310
appear | here,"Hid; till CHRIST our Life appear,",o3900-l24780, Glorious in his Members here:,o3900-l24785,/ɪə/ | /ɪə/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1310
here | appear, Glorious in his Members here:,o3900-l24785,"Hid; till CHRIST our Life appear,",o3900-l24780,/ɪə/ | /ɪə/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1310
shine | divine," Join'd to Him, we then shall shine",o3900-l24790," All Immortal, all Divine! ",o3900-l24795,/aɪn/ | /aɪn/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1310
divine | shine," All Immortal, all Divine! ",o3900-l24795," Join'd to Him, we then shall shine",o3900-l24790,/aɪn/ | /aɪn/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1310
heaven | given,Hail the LORD of Earth and Heav'n! ,o3900-l24800,Praise to Thee by both be giv'n:,o3900-l24805,/evn/ | /ɪvn/,half-pararhyme,<b>a</b><b>a</b>bb,pers00309,o3900-w1310
given | heaven,Praise to Thee by both be giv'n:,o3900-l24805,Hail the LORD of Earth and Heav'n! ,o3900-l24800,/ɪvn/ | /evn/,half-pararhyme,<b>a</b><b>a</b>bb,pers00309,o3900-w1310
now | thou, Thee we greet Triumphant now;,o3900-l24810, Hail the Resurrection Thou! ,o3900-l24815,/aʊ/ | /aʊ/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1310
thou | now, Hail the Resurrection Thou! ,o3900-l24815, Thee we greet Triumphant now;,o3900-l24810,/aʊ/ | /aʊ/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w1310
bliss | this,"King of Glory, Soul of Bliss,",o3900-l24820," Everlasting Life is This,",o3900-l24825,/ɪs/ | /ɪs/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1310
this | bliss," Everlasting Life is This,",o3900-l24825,"King of Glory, Soul of Bliss,",o3900-l24820,/ɪs/ | /ɪs/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w1310
prove | love," Thee to know, thy Pow'r to prove,",o3900-l24830," Thus to sing, and thus to love! ",o3900-l24835,/uːv/ | /ʌv/,half-pararhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w1310
love | prove," Thus to sing, and thus to love! ",o3900-l24835," Thee to know, thy Pow'r to prove,",o3900-l24830,/ʌv/ | /uːv/,half-pararhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w1310
king | sing,"THEE, O my GOD and King,",o3900-l12610," My Father, Thee I sing! ",o3900-l12615,/ɪŋ/ | /ɪŋ/,full,<b>a</b><b>a</b>bcbc,pers00309,o3900-w0690
sing | king," My Father, Thee I sing! ",o3900-l12615,"THEE, O my GOD and King,",o3900-l12610,/ɪŋ/ | /ɪŋ/,full,<b>a</b><b>a</b>bcbc,pers00309,o3900-w0690
sound | found,"Hear well-pleas'd the joyous Sound,",o3900-l12620," Lost, I now in CHRIST am found,",o3900-l12630,/aʊnd/ | /aʊnd/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w0690
receive | live, Praise from Earth and Heav'n receive;,o3900-l12625," Dead, by Faith in CHRIST I live. ",o3900-l12635,/iːv/ | /ɪv/,half-pararhyme,aab<b>c</b>b<b>c</b>,pers00309,o3900-w0690
found | sound," Lost, I now in CHRIST am found,",o3900-l12630,"Hear well-pleas'd the joyous Sound,",o3900-l12620,/aʊnd/ | /aʊnd/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w0690
live | receive," Dead, by Faith in CHRIST I live. ",o3900-l12635, Praise from Earth and Heav'n receive;,o3900-l12625,/ɪv/ | /iːv/,half-pararhyme,aab<b>c</b>b<b>c</b>,pers00309,o3900-w0690
son | own,"Father, behold thy Son,",o3900-l12640, In CHRIST I am thy own. ,o3900-l12645,/ʌn/ | /əʊn/,half-pararhyme,<b>a</b><b>a</b>bcbc,pers00309,o3900-w0690
own | son, In CHRIST I am thy own. ,o3900-l12645,"Father, behold thy Son,",o3900-l12640,/əʊn/ | /ʌn/,half-pararhyme,<b>a</b><b>a</b>bcbc,pers00309,o3900-w0690
rest | breast,"Stranger long to Thee and Rest,",o3900-l12650," Open wide thine Arms and Breast,",o3900-l12660,/est/ | /est/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w0690
come | home, See the Prodigal is come:,o3900-l12655, Take the weary Wand'rer home. ,o3900-l12665,/ʌm/ | /əʊm/,half-pararhyme,aab<b>c</b>b<b>c</b>,pers00309,o3900-w0690
breast | rest," Open wide thine Arms and Breast,",o3900-l12660,"Stranger long to Thee and Rest,",o3900-l12650,/est/ | /est/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w0690
home | come, Take the weary Wand'rer home. ,o3900-l12665, See the Prodigal is come:,o3900-l12655,/əʊm/ | /ʌm/,half-pararhyme,aab<b>c</b>b<b>c</b>,pers00309,o3900-w0690
far | near,"Thine Eye observ'd from far,",o3900-l12670, Thy Pity look'd me near:,o3900-l12675,/ɑː/ | /ɪə/,half-pararhyme,<b>a</b><b>a</b>bcbc,pers00309,o3900-w0690
near | far, Thy Pity look'd me near:,o3900-l12675,"Thine Eye observ'd from far,",o3900-l12670,/ɪə/ | /ɑː/,half-pararhyme,<b>a</b><b>a</b>bcbc,pers00309,o3900-w0690
see | thee," Me thy Bowels yearn'd to see,",o3900-l12680," Empty, poor, and void of Thee,",o3900-l12690,/iː/ | /iː/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w0690
find | blind," Me thy Mercy ran to find,",o3900-l12685," Hungry, sick, and faint, and blind. ",o3900-l12695,/aɪnd/ | /aɪnd/,full,aab<b>c</b>b<b>c</b>,pers00309,o3900-w0690
thee | see," Empty, poor, and void of Thee,",o3900-l12690," Me thy Bowels yearn'd to see,",o3900-l12680,/iː/ | /iː/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w0690
blind | find," Hungry, sick, and faint, and blind. ",o3900-l12695," Me thy Mercy ran to find,",o3900-l12685,/aɪnd/ | /aɪnd/,full,aab<b>c</b>b<b>c</b>,pers00309,o3900-w0690
fall | all,"Thou on my Neck didst fall,",o3900-l12700, Thy Kiss forgave me all:,o3900-l12705,/ɔːl/ | /ɔːl/,full,<b>a</b><b>a</b>bcbc,pers00309,o3900-w0690
all | fall, Thy Kiss forgave me all:,o3900-l12705,"Thou on my Neck didst fall,",o3900-l12700,/ɔːl/ | /ɔːl/,full,<b>a</b><b>a</b>bcbc,pers00309,o3900-w0690
hear | prepare," Still the gracious Words I hear,",o3900-l12710," Haste, for Him the Robe prepare,",o3900-l12720,/ɪə/ | /eə/,half-pararhyme,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w0690
mine | divine," Words that made the Saviour mine,",o3900-l12715, His be Righteousness Divine! ,o3900-l12725,/aɪn/ | /aɪn/,full,aab<b>c</b>b<b>c</b>,pers00309,o3900-w0690
prepare | hear," Haste, for Him the Robe prepare,",o3900-l12720," Still the gracious Words I hear,",o3900-l12710,/eə/ | /ɪə/,half-pararhyme,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w0690
divine | mine, His be Righteousness Divine! ,o3900-l12725," Words that made the Saviour mine,",o3900-l12715,/aɪn/ | /aɪn/,full,aab<b>c</b>b<b>c</b>,pers00309,o3900-w0690
king | sing,"Thee then, my GOD and King,",o3900-l12730," My Father, Thee I sing! ",o3900-l12735,/ɪŋ/ | /ɪŋ/,full,<b>a</b><b>a</b>bcbc,pers00309,o3900-w0690
sing | king," My Father, Thee I sing! ",o3900-l12735,"Thee then, my GOD and King,",o3900-l12730,/ɪŋ/ | /ɪŋ/,full,<b>a</b><b>a</b>bcbc,pers00309,o3900-w0690
sound | found,"Hear well-pleas'd the joyous Sound,",o3900-l12740," Lost, I now in CHRIST am found,",o3900-l12750,/aʊnd/ | /aʊnd/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w0690
receive | live, Praise from Earth and Heav'n receive;,o3900-l12745," Dead, by Faith in CHRIST I live. ",o3900-l12755,/iːv/ | /ɪv/,half-pararhyme,aab<b>c</b>b<b>c</b>,pers00309,o3900-w0690
found | sound," Lost, I now in CHRIST am found,",o3900-l12750,"Hear well-pleas'd the joyous Sound,",o3900-l12740,/aʊnd/ | /aʊnd/,full,aa<b>b</b>c<b>b</b>c,pers00309,o3900-w0690
live | receive," Dead, by Faith in CHRIST I live. ",o3900-l12755, Praise from Earth and Heav'n receive;,o3900-l12745,/ɪv/ | /iːv/,half-pararhyme,aab<b>c</b>b<b>c</b>,pers00309,o3900-w0690
given | heaven,"LORD, if to Me thy Grace hath given,",o3900-l12350," A Spark of Life, a Taste of Heaven,",o3900-l12355,/ɪvn/ | /evn/,half-pararhyme,<b>a</b><b>a</b>bb,pers00309,o3900-w0670
heaven | given," A Spark of Life, a Taste of Heaven,",o3900-l12355,"LORD, if to Me thy Grace hath given,",o3900-l12350,/evn/ | /ɪvn/,half-pararhyme,<b>a</b><b>a</b>bb,pers00309,o3900-w0670
seed | head," The Gospel-pearl, the Woman's Seed,",o3900-l12360, The Bruiser of the Serpent's Head;,o3900-l12365,/iːd/ | /ed/,half-pararhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w0670
head | seed, The Bruiser of the Serpent's Head;,o3900-l12365," The Gospel-pearl, the Woman's Seed,",o3900-l12360,/ed/ | /iːd/,half-pararhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w0670
divine | shine,Why sleeps my Principle Divine? ,o3900-l12370,Why hastens not my Spark to shine? ,o3900-l12375,/aɪn/ | /aɪn/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w0670
shine | divine,Why hastens not my Spark to shine? ,o3900-l12375,Why sleeps my Principle Divine? ,o3900-l12370,/aɪn/ | /aɪn/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w0670
move | love,The Saviour in my Heart to move,o3900-l12380, And all my Soul to flame with Love? ,o3900-l12385,/uːv/ | /ʌv/,half-pararhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w0670
love | move, And all my Soul to flame with Love? ,o3900-l12385,The Saviour in my Heart to move,o3900-l12380,/ʌv/ | /uːv/,half-pararhyme,aa<b>b</b><b>b</b>,pers00309,o3900-w0670
sin | within,"Buried, o'erwhelm'd, and lost in Sin,",o3900-l12390," And seemingly extinct within,",o3900-l12395,/ɪn/ | /ɪn/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w0670
within | sin," And seemingly extinct within,",o3900-l12395,"Buried, o'erwhelm'd, and lost in Sin,",o3900-l12390,/ɪn/ | /ɪn/,full,<b>a</b><b>a</b>bb,pers00309,o3900-w0670
lies | dies," Th' Immortal Seed unactive lies,",o3900-l12400, The Heav'nly Adam sinks and dies:,o3900-l12405,/aɪz/ | /aɪz/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w0670
dies | lies, The Heav'nly Adam sinks and dies:,o3900-l12405," Th' Immortal Seed unactive lies,",o3900-l12400,/aɪz/ | /aɪz/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w0670
flame | am,"Dies, and revives the Dying Flame. ",o3900-l12410,"Cast down, but not destroy'd I am,",o3900-l12415,/eɪm/ | /æm/,half-pararhyme,<b>a</b><b>a</b>bb,pers00309,o3900-w0670
am | flame,"Cast down, but not destroy'd I am,",o3900-l12415,"Dies, and revives the Dying Flame. ",o3900-l12410,/æm/ | /eɪm/,half-pararhyme,<b>a</b><b>a</b>bb,pers00309,o3900-w0670
respire | fire," 'Midst thousand Lusts I still respire,",o3900-l12420," And tremble, unconsum'd in Fire. ",o3900-l12425,/æə/ | /æə/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w0670
fire | respire," And tremble, unconsum'd in Fire. ",o3900-l12425," 'Midst thousand Lusts I still respire,",o3900-l12420,/æə/ | /æə/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w0670
god | load,"Suffer'd awhile to want my GOD,",o3900-l12430," To groan beneath my Nature's Load,",o3900-l12435,/ɒd/ | /əʊd/,half-pararhyme,<b>a</b><b>a</b>bb,pers00309,o3900-w0670
load | god," To groan beneath my Nature's Load,",o3900-l12435,"Suffer'd awhile to want my GOD,",o3900-l12430,/əʊd/ | /ɒd/,half-pararhyme,<b>a</b><b>a</b>bb,pers00309,o3900-w0670
see | me," That All may own, that All may see",o3900-l12440, Th' Ungodly justify'd in Me. ,o3900-l12445,/iː/ | /iː/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w0670
me | see, Th' Ungodly justify'd in Me. ,o3900-l12445," That All may own, that All may see",o3900-l12440,/iː/ | /iː/,full,aa<b>b</b><b>b</b>,pers00309,o3900-w0670
good | food,"FOuntain of Being, Source of Good! ",o3900-l04065," The Creature proves our Bane or Food,",o3900-l04075,/ʊd/ | /uːd/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w0240
breath | death,At whose Almighty Breath,o3900-l04070, Dispensing Life or Death:,o3900-l04080,/eθ/ | /eθ/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0240
food | good," The Creature proves our Bane or Food,",o3900-l04075,"FOuntain of Being, Source of Good! ",o3900-l04065,/uːd/ | /ʊd/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w0240
death | breath, Dispensing Life or Death:,o3900-l04080,At whose Almighty Breath,o3900-l04070,/eθ/ | /eθ/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0240
fear | hear,"Thee we address with humble Fear,",o3900-l04085," Father of All, thy Children hear,",o3900-l04095,/ɪə/ | /ɪə/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0240
crown | down, Vouchsafe thy Gifts to crown;,o3900-l04090, And send a Blessing down. ,o3900-l04100,/aʊn/ | /aʊn/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0240
hear | fear," Father of All, thy Children hear,",o3900-l04095,"Thee we address with humble Fear,",o3900-l04085,/ɪə/ | /ɪə/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0240
down | crown, And send a Blessing down. ,o3900-l04100, Vouchsafe thy Gifts to crown;,o3900-l04090,/aʊn/ | /aʊn/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0240
pine | divine,O may our Souls for ever pine,o3900-l04105," Athirst for Righteousness Divine,",o3900-l04115,/aɪn/ | /aɪn/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0240
see | thee, Thy Grace to taste and see;,o3900-l04110, And hungry after Thee! ,o3900-l04120,/iː/ | /iː/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0240
divine | pine," Athirst for Righteousness Divine,",o3900-l04115,O may our Souls for ever pine,o3900-l04105,/aɪn/ | /aɪn/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0240
thee | see, And hungry after Thee! ,o3900-l04120, Thy Grace to taste and see;,o3900-l04110,/iː/ | /iː/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0240
eyes | rise,"For this we lift our longing Eyes,",o3900-l04125," Speak — and our Hearts from Earth shall rise,",o3900-l04135,/aɪz/ | /aɪz/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0240
word | lord, We wait the gracious Word;,o3900-l04130, And feed upon the Lord. ,o3900-l04140,/ɜːd/ | /ɔːd/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w0240
rise | eyes," Speak — and our Hearts from Earth shall rise,",o3900-l04135,"For this we lift our longing Eyes,",o3900-l04125,/aɪz/ | /aɪz/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0240
lord | word, And feed upon the Lord. ,o3900-l04140, We wait the gracious Word;,o3900-l04130,/ɔːd/ | /ɜːd/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w0240
thee | see,"FATHER, our Eyes we lift to Thee,",o3900-l25340," 'Tis now thy Open Hand we see,",o3900-l25350,/iː/ | /iː/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w1350
bread | feed, And taste our daily Bread:,o3900-l25345, And on thy Bounty feed. ,o3900-l25355,/ed/ | /iːd/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w1350
see | thee," 'Tis now thy Open Hand we see,",o3900-l25350,"FATHER, our Eyes we lift to Thee,",o3900-l25340,/iː/ | /iː/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w1350
feed | bread, And on thy Bounty feed. ,o3900-l25355, And taste our daily Bread:,o3900-l25345,/iːd/ | /ed/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w1350
join | design,'Tis now the meaner Creatures join,o3900-l25360," Fulfil thy primitive Design,",o3900-l25370,/ɔɪn/ | /aɪn/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w1350
prove | love, Richly thy Grace to prove;,o3900-l25365, Enjoy'd by thankful Love. ,o3900-l25375,/uːv/ | /ʌv/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w1350
design | join," Fulfil thy primitive Design,",o3900-l25370,'Tis now the meaner Creatures join,o3900-l25360,/aɪn/ | /ɔɪn/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w1350
love | prove, Enjoy'd by thankful Love. ,o3900-l25375, Richly thy Grace to prove;,o3900-l25365,/ʌv/ | /uːv/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w1350
good | food,"Still, while our Mouths are fill'd with Good,",o3900-l25380," Our Souls partake of nobler Food,",o3900-l25390,/ʊd/ | /uːd/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w1350
raise | praise, Our Souls to Thee we raise;,o3900-l25385, And banquet on thy Praise. ,o3900-l25395,/eɪz/ | /eɪz/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w1350
food | good," Our Souls partake of nobler Food,",o3900-l25390,"Still, while our Mouths are fill'd with Good,",o3900-l25380,/uːd/ | /ʊd/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w1350
praise | raise, And banquet on thy Praise. ,o3900-l25395, Our Souls to Thee we raise;,o3900-l25385,/eɪz/ | /eɪz/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w1350
aim | lamb,Yet higher still our farthest Aim;,o3900-l25400," T' attend the Marriage of the Lamb,",o3900-l25410,/eɪm/ | /æm/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w1350
blessed | feast," To mingle with the Blest,",o3900-l25405, And Heaven's Eternal Feast. ,o3900-l25415,/est/ | /iːst/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w1350
lamb | aim," T' attend the Marriage of the Lamb,",o3900-l25410,Yet higher still our farthest Aim;,o3900-l25400,/æm/ | /eɪm/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w1350
feast | blessed, And Heaven's Eternal Feast. ,o3900-l25415," To mingle with the Blest,",o3900-l25405,/iːst/ | /est/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w1350
