r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
stand | hand,"Fast by my bed he takes his stand,",o5156-l16060,"Yes, Death is ever at my hand,",o5156-l16055,/ænd/ | /ænd/,full,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
found | round,And constant at my board is found.,o5156-l16065,And endless darkness wraps me round!,o5156-l16050,/aʊnd/ | /aʊnd/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
join | mine,"Earth, air, and fire, and water, join",o5156-l16070,"Against this fleeting life of mine,",o5156-l16075,/ɔɪn/ | /aɪn/,half-pararhyme,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
mine | join,"Against this fleeting life of mine,",o5156-l16075,"Earth, air, and fire, and water, join",o5156-l16070,/aɪn/ | /ɔɪn/,half-pararhyme,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
fly | die,And where for succour can I fly?,o5156-l16080,"By Art, ere Nature bids, I die.",o5156-l16095,/aɪ/ | /aɪ/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
pretend | friend,If art with flatt'ring wiles pretend,o5156-l16085,"To shield me like a guardian friend,",o5156-l16090,/end/ | /end/,full,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
friend | pretend,"To shield me like a guardian friend,",o5156-l16090,If art with flatt'ring wiles pretend,o5156-l16085,/end/ | /end/,full,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
die | fly,"By Art, ere Nature bids, I die.",o5156-l16095,And where for succour can I fly?,o5156-l16080,/aɪ/ | /aɪ/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
mind | consigned,"I see this tyrant of the mind,",o5156-l16100,"This idol Flesh to dust consign'd,",o5156-l16105,/aɪnd/ | /aɪnd/,full,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
consigned | mind,"This idol Flesh to dust consign'd,",o5156-l16105,"I see this tyrant of the mind,",o5156-l16100,/aɪnd/ | /aɪnd/,full,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
divine | mine,Once call'd from dust by pow'r divine;,o5156-l16110,"Thy aspect, is to make it mine.",o5156-l16125,/aɪn/ | /aɪn/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
cold | behold,"Its features change, 'tis pale, 'tis cold —",o5156-l16115,Hence dreadful spectre! to behold,o5156-l16120,/əʊld/ | /əʊld/,full,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
behold | cold,Hence dreadful spectre! to behold,o5156-l16120,"Its features change, 'tis pale, 'tis cold —",o5156-l16115,/əʊld/ | /əʊld/,full,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
mine | divine,"Thy aspect, is to make it mine.",o5156-l16125,Once call'd from dust by pow'r divine;,o5156-l16110,/aɪn/ | /aɪn/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
pride | hide,"And can I then with guilty pride,",o5156-l16130,"Which fear nor shame can quell or hide,",o5156-l16135,/aɪd/ | /aɪd/,full,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
hide | pride,"Which fear nor shame can quell or hide,",o5156-l16135,"And can I then with guilty pride,",o5156-l16130,/aɪd/ | /aɪd/,full,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
adorn | scorn,This flesh still pamper and adorn!,o5156-l16140,Or look on aught around with scorn?,o5156-l16155,/ɔːn/ | /ɔːn/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
be | knee,"Thus viewing what I soon shall be,",o5156-l16145,"Can what I am demand the knee,",o5156-l16150,/iː/ | /iː/,full,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
knee | be,"Can what I am demand the knee,",o5156-l16150,"Thus viewing what I soon shall be,",o5156-l16145,/iː/ | /iː/,full,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
scorn | adorn,Or look on aught around with scorn?,o5156-l16155,This flesh still pamper and adorn!,o5156-l16140,/ɔːn/ | /ɔːn/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
guides | betides,"But then this spark that warms, that guides,",o5156-l16160,"That lives, that thinks, what fate betides?",o5156-l16165,/aɪdz/ | /aɪdz/,full,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
betides | guides,"That lives, that thinks, what fate betides?",o5156-l16165,"But then this spark that warms, that guides,",o5156-l16160,/aɪdz/ | /aɪdz/,full,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
clod | god,"Can this be dust, a kneaded clod!",o5156-l16170,That knows at once itself and God?,o5156-l16185,/ɒd/ | /ɒd/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
mind | wind,"This yield to death! the soul, the mind,",o5156-l16175,"That measures heav'n, and mounts the wind,",o5156-l16180,/aɪnd/ | /ɪnd/,half-pararhyme,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
wind | mind,"That measures heav'n, and mounts the wind,",o5156-l16180,"This yield to death! the soul, the mind,",o5156-l16175,/ɪnd/ | /aɪnd/,half-pararhyme,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
god | clod,That knows at once itself and God?,o5156-l16185,"Can this be dust, a kneaded clod!",o5156-l16170,/ɒd/ | /ɒd/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
below | know,"Great Cause of all, above, below,",o5156-l16190,"Who knows thee must for ever know,",o5156-l16195,/əʊ/ | /əʊ/,full,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
know | below,"Who knows thee must for ever know,",o5156-l16195,"Great Cause of all, above, below,",o5156-l16190,/əʊ/ | /əʊ/,full,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
divine | mine,Immortal and divine!,o5156-l16200,And bids Eternity be mine!,o5156-l16215,/aɪn/ | /aɪn/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
impressed | test,"Thy image on my soul imprest,",o5156-l16205,"Of endless being is the test,",o5156-l16210,/ɪmprest/ | /est/,half-pararhyme,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
test | impressed,"Of endless being is the test,",o5156-l16210,"Thy image on my soul imprest,",o5156-l16205,/est/ | /ɪmprest/,half-pararhyme,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
mine | divine,And bids Eternity be mine!,o5156-l16215,Immortal and divine!,o5156-l16200,/aɪn/ | /aɪn/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
sure | secure,Transporting thought! — but am I sure,o5156-l16220,That endless life will joy secure?,o5156-l16225,/ɔː/ | /ʊə/,half-pararhyme,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
secure | sure,That endless life will joy secure?,o5156-l16225,Transporting thought! — but am I sure,o5156-l16220,/ʊə/ | /ɔː/,half-pararhyme,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
decreed | succeed,Joy's only to the just decreed!,o5156-l16230,That endless mis'ry may succeed.,o5156-l16245,/iːd/ | /iːd/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
goes | bestows,"The guilty wretch expiring, goes",o5156-l16235,"Where vengeance endless life bestows,",o5156-l16240,/əʊz/ | /əʊz/,full,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
bestows | goes,"Where vengeance endless life bestows,",o5156-l16240,"The guilty wretch expiring, goes",o5156-l16235,/əʊz/ | /əʊz/,full,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
succeed | decreed,That endless mis'ry may succeed.,o5156-l16245,Joy's only to the just decreed!,o5156-l16230,/iːd/ | /iːd/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
scene | between,"Great God, how aweful is the scene!",o5156-l16250,"A breath, a transient breath between;",o5156-l16255,/iːn/ | /iːn/,full,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
between | scene,"A breath, a transient breath between;",o5156-l16255,"Great God, how aweful is the scene!",o5156-l16250,/iːn/ | /iːn/,full,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
play | away,"And can I jest, and laugh, and play!",o5156-l16260,Are shiver'd when they're torn away.,o5156-l16275,/eɪ/ | /eɪ/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
bound | ground,"To earth, alas! too firmly bound,",o5156-l16265,"Trees deeply rooted in the ground,",o5156-l16270,/aʊnd/ | /aʊnd/,full,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
ground | bound,"Trees deeply rooted in the ground,",o5156-l16270,"To earth, alas! too firmly bound,",o5156-l16265,/aʊnd/ | /aʊnd/,full,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
away | play,Are shiver'd when they're torn away.,o5156-l16275,"And can I jest, and laugh, and play!",o5156-l16260,/eɪ/ | /eɪ/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
gains | chains,"Vain joys, which envy'd greatness gains,",o5156-l16280,"How do ye bind with silken chains,",o5156-l16285,/eɪnz/ | /eɪnz/,full,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
chains | gains,"How do ye bind with silken chains,",o5156-l16285,"Vain joys, which envy'd greatness gains,",o5156-l16280,/eɪnz/ | /eɪnz/,full,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
break | make,Which ask Herculean strength to break!,o5156-l16290,How many deaths of one ye make!,o5156-l16305,/eɪk/ | /eɪk/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
armed | alarmed,How with new terrors have ye arm'd,o5156-l16295,The pow'r whose slightest glance alarm'd?,o5156-l16300,/ɑːmd/ | /ɑːmd/,full,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
alarmed | armed,The pow'r whose slightest glance alarm'd?,o5156-l16300,How with new terrors have ye arm'd,o5156-l16295,/ɑːmd/ | /ɑːmd/,full,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
make | break,How many deaths of one ye make!,o5156-l16305,Which ask Herculean strength to break!,o5156-l16290,/eɪk/ | /eɪk/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
behold | bold,"Yet, dumb with wonder, I behold",o5156-l16310,"Man's thoughtless race in error bold,",o5156-l16315,/əʊld/ | /əʊld/,full,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
bold | behold,"Man's thoughtless race in error bold,",o5156-l16315,"Yet, dumb with wonder, I behold",o5156-l16310,/əʊld/ | /əʊld/,full,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
death | breath,Forget or scorn the laws of death;,o5156-l16320,Each thinks he draws immortal breath.,o5156-l16335,/eθ/ | /eθ/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
coincide | guide,"With these no projects coincide,",o5156-l16325,"Nor vows, nor toils, nor hopes, they guide,",o5156-l16330,/aɪd/ | /aɪd/,full,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
guide | coincide,"Nor vows, nor toils, nor hopes, they guide,",o5156-l16330,"With these no projects coincide,",o5156-l16325,/aɪd/ | /aɪd/,full,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
breath | death,Each thinks he draws immortal breath.,o5156-l16335,Forget or scorn the laws of death;,o5156-l16320,/eθ/ | /eθ/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
hour | power,"Each blind to fate's approaching hour,",o5156-l16340,"Intrigues, or fights, for wealth, or pow'r,",o5156-l16345,/æə/ | /aʊə/,half-pararhyme,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
power | hour,"Intrigues, or fights, for wealth, or pow'r,",o5156-l16345,"Each blind to fate's approaching hour,",o5156-l16340,/aʊə/ | /æə/,half-pararhyme,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
provoke | stroke,And slumb'ring dangers dare provoke:,o5156-l16350,And feels an unexpected stroke.,o5156-l16365,/əʊk/ | /əʊk/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
sustains | gains,And he who tott'ring scarce sustains,o5156-l16355,"A century's age, plans future gains,",o5156-l16360,/eɪnz/ | /eɪnz/,full,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
gains | sustains,"A century's age, plans future gains,",o5156-l16360,And he who tott'ring scarce sustains,o5156-l16355,/eɪnz/ | /eɪnz/,full,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
stroke | provoke,And feels an unexpected stroke.,o5156-l16365,And slumb'ring dangers dare provoke:,o5156-l16350,/əʊk/ | /əʊk/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
band | land,"Go on, unbridled desp'rate band,",o5156-l16370,"Scorn rocks, gulphs, winds, search sea and land,",o5156-l16375,/ænd/ | /ænd/,full,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
land | band,"Scorn rocks, gulphs, winds, search sea and land,",o5156-l16375,"Go on, unbridled desp'rate band,",o5156-l16370,/ænd/ | /ænd/,full,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
found | ground,And spoil new worlds wherever found.,o5156-l16380,Nor spare the temple's holy ground.,o5156-l16395,/aʊnd/ | /aʊnd/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
prise | despise,"Seize, haste to seize the glitt'ring prize,",o5156-l16385,"And sighs, and tears, and pray'rs despise,",o5156-l16390,/aɪz/ | /aɪz/,full,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
despise | prise,"And sighs, and tears, and pray'rs despise,",o5156-l16390,"Seize, haste to seize the glitt'ring prize,",o5156-l16385,/aɪz/ | /aɪz/,full,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
ground | found,Nor spare the temple's holy ground.,o5156-l16395,And spoil new worlds wherever found.,o5156-l16380,/aʊnd/ | /aʊnd/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
again | vain,"They go, succeed, but look again,",o5156-l16400,"The desp'rate hand you seek in vain,",o5156-l16405,/en/ | /eɪn/,half-pararhyme,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
vain | again,"The desp'rate hand you seek in vain,",o5156-l16405,"They go, succeed, but look again,",o5156-l16400,/eɪn/ | /en/,half-pararhyme,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
scorn | born,Now trod in dust the peasant's scorn.,o5156-l16410,Would e'er have thought them mortal born?,o5156-l16425,/ɔːn/ | /ɔːn/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
swell | rebel,"But who that saw their treasures swell,",o5156-l16415,"That heard th' insatiate vow rebel,",o5156-l16420,/el/ | /ebl/,half-vowelrhyme,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
rebel | swell,"That heard th' insatiate vow rebel,",o5156-l16420,"But who that saw their treasures swell,",o5156-l16415,/ebl/ | /el/,half-vowelrhyme,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
born | scorn,Would e'er have thought them mortal born?,o5156-l16425,Now trod in dust the peasant's scorn.,o5156-l16410,/ɔːn/ | /ɔːn/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
car | far,"See the world's victor mount his car,",o5156-l16430,"Blood marks his progress wide and far,",o5156-l16435,/ɑː/ | /ɑː/,full,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
far | car,"Blood marks his progress wide and far,",o5156-l16435,"See the world's victor mount his car,",o5156-l16430,/ɑː/ | /ɑː/,full,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
fly | die,Sure he shall reign while ages fly;,o5156-l16440,"To fight, to conquer, and to die.",o5156-l16455,/aɪ/ | /aɪ/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
cloud | allowed,"No, vanish'd like a morning cloud,",o5156-l16445,The hero was but just allow'd,o5156-l16450,/aʊd/ | /aʊd/,full,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
allowed | cloud,The hero was but just allow'd,o5156-l16450,"No, vanish'd like a morning cloud,",o5156-l16445,/aʊd/ | /aʊd/,full,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
die | fly,"To fight, to conquer, and to die.",o5156-l16455,Sure he shall reign while ages fly;,o5156-l16440,/aɪ/ | /aɪ/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
dread | bled,"And is it true, I ask with dread,",o5156-l16460,That nations heap'd on nations bled,o5156-l16465,/ed/ | /ed/,full,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
bled | dread,That nations heap'd on nations bled,o5156-l16465,"And is it true, I ask with dread,",o5156-l16460,/ed/ | /ed/,full,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
wheel | meal,"Beneath his chariot's fervid wheel,",o5156-l16470,And doom'd the hungry reptile's meal?,o5156-l16485,/iːl/ | /iːl/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
spot | rot,"With trophies to adorn the spot,",o5156-l16475,"Where his pale corse was left to rot,",o5156-l16480,/ɒt/ | /ɒt/,full,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
rot | spot,"Where his pale corse was left to rot,",o5156-l16480,"With trophies to adorn the spot,",o5156-l16475,/ɒt/ | /ɒt/,full,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
meal | wheel,And doom'd the hungry reptile's meal?,o5156-l16485,"Beneath his chariot's fervid wheel,",o5156-l16470,/iːl/ | /iːl/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
play | away,"Yes, Fortune weary'd with her play,",o5156-l16490,"Her toy, this hero, casts away,",o5156-l16495,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
away | play,"Her toy, this hero, casts away,",o5156-l16495,"Yes, Fortune weary'd with her play,",o5156-l16490,/eɪ/ | /eɪ/,full,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
seen | green,And scarce the form of man is seen:,o5156-l16500,"The cypress mine, funereal green!",o5156-l16515,/iːn/ | /iːn/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
overflow | glow,"Awe chills my breast, my eyes o'erflow,",o5156-l16505,"Around my brows no roses glow,",o5156-l16510,/ɔːfləʊ/ | /əʊ/,half-vowelrhyme,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
glow | overflow,"Around my brows no roses glow,",o5156-l16510,"Awe chills my breast, my eyes o'erflow,",o5156-l16505,/əʊ/ | /ɔːfləʊ/,half-vowelrhyme,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
green | seen,"The cypress mine, funereal green!",o5156-l16515,And scarce the form of man is seen:,o5156-l16500,/iːn/ | /iːn/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
fears | appears,"Yet in this hour of grief and fears,",o5156-l16520,"When aweful Truth unveil'd appears,",o5156-l16525,/ɪəz/ | /ɪəz/,full,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
appears | fears,"When aweful Truth unveil'd appears,",o5156-l16525,"Yet in this hour of grief and fears,",o5156-l16520,/ɪəz/ | /ɪəz/,full,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
breast | blessed,Some pow'r unknown usurps my breast;,o5156-l16530,And fancy dreams that life is blest.,o5156-l16545,/est/ | /est/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
led | tread,"Back to the world my thoughts are led,",o5156-l16535,"My feet in Folly's lab'rynth tread,",o5156-l16540,/ed/ | /ed/,full,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
tread | led,"My feet in Folly's lab'rynth tread,",o5156-l16540,"Back to the world my thoughts are led,",o5156-l16535,/ed/ | /ed/,full,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
blessed | breast,And fancy dreams that life is blest.,o5156-l16545,Some pow'r unknown usurps my breast;,o5156-l16530,/est/ | /est/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
mind | bind,"How weak an empress is the mind,",o5156-l16550,"Whom Pleasure's flow'ry wreaths can bind,",o5156-l16555,/aɪnd/ | /aɪnd/,full,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
bind | mind,"Whom Pleasure's flow'ry wreaths can bind,",o5156-l16555,"How weak an empress is the mind,",o5156-l16550,/aɪnd/ | /aɪnd/,full,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
lead | indeed,And captive to her altars lead!,o5156-l16560,And all that act are fools indeed.,o5156-l16575,/iːd/ | /iːd/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
rage | stage,"Weak Reason yields to Phrenzy's rage,",o5156-l16565,"And all the world is Folly's stage,",o5156-l16570,/eɪdʒ/ | /eɪdʒ/,full,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
stage | rage,"And all the world is Folly's stage,",o5156-l16570,"Weak Reason yields to Phrenzy's rage,",o5156-l16565,/eɪdʒ/ | /eɪdʒ/,full,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
indeed | lead,And all that act are fools indeed.,o5156-l16575,And captive to her altars lead!,o5156-l16560,/iːd/ | /iːd/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
flight | delight,"And yet this strange, this sudden flight,",o5156-l16580,"From gloomy cares to gay delight,",o5156-l16585,/aɪt/ | /aɪt/,full,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
delight | flight,"From gloomy cares to gay delight,",o5156-l16585,"And yet this strange, this sudden flight,",o5156-l16580,/aɪt/ | /aɪt/,full,<b>a</b><b>a</b>bccb,pers00097;pers00044,o5156-w0570
vain | gain,"This fickleness, so light and vain,",o5156-l16590,Is all the real good we gain.,o5156-l16605,/eɪn/ | /eɪn/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
dream | seem,"In life's delusive transient dream,",o5156-l16595,"Where men nor things are what they seem,",o5156-l16600,/iːm/ | /iːm/,full,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
seem | dream,"Where men nor things are what they seem,",o5156-l16600,"In life's delusive transient dream,",o5156-l16595,/iːm/ | /iːm/,full,aab<b>c</b><b>c</b>b,pers00097;pers00044,o5156-w0570
gain | vain,Is all the real good we gain.,o5156-l16605,"This fickleness, so light and vain,",o5156-l16590,/eɪn/ | /eɪn/,full,aa<b>b</b>cc<b>b</b>,pers00097;pers00044,o5156-w0570
