r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
powers | bowers,"HITHER, all ye heav'nly pow'rs,",o5153-l11605,From your empyreal bow'rs;,o5153-l11610,/aʊəz/ | /aʊəz/,full,<b>a</b><b>a</b>,pers00024,o5153-w0320
thought | wrought,"Their various masks they play'd, and fed her pensive thought.",o5155-l01305,"As reason, fancy, or opinion wrought,",o5155-l01300,/ɔːt/ | /ɔːt/,full,ababbcb<b>c</b><b>c</b>,pers00024,o5155-w0030
strayed | shade,Alse through the fields of Science had he stray'd,o5155-l01310,"Through each learn'd school, each philosophick shade,",o5155-l01320,/eɪd/ | /eɪd/,full,<b>a</b>b<b>a</b>bbcbcc,pers00024,o5155-w0030
eye | lie,"With eager search, and sent his piercing eye",o5155-l01315,Where Truth and Virtue erst were deem'd to lie;,o5155-l01325,/aɪ/ | /aɪ/,full,a<b>b</b>a<b>b</b>bcbcc,pers00024,o5155-w0030
eye | spy,"With eager search, and sent his piercing eye",o5155-l01315,"If haply the fair vagrants he mote spy,",o5155-l01330,/aɪ/ | /aɪ/,full,a<b>b</b>ab<b>b</b>cbcc,pers00024,o5155-w0030
eye | satisfy,"With eager search, and sent his piercing eye",o5155-l01315,But all unable there to satisfy,o5155-l01340,/aɪ/ | /ætɪsfaɪ/,half-vowelrhyme,a<b>b</b>abbc<b>b</b>cc,pers00024,o5155-w0030
shade | strayed,"Through each learn'd school, each philosophick shade,",o5155-l01320,Alse through the fields of Science had he stray'd,o5155-l01310,/eɪd/ | /eɪd/,full,<b>a</b>b<b>a</b>bbcbcc,pers00024,o5155-w0030
lie | eye,Where Truth and Virtue erst were deem'd to lie;,o5155-l01325,"With eager search, and sent his piercing eye",o5155-l01315,/aɪ/ | /aɪ/,full,a<b>b</b>a<b>b</b>bcbcc,pers00024,o5155-w0030
lie | spy,Where Truth and Virtue erst were deem'd to lie;,o5155-l01325,"If haply the fair vagrants he mote spy,",o5155-l01330,/aɪ/ | /aɪ/,full,aba<b>b</b><b>b</b>cbcc,pers00024,o5155-w0030
lie | satisfy,Where Truth and Virtue erst were deem'd to lie;,o5155-l01325,But all unable there to satisfy,o5155-l01340,/aɪ/ | /ætɪsfaɪ/,half-vowelrhyme,aba<b>b</b>bc<b>b</b>cc,pers00024,o5155-w0030
spy | eye,"If haply the fair vagrants he mote spy,",o5155-l01330,"With eager search, and sent his piercing eye",o5155-l01315,/aɪ/ | /aɪ/,full,a<b>b</b>ab<b>b</b>cbcc,pers00024,o5155-w0030
spy | lie,"If haply the fair vagrants he mote spy,",o5155-l01330,Where Truth and Virtue erst were deem'd to lie;,o5155-l01325,/aɪ/ | /aɪ/,full,aba<b>b</b><b>b</b>cbcc,pers00024,o5155-w0030
spy | satisfy,"If haply the fair vagrants he mote spy,",o5155-l01330,But all unable there to satisfy,o5155-l01340,/aɪ/ | /ætɪsfaɪ/,half-vowelrhyme,abab<b>b</b>c<b>b</b>cc,pers00024,o5155-w0030
lore | explore,Or hear the musick of their charming lore:,o5155-l01335,"His curious soul, he turn'd him to explore",o5155-l01345,/ɔː/ | /ɔː/,full,ababb<b>c</b>b<b>c</b>c,pers00024,o5155-w0030
lore | adore,Or hear the musick of their charming lore:,o5155-l01335,"The sacred writ of Faith; to learn, believe, adore.",o5155-l01350,/ɔː/ | /ɔː/,full,ababb<b>c</b>bc<b>c</b>,pers00024,o5155-w0030
satisfy | eye,But all unable there to satisfy,o5155-l01340,"With eager search, and sent his piercing eye",o5155-l01315,/ætɪsfaɪ/ | /aɪ/,half-vowelrhyme,a<b>b</b>abbc<b>b</b>cc,pers00024,o5155-w0030
satisfy | lie,But all unable there to satisfy,o5155-l01340,Where Truth and Virtue erst were deem'd to lie;,o5155-l01325,/ætɪsfaɪ/ | /aɪ/,half-vowelrhyme,aba<b>b</b>bc<b>b</b>cc,pers00024,o5155-w0030
satisfy | spy,But all unable there to satisfy,o5155-l01340,"If haply the fair vagrants he mote spy,",o5155-l01330,/ætɪsfaɪ/ | /aɪ/,half-vowelrhyme,abab<b>b</b>c<b>b</b>cc,pers00024,o5155-w0030
explore | lore,"His curious soul, he turn'd him to explore",o5155-l01345,Or hear the musick of their charming lore:,o5155-l01335,/ɔː/ | /ɔː/,full,ababb<b>c</b>b<b>c</b>c,pers00024,o5155-w0030
explore | adore,"His curious soul, he turn'd him to explore",o5155-l01345,"The sacred writ of Faith; to learn, believe, adore.",o5155-l01350,/ɔː/ | /ɔː/,full,ababbcb<b>c</b><b>c</b>,pers00024,o5155-w0030
adore | lore,"The sacred writ of Faith; to learn, believe, adore.",o5155-l01350,Or hear the musick of their charming lore:,o5155-l01335,/ɔː/ | /ɔː/,full,ababb<b>c</b>bc<b>c</b>,pers00024,o5155-w0030
adore | explore,"The sacred writ of Faith; to learn, believe, adore.",o5155-l01350,"His curious soul, he turn'd him to explore",o5155-l01345,/ɔː/ | /ɔː/,full,ababbcb<b>c</b><b>c</b>,pers00024,o5155-w0030
deceit | feet,"Thence foe profess'd of Falshood and Deceit,",o5155-l01355, Aye holding up before uncertain feet,o5155-l01365,/iːt/ | /iːt/,full,<b>a</b>b<b>a</b>bbcbcc,pers00024,o5155-w0030
tyranny | liberty,"Those sly artificers of tyranny,",o5155-l01360,"His faithful light, to Knowledge, Liberty,",o5155-l01370,/ɪrni/ | /ɪbəti/,half-vowelrhyme,a<b>b</b>a<b>b</b>bcbcc,pers00024,o5155-w0030
tyranny | policy,"Those sly artificers of tyranny,",o5155-l01360,"Mankind he led, to Civil policy,",o5155-l01375,/ɪrni/ | /ɒləsi/,half-pararhyme,a<b>b</b>ab<b>b</b>cbcc,pers00024,o5155-w0030
tyranny | benignity,"Those sly artificers of tyranny,",o5155-l01360,That fram'd by Mercy and Benignity,o5155-l01385,/ɪrni/ | /ɪgnəti/,half-vowelrhyme,a<b>b</b>abbc<b>b</b>cc,pers00024,o5155-w0030
feet | deceit, Aye holding up before uncertain feet,o5155-l01365,"Thence foe profess'd of Falshood and Deceit,",o5155-l01355,/iːt/ | /iːt/,full,<b>a</b>b<b>a</b>bbcbcc,pers00024,o5155-w0030
liberty | tyranny,"His faithful light, to Knowledge, Liberty,",o5155-l01370,"Those sly artificers of tyranny,",o5155-l01360,/ɪbəti/ | /ɪrni/,half-vowelrhyme,a<b>b</b>a<b>b</b>bcbcc,pers00024,o5155-w0030
liberty | policy,"His faithful light, to Knowledge, Liberty,",o5155-l01370,"Mankind he led, to Civil policy,",o5155-l01375,/ɪbəti/ | /ɒləsi/,half-pararhyme,aba<b>b</b><b>b</b>cbcc,pers00024,o5155-w0030
liberty | benignity,"His faithful light, to Knowledge, Liberty,",o5155-l01370,That fram'd by Mercy and Benignity,o5155-l01385,/ɪbəti/ | /ɪgnəti/,half-vowelrhyme,aba<b>b</b>bc<b>b</b>cc,pers00024,o5155-w0030
policy | tyranny,"Mankind he led, to Civil policy,",o5155-l01375,"Those sly artificers of tyranny,",o5155-l01360,/ɒləsi/ | /ɪrni/,half-pararhyme,a<b>b</b>ab<b>b</b>cbcc,pers00024,o5155-w0030
policy | liberty,"Mankind he led, to Civil policy,",o5155-l01375,"His faithful light, to Knowledge, Liberty,",o5155-l01370,/ɒləsi/ | /ɪbəti/,half-pararhyme,aba<b>b</b><b>b</b>cbcc,pers00024,o5155-w0030
policy | benignity,"Mankind he led, to Civil policy,",o5155-l01375,That fram'd by Mercy and Benignity,o5155-l01385,/ɒləsi/ | /ɪgnəti/,half-pararhyme,abab<b>b</b>c<b>b</b>cc,pers00024,o5155-w0030
law | draw,And mild Religion's charitable law;,o5155-l01380,"The persecuting sword forbids to draw,",o5155-l01390,/ɔː/ | /ɔː/,full,ababb<b>c</b>b<b>c</b>c,pers00024,o5155-w0030
law | awe,And mild Religion's charitable law;,o5155-l01380,And free-created souls with penal terrours awe.,o5155-l01395,/ɔː/ | /ɔː/,full,ababb<b>c</b>bc<b>c</b>,pers00024,o5155-w0030
benignity | tyranny,That fram'd by Mercy and Benignity,o5155-l01385,"Those sly artificers of tyranny,",o5155-l01360,/ɪgnəti/ | /ɪrni/,half-vowelrhyme,a<b>b</b>abbc<b>b</b>cc,pers00024,o5155-w0030
benignity | liberty,That fram'd by Mercy and Benignity,o5155-l01385,"His faithful light, to Knowledge, Liberty,",o5155-l01370,/ɪgnəti/ | /ɪbəti/,half-vowelrhyme,aba<b>b</b>bc<b>b</b>cc,pers00024,o5155-w0030
benignity | policy,That fram'd by Mercy and Benignity,o5155-l01385,"Mankind he led, to Civil policy,",o5155-l01375,/ɪgnəti/ | /ɒləsi/,half-pararhyme,abab<b>b</b>c<b>b</b>cc,pers00024,o5155-w0030
draw | law,"The persecuting sword forbids to draw,",o5155-l01390,And mild Religion's charitable law;,o5155-l01380,/ɔː/ | /ɔː/,full,ababb<b>c</b>b<b>c</b>c,pers00024,o5155-w0030
draw | awe,"The persecuting sword forbids to draw,",o5155-l01390,And free-created souls with penal terrours awe.,o5155-l01395,/ɔː/ | /ɔː/,full,ababbcb<b>c</b><b>c</b>,pers00024,o5155-w0030
awe | law,And free-created souls with penal terrours awe.,o5155-l01395,And mild Religion's charitable law;,o5155-l01380,/ɔː/ | /ɔː/,full,ababb<b>c</b>bc<b>c</b>,pers00024,o5155-w0030
awe | draw,And free-created souls with penal terrours awe.,o5155-l01395,"The persecuting sword forbids to draw,",o5155-l01390,/ɔː/ | /ɔː/,full,ababbcb<b>c</b><b>c</b>,pers00024,o5155-w0030
vain | deign,Ne with these glorious gifts elate and vain,o5155-l01400,"But, stooping from his height, would even deign",o5155-l01410,/eɪn/ | /eɪn/,full,<b>a</b>b<b>a</b>bbcbcc,pers00024,o5155-w0030
pride | guide,Lock'd he his wisdom up in churlish pride;,o5155-l01405,The feeble steps of Infancy to guide.,o5155-l01415,/aɪd/ | /aɪd/,full,a<b>b</b>a<b>b</b>bcbcc,pers00024,o5155-w0030
pride | betide,Lock'd he his wisdom up in churlish pride;,o5155-l01405,Eternal glory Him therefore betide!,o5155-l01420,/aɪd/ | /aɪd/,full,a<b>b</b>ab<b>b</b>cbcc,pers00024,o5155-w0030
pride | wide,Lock'd he his wisdom up in churlish pride;,o5155-l01405,"Who, wand'ring through the world's rude forest wide,",o5155-l01430,/aɪd/ | /aɪd/,full,a<b>b</b>abbc<b>b</b>cc,pers00024,o5155-w0030
deign | vain,"But, stooping from his height, would even deign",o5155-l01410,Ne with these glorious gifts elate and vain,o5155-l01400,/eɪn/ | /eɪn/,full,<b>a</b>b<b>a</b>bbcbcc,pers00024,o5155-w0030
guide | pride,The feeble steps of Infancy to guide.,o5155-l01415,Lock'd he his wisdom up in churlish pride;,o5155-l01405,/aɪd/ | /aɪd/,full,a<b>b</b>a<b>b</b>bcbcc,pers00024,o5155-w0030
guide | betide,The feeble steps of Infancy to guide.,o5155-l01415,Eternal glory Him therefore betide!,o5155-l01420,/aɪd/ | /aɪd/,full,aba<b>b</b><b>b</b>cbcc,pers00024,o5155-w0030
guide | wide,The feeble steps of Infancy to guide.,o5155-l01415,"Who, wand'ring through the world's rude forest wide,",o5155-l01430,/aɪd/ | /aɪd/,full,aba<b>b</b>bc<b>b</b>cc,pers00024,o5155-w0030
betide | pride,Eternal glory Him therefore betide!,o5155-l01420,Lock'd he his wisdom up in churlish pride;,o5155-l01405,/aɪd/ | /aɪd/,full,a<b>b</b>ab<b>b</b>cbcc,pers00024,o5155-w0030
betide | guide,Eternal glory Him therefore betide!,o5155-l01420,The feeble steps of Infancy to guide.,o5155-l01415,/aɪd/ | /aɪd/,full,aba<b>b</b><b>b</b>cbcc,pers00024,o5155-w0030
betide | wide,Eternal glory Him therefore betide!,o5155-l01420,"Who, wand'ring through the world's rude forest wide,",o5155-l01430,/aɪd/ | /aɪd/,full,abab<b>b</b>c<b>b</b>cc,pers00024,o5155-w0030
proclaim | frame,Let every generous youth his praise proclaim!,o5155-l01425,By him hath been y-taught his course to frame,o5155-l01435,/eɪm/ | /eɪm/,full,ababb<b>c</b>b<b>c</b>c,pers00024,o5155-w0030
proclaim | fame,Let every generous youth his praise proclaim!,o5155-l01425,"To Virtue's sweet abodes, and heav'n-aspiring Fame! ",o5155-l01440,/eɪm/ | /eɪm/,full,ababb<b>c</b>bc<b>c</b>,pers00024,o5155-w0030
wide | pride,"Who, wand'ring through the world's rude forest wide,",o5155-l01430,Lock'd he his wisdom up in churlish pride;,o5155-l01405,/aɪd/ | /aɪd/,full,a<b>b</b>abbc<b>b</b>cc,pers00024,o5155-w0030
wide | guide,"Who, wand'ring through the world's rude forest wide,",o5155-l01430,The feeble steps of Infancy to guide.,o5155-l01415,/aɪd/ | /aɪd/,full,aba<b>b</b>bc<b>b</b>cc,pers00024,o5155-w0030
wide | betide,"Who, wand'ring through the world's rude forest wide,",o5155-l01430,Eternal glory Him therefore betide!,o5155-l01420,/aɪd/ | /aɪd/,full,abab<b>b</b>c<b>b</b>cc,pers00024,o5155-w0030
frame | proclaim,By him hath been y-taught his course to frame,o5155-l01435,Let every generous youth his praise proclaim!,o5155-l01425,/eɪm/ | /eɪm/,full,ababb<b>c</b>b<b>c</b>c,pers00024,o5155-w0030
frame | fame,By him hath been y-taught his course to frame,o5155-l01435,"To Virtue's sweet abodes, and heav'n-aspiring Fame! ",o5155-l01440,/eɪm/ | /eɪm/,full,ababbcb<b>c</b><b>c</b>,pers00024,o5155-w0030
fame | proclaim,"To Virtue's sweet abodes, and heav'n-aspiring Fame! ",o5155-l01440,Let every generous youth his praise proclaim!,o5155-l01425,/eɪm/ | /eɪm/,full,ababb<b>c</b>bc<b>c</b>,pers00024,o5155-w0030
fame | frame,"To Virtue's sweet abodes, and heav'n-aspiring Fame! ",o5155-l01440,By him hath been y-taught his course to frame,o5155-l01435,/eɪm/ | /eɪm/,full,ababbcb<b>c</b><b>c</b>,pers00024,o5155-w0030
thought | besought,"For this the FAIRY KNIGHT with anxious thought,",o5155-l01445,And him of gentlest courtesy besought,o5155-l01455,/ɔːt/ | /ɔːt/,full,<b>a</b>b<b>a</b>bbcbcc,pers00024,o5155-w0030
prayed | aid,And fond paternal care his counsel pray'd;,o5155-l01450,His guidance to vouchsafe and friendly aid;,o5155-l01460,/eɪd/ | /eɪd/,full,a<b>b</b>a<b>b</b>bcbcc,pers00024,o5155-w0030
prayed | conveyed,And fond paternal care his counsel pray'd;,o5155-l01450,"The while his tender offspring he convey'd,",o5155-l01465,/eɪd/ | /eɪd/,full,a<b>b</b>ab<b>b</b>cbcc,pers00024,o5155-w0030
prayed | maid,And fond paternal care his counsel pray'd;,o5155-l01450,"Where sage PAEDÎA, with each tuneful maid,",o5155-l01475,/eɪd/ | /eɪd/,full,a<b>b</b>abbc<b>b</b>cc,pers00024,o5155-w0030
besought | thought,And him of gentlest courtesy besought,o5155-l01455,"For this the FAIRY KNIGHT with anxious thought,",o5155-l01445,/ɔːt/ | /ɔːt/,full,<b>a</b>b<b>a</b>bbcbcc,pers00024,o5155-w0030
aid | prayed,His guidance to vouchsafe and friendly aid;,o5155-l01460,And fond paternal care his counsel pray'd;,o5155-l01450,/eɪd/ | /eɪd/,full,a<b>b</b>a<b>b</b>bcbcc,pers00024,o5155-w0030
aid | conveyed,His guidance to vouchsafe and friendly aid;,o5155-l01460,"The while his tender offspring he convey'd,",o5155-l01465,/eɪd/ | /eɪd/,full,aba<b>b</b><b>b</b>cbcc,pers00024,o5155-w0030
aid | maid,His guidance to vouchsafe and friendly aid;,o5155-l01460,"Where sage PAEDÎA, with each tuneful maid,",o5155-l01475,/eɪd/ | /eɪd/,full,aba<b>b</b>bc<b>b</b>cc,pers00024,o5155-w0030
conveyed | prayed,"The while his tender offspring he convey'd,",o5155-l01465,And fond paternal care his counsel pray'd;,o5155-l01450,/eɪd/ | /eɪd/,full,a<b>b</b>ab<b>b</b>cbcc,pers00024,o5155-w0030
conveyed | aid,"The while his tender offspring he convey'd,",o5155-l01465,His guidance to vouchsafe and friendly aid;,o5155-l01460,/eɪd/ | /eɪd/,full,aba<b>b</b><b>b</b>cbcc,pers00024,o5155-w0030
conveyed | maid,"The while his tender offspring he convey'd,",o5155-l01465,"Where sage PAEDÎA, with each tuneful maid,",o5155-l01475,/eɪd/ | /eɪd/,full,abab<b>b</b>c<b>b</b>cc,pers00024,o5155-w0030
retreat | seat,Through devious paths to that secure retreat;,o5155-l01470,"On a wide mount had fix'd her rural seat,",o5155-l01480,/iːt/ | /iːt/,full,ababb<b>c</b>b<b>c</b>c,pers00024,o5155-w0030
retreat | feet,Through devious paths to that secure retreat;,o5155-l01470,"'Mid flow'ry gardens plac'd, untrod by vulgar feet.",o5155-l01485,/iːt/ | /iːt/,full,ababb<b>c</b>bc<b>c</b>,pers00024,o5155-w0030
maid | prayed,"Where sage PAEDÎA, with each tuneful maid,",o5155-l01475,And fond paternal care his counsel pray'd;,o5155-l01450,/eɪd/ | /eɪd/,full,a<b>b</b>abbc<b>b</b>cc,pers00024,o5155-w0030
maid | aid,"Where sage PAEDÎA, with each tuneful maid,",o5155-l01475,His guidance to vouchsafe and friendly aid;,o5155-l01460,/eɪd/ | /eɪd/,full,aba<b>b</b>bc<b>b</b>cc,pers00024,o5155-w0030
maid | conveyed,"Where sage PAEDÎA, with each tuneful maid,",o5155-l01475,"The while his tender offspring he convey'd,",o5155-l01465,/eɪd/ | /eɪd/,full,abab<b>b</b>c<b>b</b>cc,pers00024,o5155-w0030
seat | retreat,"On a wide mount had fix'd her rural seat,",o5155-l01480,Through devious paths to that secure retreat;,o5155-l01470,/iːt/ | /iːt/,full,ababb<b>c</b>b<b>c</b>c,pers00024,o5155-w0030
seat | feet,"On a wide mount had fix'd her rural seat,",o5155-l01480,"'Mid flow'ry gardens plac'd, untrod by vulgar feet.",o5155-l01485,/iːt/ | /iːt/,full,ababbcb<b>c</b><b>c</b>,pers00024,o5155-w0030
feet | retreat,"'Mid flow'ry gardens plac'd, untrod by vulgar feet.",o5155-l01485,Through devious paths to that secure retreat;,o5155-l01470,/iːt/ | /iːt/,full,ababb<b>c</b>bc<b>c</b>,pers00024,o5155-w0030
feet | seat,"'Mid flow'ry gardens plac'd, untrod by vulgar feet.",o5155-l01485,"On a wide mount had fix'd her rural seat,",o5155-l01480,/iːt/ | /iːt/,full,ababbcb<b>c</b><b>c</b>,pers00024,o5155-w0030
heir | fair,"And now forth-pacing with his blooming heir,",o5155-l01490,"Arm'd all to point, and on a courser fair",o5155-l01500,/eə/ | /eə/,full,<b>a</b>b<b>a</b>bbcbcc,pers00024,o5155-w0030
guide | pride,And that same virtuous Palmer them to guide;,o5155-l01495,"Y-mounted high, in military pride,",o5155-l01505,/aɪd/ | /aɪd/,full,a<b>b</b>a<b>b</b>bcbcc,pers00024,o5155-w0030
guide | ride,And that same virtuous Palmer them to guide;,o5155-l01495,His little train before he slow did ride.,o5155-l01510,/aɪd/ | /aɪd/,full,a<b>b</b>ab<b>b</b>cbcc,pers00024,o5155-w0030
guide | side,And that same virtuous Palmer them to guide;,o5155-l01495,"With his young lord aye marching side by side,",o5155-l01520,/aɪd/ | /aɪd/,full,a<b>b</b>abbc<b>b</b>cc,pers00024,o5155-w0030
fair | heir,"Arm'd all to point, and on a courser fair",o5155-l01500,"And now forth-pacing with his blooming heir,",o5155-l01490,/eə/ | /eə/,full,<b>a</b>b<b>a</b>bbcbcc,pers00024,o5155-w0030
pride | guide,"Y-mounted high, in military pride,",o5155-l01505,And that same virtuous Palmer them to guide;,o5155-l01495,/aɪd/ | /aɪd/,full,a<b>b</b>a<b>b</b>bcbcc,pers00024,o5155-w0030
pride | ride,"Y-mounted high, in military pride,",o5155-l01505,His little train before he slow did ride.,o5155-l01510,/aɪd/ | /aɪd/,full,aba<b>b</b><b>b</b>cbcc,pers00024,o5155-w0030
pride | side,"Y-mounted high, in military pride,",o5155-l01505,"With his young lord aye marching side by side,",o5155-l01520,/aɪd/ | /aɪd/,full,aba<b>b</b>bc<b>b</b>cc,pers00024,o5155-w0030
ride | guide,His little train before he slow did ride.,o5155-l01510,And that same virtuous Palmer them to guide;,o5155-l01495,/aɪd/ | /aɪd/,full,a<b>b</b>ab<b>b</b>cbcc,pers00024,o5155-w0030
ride | pride,His little train before he slow did ride.,o5155-l01510,"Y-mounted high, in military pride,",o5155-l01505,/aɪd/ | /aɪd/,full,aba<b>b</b><b>b</b>cbcc,pers00024,o5155-w0030
ride | side,His little train before he slow did ride.,o5155-l01510,"With his young lord aye marching side by side,",o5155-l01520,/aɪd/ | /aɪd/,full,abab<b>b</b>c<b>b</b>cc,pers00024,o5155-w0030
ensues | thews,"Him eke behind a gentle squire ensues,",o5155-l01515,"His counsellour and guard, in goodly thews,",o5155-l01525,/uːz/ | /uːz/,full,ababb<b>c</b>b<b>c</b>c,pers00024,o5155-w0030
ensues | muse,"Him eke behind a gentle squire ensues,",o5155-l01515,"Who well had been brought up, and nurs'd by every Muse.",o5155-l01530,/uːz/ | /uːz/,full,ababb<b>c</b>bc<b>c</b>,pers00024,o5155-w0030
side | guide,"With his young lord aye marching side by side,",o5155-l01520,And that same virtuous Palmer them to guide;,o5155-l01495,/aɪd/ | /aɪd/,full,a<b>b</b>abbc<b>b</b>cc,pers00024,o5155-w0030
side | pride,"With his young lord aye marching side by side,",o5155-l01520,"Y-mounted high, in military pride,",o5155-l01505,/aɪd/ | /aɪd/,full,aba<b>b</b>bc<b>b</b>cc,pers00024,o5155-w0030
side | ride,"With his young lord aye marching side by side,",o5155-l01520,His little train before he slow did ride.,o5155-l01510,/aɪd/ | /aɪd/,full,abab<b>b</b>c<b>b</b>cc,pers00024,o5155-w0030
thews | ensues,"His counsellour and guard, in goodly thews,",o5155-l01525,"Him eke behind a gentle squire ensues,",o5155-l01515,/uːz/ | /uːz/,full,ababb<b>c</b>b<b>c</b>c,pers00024,o5155-w0030
thews | muse,"His counsellour and guard, in goodly thews,",o5155-l01525,"Who well had been brought up, and nurs'd by every Muse.",o5155-l01530,/uːz/ | /uːz/,full,ababbcb<b>c</b><b>c</b>,pers00024,o5155-w0030
