poem_id,aut_id,foottype,footnums,stanza,spos,syllab,form,met,rhyme,nlines
peh89-w0360,pers00324,iamb,pentameter,couplet,pair,10,heroiccouplet|pastoral,-+|-+|-+|-+|-+/,aa,28
bhw18-w0370,pers00276,iamb,pentameter,couplet,pair,10,heroiccouplet|address,-+|-+|-+|-+|-+/,aa,78
ojg27-w0440,pers00303,iamb,tetrameter,couplet,pair,8,fable,-+|-+|-+|-+/,aa,64
bjb18-w0830,pers00287,iamb,tetrameter|trimeter,sestet,,8.8.8.6.8.6,hymn,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,aabcbc,18
pjo50-w0460,pers00273,iamb,tetrameter,couplet,pair,8,epistle,-+|-+|-+|-+/,aa,94
bed98-w0830,pers00340,iamb,tetrameter,quatrain,cross,8.8.8.8,hymn,-+|-+|-+|-+|-/ -+|-+|-+|-+/ -+|-+|-+|-+|-/ -+|-+|-+|-+/,abab,28
o4984-w0640,pers00175,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,prayer,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,64
o4784-w0220,pers00268,iamb,tetrameter|pentameter|hexameter,quintet,,10.8.10.10.12,fable,-+|-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+|-+/,ababb,30
o5125-w0530,pers00154,iamb,tetrameter,couplet,pair,8,epistle|mockheroic,-+|-+|-+|-+/,aa,60
tgaen-wimp2,pers00039,iamb,pentameter,couplet,pair,10,heroiccouplet|imitation,-+|-+|-+|-+|-+/,aa,108
oau90-w0160,pers00350,iamb,,nine-line,,,song,irregular,ababccbdd,18
pye85-w0040,pers00256,iamb,tetrameter,quatrain,pair,8.8.8.8,address|occasional,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabb,20
o3668-w0010,pers00012,iamb,tetrameter|trimeter,,,8.6.8.6.8.8,ballad|satire|refrain,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/       -+|-+|-+|-+/ -+|-+|-+|-+/,ababcc,48
o3452-w0020,pers00329,iamb,tetrameter,quatrain,intermittent,8.7.8.7,song|refrain,-+|-+|-+|-+/ -+|-+|-+|-/ -+|-+|-+|-+/ -+|-+|-+|-/,xaxa,68
o4986-w0240,pers00039,,trimeter|tetrameter,,,,ode,irregular,irregular,94
o5154-w0550,pers00141,iamb,tetrameter,couplet,pair,8,satire,-+|-+|-+|-+/,aa,352
o5156-w0150,pers00035,iamb,tetrameter,couplet,pair,8,,-+|-+|-+|-+/,aa,20
o5247-w0190,pers00295,iamb,tetrameter|trimeter,sestet,,8.8.6.8.8.6,song,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,aabccb,12
o4220-w0010,pers00348,iamb,pentameter,couplet,pair,10,monody,-+|-+|-+|-+|-+/,aa,112
n22cs-w0650,pers00290,iamb,tetrameter,quatrain,cross,8.8.8.8,song,-+|-+|-+|-+|-+/,abab,12
bed98-w0450,pers00340,iamb,tetrameter,quatrain,cross,8.8.8.8,advice,-+|-+|-+|-+|-/ -+|-+|-+|-+/ -+|-+|-+|-+|-/ -+|-+|-+|-+/,abab,28
o5153-w0370,pers00119,trochee,tetrameter,couplet,pair,7,epistle,+-|+-|+-|+/,aa,68
tgaen-wskoc,pers00039,anapaest,tetrameter,sestet,pair,12.12.11.11.11.11,,-+|--+|--+|--+|-/ -+|--+|--+|--+|-/ -+|--+|--+|--+/ -+|--+|--+|--+/ -+|--+|--+|--+/ -+|--+|--+|--+/,aabbcc,6
glb19-w0300,pers00352,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,abbacddceffegg,14
o5454-w0380,pers00292,anapaest,tetrameter|trimeter,sestet,tail,12.12.9.12.12.9,song,--+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+/,aabccb,24
pba35-w0290,pers00087,iamb,tetrameter,couplet,pair,8,fable,-+|-+|-+|-+/,aa,30
o3555-w0170,pers00149,iamb,tetrameter,sestet,tail,8.8.8.8.8.8,song,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabccb,30
pba35-w1170,pers00264,iamb,pentameter,couplet,pair,10,heroiccouplet|occasional,-+|-+|-+|-+|-+/,aa,18
bjb18-w0450,pers00287,iamb,pentameter,couplet,pair,10,occasional,-+|-+|-+|-+|-+/,aa,50
o4298-w0010,pers00346,iamb,pentameter,couplet,pair,10,,-+|-+|-+|-+|-+/,aa,164
o4987-w0540,pers00214,iamb,tetrameter|trimeter|pentameter|hexameter,,,,ode,irregular,irregular,70
bao18-w0160,pers00279,iamb,pentameter,quatrain,cross,10.10.10.10,elegy|address,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,44
oar96-w0270,pers00265,iamb,trimeter|tetrameter|pentameter|hexameter,,,,pindaric|ode,irregular,irregular,62
bmb97-w0120,pers00315,iamb,tetrameter,couplet,pair,8,ode,-+|-+|-+|-+/,aa,270
bjl92-w0170,pers00338,iamb,tetrameter,quatrain,cross,8.7.8.7,tale,-+|-+|-+|-+/ -+|-+|-+|-/ -+|-+|-+|-+/ -+|-+|-+|-/,abab,84
pmt18-w0350,pers00320,iamb,pentameter,,,10,blankverse|occasional,-+|-+|-+|-+|-+/,,56
glb19-w0790,pers00352,iamb,pentameter,octet,pair,10,epitaph,-+|-+|-+|-+|-+/,aa,16
pba35-w0600,pers00087,iamb,tetrameter,couplet,pair,8,epistle,-+|-+|-+|-+/,aa,52
bah18-w0350,pers00281,iamb,tetrameter,sestet|sestarima,,8.8.8.8.8.8,song,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,ababcc,12
o4985-w0140,pers00192,iamb,pentameter,couplet,pair,10,heroiccouplet|satire,-+|-+|-+|-+|-+/,aa,332
bsb18-w0760,pers00280,iamb,tetrameter,sestet,pair,8.8.8.8.8.8,song,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/  -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabbcc,18
cbu86-w0250,pers00307,iamb,tetrameter,couplet,pair,8,address,-+|-+|-+|-+/,aa,135
o4987-w0170,pers00016,iamb,pentameter,,,10,sonnet|ItalianSonnet,-+|-+|-+|-+|-+/,abbaabbacdecde,14
o4103-w0130,pers00254,iamb,pentameter|tetrameter|trimeter|hexameter|heptameter,,,,ode,irregular,irregular,68
ppo24-w0060,pers00257,iamb,pentameter,couplet,pair,10,heroiccouplet|essay|pastoral,-+|-+|-+|-+|-+/,aa,190
pmc36-w0040,pers00325,iamb,tetrameter|trimeter,quatrain,intermittent,8.6.8.6,address,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,xaxa,52
glb19-w0730,pers00352,iamb,pentameter,,,10,blankverse,-+|-+|-+|-+|-+/,,350
bmb97-w0180,pers00315,iamb,tetrameter,quatrain,intermittent,8.8.8.8,ode,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,xaxa,8
bjb18-w0060,pers00287,iamb,tetrameter,couplet,pair,8,address,-+|-+|-+|-+/,aa,52
bsb18-w0350,pers00280,iamb,tetrameter,couplet,pair,8,address,-+|-+|-+|-+/,aa,38
o3900-w1270,pers00309,iamb,tetrameter,quatrain,cross,8.8.8.8,hymn,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,32
glb19-w1040,pers00352,iamb,pentameter,quatrain,cross,10.10.10.10,,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,28
bjl92-w0540,pers00338,iamb,tetrameter,quatrain,cross,8.8.8.8,address,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,28
oat77-w0370,pers00344,iamb,tetrameter,couplet,pair,8,epigram,-+|-+|-+|-+/,aa,30
o4985-w0570,pers00238,iamb,tetrameter,octet,pair,8.8.8.8.8.8.8.8,,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabbccdd,40
pba35-w0230,pers00087,iamb,tetrameter,sestet,pair,8.8.8.8.8.8,apology,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabbcc,12
o5454-w0320,pers00292,iamb,,quatrain,,,song,,,24
pma99-w0240,pers00306,anapaest,tetrameter,couplet,pair,11,occasional,-+|--+|--+|--+/,aa,28
o5154-w0160,pers00042,iamb,pentameter,couplet,pair,10,heroiccouplet|epilogue,-+|-+|-+|-+|-+/,aa,63
o5247-w0130,pers00295,iamb,pentameter,couplet,pair,10,heroiccouplet|occasional,-+|-+|-+|-+|-+/,aa,26
o5280-w0170,pers00277,iamb,tetrameter,couplet,pair,8,elegy|address|occasional,-+|-+|-+|-+/,aa,18
o5156-w1210,pers00008,trochee,tetrameter|dimeter,,,,song|imitation|translation|paraphrase,irregular,abbccddeeaffffggghihihkkllmmmnnoopp,35
o5153-w0740,pers00123,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,ballad|chevy-chase|riddle,-+|-+|-+|-+/     -+|-+|-+/     -+|-+|-+|-+/     -+|-+|-+/,abab,24
bed98-w0060,pers00340,iamb,tetrameter,couplet,pair,8,address,-+|-+|-+|-+/,aa,26
n22cs-w0260,pers00290,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,ababcdcdefefgg,14
o5156-w0560,pers00027,iamb,tetrameter|trimeter,sestet,tail,8.8.6.8.8.6,ode,-+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+/,aabccb,48
tpc26-w0100,pers00353,anapaest,tetrameter|trimeter,octet,intermittent,11.8.11.8.11.8.11.8,song,-+|--+|--+|--+/ -+|--+|--+/ -+|--+|--+|--+/ -+|--+|--+/ -+|--+|--+|--+/ -+|--+|--+/ -+|--+|--+|--+/ -+|--+|--+/,xaxaxbxb,32
o5125-w0100,pers00154,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,58
o4784-w0610,pers00268,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,40
o5089-w0390,pers00167,anapaest,tetrameter|trimeter,quatrain,cross,12.9.12.9,pastoral,--+|--+|--+|--+/ --+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+/,abab,72
o5156-w0900,pers00108,iamb,tetrameter,quatrain,cross,8.8.8.8,,-+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/,abab,16
o5153-w0778,pers00016,iamb,pentameter,,,10,sonnet|ItalianSonnet,-+|-+|-+|-+|-+/,,14
prc90-w0110,pers00328,iamb,tetrameter|trimeter,sestet,tail,8.8.6.8.8.6,occasional,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,aabccb,30
o4984-w0270,pers00045,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,imitation|translation|paraphrase,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,12
pcc86-w0040,pers00323,iamb,pentameter,couplet,pair,10,occasional,-+|-+|-+|-+|-+/,aa,24
o5089-w0700,pers00141,iamb,tetrameter,couplet,pair,8,fable,-+|-+|-+|-+/,aa,82
o5125-w0590,pers00154,iamb,pentameter,couplet,pair,10,heroiccouplet|dialogue,-+|-+|-+|-+|-+/,aa,56
o4784-w0280,pers00268,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,philosophic,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,20
o4741-w0250,pers00091,iamb,pentameter,couplet,pair,10,heroiccouplet|occasional,-+|-+|-+|-+|-+/,aa,32
o4986-w0670,pers00029,iamb,tetrameter,couplet,pair,8,ode,-+|-+|-+|-+/,aa,28
oau90-w0550,pers00350,dactyl,,ten-line|octet,,irregular,song,irregular,ababccdeed,20
n09pf-w0010,pers00355,iamb,pentameter,couplet,pair,10,,-+|-+|-+|-+|-+/,aa,438
cac95-w0110,pers00301,iamb,trimeter|tetrameter,octet,cross,8.6.8.6.8.6.8.6,song,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,ababcdcd,24
bjb18-w0890,pers00287,iamb,tetrameter|pentameter,octet,pair,8.8.8.8.8.8.8.10,hymn,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+|-+/,aabbccdd,36
o5152-w0040,pers00011,iamb,tetrameter,couplet,pair,8,imitation|translation|paraphrase,-+|-+|-+|-+/,aa,84
pro75-w0050,pers00271,iamb,tetrameter|trimeter,sestet,tail,8.8.6.8.8.6,ode,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,aabccb,48
o5157-w0260,pers00104,iamb,pentameter,couplet,pair,10,heroiccouplet|compliment,-+|-+|-+|-+|-+/,aa,6
o4672-w0360,pers00292,iamb,tetrameter|trimeter|pentameter|heptameter,,,,hymn,irregular,irregular,31
clc03-w0060,pers00349,,tetrameter,sestet,pair,9.9.9.9.8.8,song,-+|-+|-+|-+|-/ -+|-+|-+|-+|-/ -+|-+|-+|-+|-/ -+|-+|-+|-+|-/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabbcc,18
pmp18-w0250,pers00314,iamb,tetrameter,couplet,pair,8,narrative,-+|-+|-+|-+/,aa,50
pcm93-w0250,pers00313,iamb,pentameter,quatrain,cross,10.10.10.10,occasional,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,14
ojg27-w0070,pers00303,iamb,tetrameter,couplet,pair,8,fable,-+|-+|-+|-+/,aa,52
o5155-w0660,pers00057,iamb,tetrameter,quatrain,cross,8.8.8.8,,-+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/,abab,32
pjo50-w0050,pers00273,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,ballad|translation,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,8
o3900-w0960,pers00310,iamb,tetrameter,quatrain,cross,8.8.8.8,hymn|translation,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,24
o4784-w0070,pers00268,iamb,pentameter,couplet,pair,10,heroiccouplet|fable|imitation,-+|-+|-+|-+|-+/,aa,21
o4986-w0480,pers00230,iamb,pentameter,couplet,pair,10,address,-+|-+|-+|-+|-+/,aa,38
pik94-w0100,pers00327,iamb,pentameter,quatrain,cross,10.10.10.10,occasional,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,12
omp96-w0010,pers00314,iamb,tetrameter|pentameter|hexameter,couplet,pair,,ode|pindaric|address,irregular,aa,78
o4984-w0410,pers00051,iamb,pentameter,quatrain,cross,10.10.10.10,heroicquatrain|epitaph,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,16
o5089-w0160,pers00171,iamb,tetrameter,,,8,ode|panegyric,-+|-+|-+|-+/,irregular,210
o4741-w0430,pers00091,iamb,tetrameter|pentameter,quatrain,pair,8.8.8.10,imitation,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+|-+/,aabb,56
o4986-w0010,pers00237,iamb,pentameter,quatrain,cross,10.10.10.10,elegy|dreamvision,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,208
o4984-w0080,pers00024,iamb,pentameter,quatrain,cross,10.10.10.10,heroicquatrain|inscription|imitation|translation|paraphrase,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,8
oau90-w0330,pers00350,iamb,pentameter,couplet,pair,10,address,-+|-+|-+|-+|-+/,aa,23
pba35-w0830,pers00087,iamb,pentameter,couplet,pair,10,heroiccouplet|address,-+|-+|-+|-+|-+/,aa,10
o5153-w0771,pers00016,iamb,pentameter,,,10,sonnet|ItalianSonnet,-+|-+|-+|-+|-+/,,14
ojg27-w0280,pers00303,iamb,tetrameter,couplet,pair,8,fable,-+|-+|-+|-+/,aa,50
o5155-w0490,pers00027,anapaest,trimeter,quatrain,cross,9.9.9.9,imitation|translation|paraphrase,--+|--+|--+/         --+|--+|--+/         --+|--+|--+/         --+|--+|--+/,abab,24
o3428-w0010,pers00150;pers00153,iamb,pentameter,couplet,pair,10,heroiccouplet|translation|imitation|paraphrase,-+|-+|-+|-+|-+/,aa,136
o5157-w0400,pers00070,iamb,pentameter,quatrain,cross,10.10.10.10,heroicquatrain|elegy,-+|-+|-+|-+|-+/         -+|-+|-+|-+|-+/         -+|-+|-+|-+|-+/         -+|-+|-+|-+|-+/,abab,92
pse03-w0120,pers00272,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,14
par19-w0300,pers00351,iamb,pentameter,,,10,narrative,-+|-+|-+|-+|-+/,abbaccacdcdeedff,16
o4672-w0500,pers00292,iamb,pentameter|hexameter,quatrain,cross,10.10.10.12,address,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+|-+/,abab,24
pmp18-w0430,pers00314,iamb,tetrameter,couplet,pair,8,narrative,-+|-+|-+|-+/,aa,72
bhw18-w0120,pers00276,iamb,tetrameter,octet,pair,8.8.8.8.8.8.8.8,ode,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabbccdd,32
peh89-w0130,pers00324,anapaest,tetrameter|trimeter,quatrain,cross,12.9.12.9,pastoral,--+|--+|--+|--+/ --+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+/,abab,28
o4739-w0250,pers00284,iamb,tetrameter,quatrain,cross,8,narrative,-+|-+|-+|-+/,abab,256
o4672-w0190,pers00292,iamb,tetrameter|trimeter,quatrain,intermittent,8.6.8.6,hymn,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,xaxa,32
clc03-w0290,pers00349,iamb,tetrameter,quatrain,cross,9.8.9.8,song,-+|-+|-+|-+|-/ -+|-+|-+|-+/ -+|-+|-+|-+|-/ -+|-+|-+|-+/,abab,16
o3794-w0230,pers00269,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,allegory,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,28
o5157-w0090,pers00112,iamb,pentameter|hexameter,couplet,pair,10,heroiccouplet|philosophic|imitation|translation|paraphrase,-+|-+|-+|-+|-+/,aa,830
o4987-w0710,pers00055,iamb,tetrameter,sestet,tail,8.8.8.8.8.8,imitation|translation|paraphrase,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabccb,54
o3900-w1080,pers00309,iamb,tetrameter,sestet,,6.6.8.8.8.8,hymn,-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabcbc,66
glb19-w0150,pers00352,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,abbacddceffegg,14
bjb18-w0600,pers00287,iamb,tetrameter|trimeter,octet,,8.6.8.6.5.6.8.6,song,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|+-|+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,ababxcxc,48
pba35-w1320,pers00087,iamb,tetrameter,couplet,pair,8,satire,-+|-+|-+|-+/,aa,134
oat77-w0180,pers00344,iamb,,couplet,pair,8,,-+|-+|-+|-+/,aa,30
o3555-w0320,pers00149,iamb,pentameter,,,10,blankverse,-+|-+|-+|-+|-+/,,123
pmp18-w0850,pers00314,anapaest|iamb,tetrameter,sestet,tail,11.11.7.11.11.7,epigram,-+|--+|--+|--+/ -+|--+|--+|--+/ -+|-+|-+|-/ -+|--+|--+|--+/ -+|--+|--+|--+/ -+|-+|-+|-/,aabccb,6
o4987-w0380,pers00031,iamb,pentameter,couplet,pair,10,,-+|-+|-+|-+|-+/,aa,264
bsb18-w0530,pers00280,iamb,tetrameter|trimeter,octet,intermittent,8.6.8.6.8.6.8.6,song,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/  -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/  -+|-+|-+/,xaxaxbxb,64
o5157-w0860,pers00051,iamb,tetrameter|trimeter|pentameter,ten-line,,8.8.8.6.10.10.10.10.10.10,ode,-+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+/         -+|-+|-+|-+|-+/         -+|-+|-+|-+|-+/         -+|-+|-+|-+|-+/         -+|-+|-+|-+|-+/         -+|-+|-+|-+|-+/         -+|-+|-+|-+|-+/,ababcdcdee,80
pmt18-w0100,pers00320,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,abbacddceffegg,14
bjl92-w0320,pers00338,iamb,pentameter,quatrain,cross,10.10.10.10,heroicquatrain|eulogy|occasional,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,76
oar96-w0020,pers00265,iamb,pentameter,quatrain,pair,10.10.10.10,epigram,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,aabb,16
bjb18-w0290,pers00287,iamb,trimeter|tetrameter,quatrain,cross,,song,,abab,20
oat77-w0510,pers00344,iamb,tetrameter,couplet,pair,,,irregular,aa,18
bao18-w0330,pers00279,iamb,tetrameter,quatrain,cross,8.8.8.8,ballad|song,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,12
o4985-w0310,pers00058,iamb,tetrameter|pentameter,sestet,,8.8.8.8.10.10,ode,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,ababcc,96
bah18-w0100,pers00281,iamb,tetrameter|pentameter|hexameter,sestarima|sestet,,8.8.8.8.10.12,ode|address,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+|-+/,ababcc,30
pba35-w0450,pers00087,iamb,tetrameter,couplet,pair,8,epigram,-+|-+|-+|-+/,aa,8
pma99-w0420,pers00306,iamb,pentameter,quatrain,pair,10.10.10.10,riddle,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,aabb,4
o5154-w0700,pers00023,iamb,pentameter,quatrain,cross,10.10.10.10,prophecy,-+|-+|-+|-+|-+/         -+|-+|-+|-+|-+/         -+|-+|-+|-+|-+/         -+|-+|-+|-+|-+/,abab,28
bed98-w0290,pers00340,iamb,pentameter,couplet,pair,10,elegy,-+|-+|-+|-+|-+/,aa,30
n22cs-w0090,pers00290,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,ababbccdcdefef,14
o5153-w0782,pers00016,iamb,pentameter,,,10,sonnet|ItalianSonnet,-+|-+|-+|-+|-+/,,14
o5156-w0790,pers00126,iamb,tetrameter|pentameter,,,8.10,blankverse|eulogy,-+|-+|-+|-+/         -+|-+|-+|-+|-+/,,30
o5154-w0390,pers00104,iamb,tetrameter,couplet,pair,8,fable|imitation|translation|paraphrase,-+|-+|-+|-+/,aa,62
o5153-w0120,pers00030,iamb,tetrameter,couplet,pair,8,dialogue|imitation|translation|paraphrase,-+|-+|-+|-+/,aa,36
bed98-w0600,pers00340,iamb,pentameter,couplet,pair,10,address,-+|-+|-+|-+|-+/,aa,22
n22cs-w0400,pers00290,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,ababcdcdefefgg,14
pco62-w0060,pers00293,iamb,pentameter,couplet,pair,10,heroiccouplet|paraphrase,-+|-+|-+|-+|-+/,aa,181
o5156-w0300,pers00142,iamb,tetrameter,couplet,pair,8,fable,-+|-+|-+|-+/,aa,98
o5280-w0380,pers00277,iamb,tetrameter,sestet,tail,8.8.8.8.8.6,ode,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,aabccb,30
o5153-w0776,pers00016,iamb,pentameter,,,10,sonnet|ItalianSonnet,-+|-+|-+|-+|-+/,,14
pro75-w0230,pers00271,iamb,pentameter,couplet,pair,10,heroiccouplet|occasional,-+|-+|-+|-+|-+/,aa,16
pse03-w0520,pers00272,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,39
o4672-w0100,pers00292,iamb,tetrameter|trimeter,quatrain,cross,6.6.8.6,hymn,-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,44
pmp18-w0030,pers00314,iamb,tetrameter,couplet,pair,8,occasional,-+|-+|-+|-+/,aa,14
clc03-w0200,pers00349,iamb,pentameter|tetrameter|trimeter,ten-line,,8.6.8.6.8.6.8.6.8.10,song,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+|-+/,ababcdcdee,50
o5152-w0220,pers00101,anapaest,tetrameter,couplet,pair,12,satire,--+|--+|--+|--+/,aa,32
o5155-w0090,pers00001,iamb,pentameter,couplet,pair,10,heroiccouplet|answer,-+|-+|-+|-+|-+/,aa,73
o4672-w0590,pers00292,iamb,tetrameter|trimeter,sestet,tail,8.8.6.8.8.6,address|ode,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,aabccb,54
