Rhyme word,End freq,Full freq,Body freq,%DIFF,Rhyme frequency ratio
fame's,2,40,38,-65.073,0.05
alarming,2,5,3,342.415,0.4
commendation,2,3,1,1227.244,0.666667
harry,2,19,17,-21.927,0.105263
scratch,2,14,12,10.604,0.142857
knives,2,4,2,563.622,0.5
tub,2,7,5,165.449,0.285714
axe,2,27,25,-46.91,0.074074
patentees,2,2,0,7690532953933608.0,1.0
gratified,2,7,5,165.449,0.285714
ignorant,2,42,40,-66.819,0.047619
self-defence,2,6,4,231.811,0.333333
saving,2,37,35,-62.079,0.054054
having,2,136,134,-90.095,0.014706
unawed,2,21,19,-30.145,0.095238
lice,2,3,1,1227.244,0.666667
elsewhere,2,8,6,121.207,0.25
fume,2,11,9,47.472,0.181818
divest,2,8,6,121.207,0.25
hollow,2,187,185,-92.826,0.010695
enchant,2,9,7,89.606,0.222222
rife,2,3,1,1227.244,0.666667
fang,2,2,0,7690532953933608.0,1.0
recourse,2,6,4,231.811,0.333333
overshadowing,2,10,8,65.906,0.2
interlaced,2,2,0,7690532953933608.0,1.0
eagerly,2,24,22,-39.671,0.083333
overpassed,2,4,2,563.622,0.5
leans,2,24,22,-39.671,0.083333
doubted,2,9,7,89.606,0.222222
self-conceit,2,8,6,121.207,0.25
hilt,2,2,0,7690532953933608.0,1.0
bout,2,4,2,563.622,0.5
imparted,2,9,7,89.606,0.222222
discharged,2,20,18,-26.264,0.1
making,2,63,61,-78.242,0.031746
deary,2,2,0,7690532953933608.0,1.0
gape,2,8,6,121.207,0.25
snug,2,31,29,-54.233,0.064516
hug,2,18,16,-17.047,0.111111
cared,2,23,21,-36.798,0.086957
approached,2,54,52,-74.476,0.037037
geane,2,2,0,7690532953933608.0,1.0
plack,2,3,1,1227.244,0.666667
terpsichore,2,5,3,342.415,0.4
bending,2,137,135,-90.169,0.014599
communion,2,14,12,10.604,0.142857
united,2,95,93,-85.729,0.021053
absorbs,2,7,5,165.449,0.285714
orbs,2,86,84,-84.199,0.023256
bony,2,23,21,-36.798,0.086957
sentiment,2,34,32,-58.524,0.058824
estrange,2,3,1,1227.244,0.666667
fugitive,2,22,20,-33.638,0.090909
squib,2,2,0,7690532953933608.0,1.0
serenade,2,2,0,7690532953933608.0,1.0
experiments,2,4,2,563.622,0.5
fellowman,2,3,1,1227.244,0.666667
pyres,2,2,0,7690532953933608.0,1.0
corrects,2,5,3,342.415,0.4
subsides,2,7,5,165.449,0.285714
falter,2,4,2,563.622,0.5
consultation,2,4,2,563.622,0.5
emission,2,2,0,7690532953933608.0,1.0
dictionary,2,4,2,563.622,0.5
definitions,2,3,1,1227.244,0.666667
demonstration,2,4,2,563.622,0.5
quintessence,2,8,6,121.207,0.25
presence,2,175,173,-92.328,0.011429
halter,2,9,7,89.606,0.222222
drowns,2,13,11,20.659,0.153846
paraclete,2,3,1,1227.244,0.666667
beseem,2,3,1,1227.244,0.666667
inanimate,2,6,4,231.811,0.333333
fear’d,2,3,1,1227.244,0.666667
stink,2,8,6,121.207,0.25
bess,2,9,7,89.606,0.222222
th'event,2,2,0,7690532953933608.0,1.0
unfelt,2,17,15,-11.517,0.117647
gospel-fire,2,2,0,7690532953933608.0,1.0
dilute,2,2,0,7690532953933608.0,1.0
prevented,2,8,6,121.207,0.25
empty,2,221,219,-93.94,0.00905
defying,2,10,8,65.906,0.2
bewitches,2,2,0,7690532953933608.0,1.0
scores,2,6,4,231.811,0.333333
dishabille,2,3,1,1227.244,0.666667
stows,2,3,1,1227.244,0.666667
drug,2,12,10,32.724,0.166667
vole,2,3,1,1227.244,0.666667
discovers,2,9,7,89.606,0.222222
palestine,2,4,2,563.622,0.5
vests,2,7,5,165.449,0.285714
flounces,2,7,5,165.449,0.285714
tilled,2,8,6,121.207,0.25
scheld,2,4,2,563.622,0.5
demigod,2,3,1,1227.244,0.666667
sepulchre,2,9,7,89.606,0.222222
thunderer,2,9,7,89.606,0.222222
diomede,2,2,0,7690532953933608.0,1.0
whelm,2,12,10,32.724,0.166667
outstretch,2,2,0,7690532953933608.0,1.0
akin,2,12,10,32.724,0.166667
nonconformity,2,2,0,7690532953933608.0,1.0
restriction,2,6,4,231.811,0.333333
smelled,2,10,8,65.906,0.2
goddesses,2,19,17,-21.927,0.105263
cap,2,30,28,-52.598,0.066667
slipped,2,15,13,2.096,0.133333
nests,2,4,2,563.622,0.5
leapt,2,17,15,-11.517,0.117647
answer,2,157,155,-91.437,0.012739
unchained,2,4,2,563.622,0.5
sprang,2,15,13,2.096,0.133333
misspent,2,3,1,1227.244,0.666667
unread,2,3,1,1227.244,0.666667
provocation,2,2,0,7690532953933608.0,1.0
shrowds,2,3,1,1227.244,0.666667
shams,2,3,1,1227.244,0.666667
riddles,2,7,5,165.449,0.285714
creator,2,25,23,-42.294,0.08
procession,2,37,35,-62.079,0.054054
thank,2,74,72,-81.566,0.027027
clank,2,7,5,165.449,0.285714
meander,2,5,3,342.415,0.4
regarded,2,10,8,65.906,0.2
rewarded,2,15,13,2.096,0.133333
confounded,2,21,19,-30.145,0.095238
brattle,2,2,0,7690532953933608.0,1.0
saucy,2,34,32,-58.524,0.058824
election,2,7,5,165.449,0.285714
offender,2,4,2,563.622,0.5
fainting,2,129,127,-89.549,0.015504
painting,2,46,44,-69.835,0.043478
musing,2,116,114,-88.358,0.017241
advancing,2,43,41,-67.628,0.046512
pedantry,2,12,10,32.724,0.166667
nursery,2,13,11,20.659,0.153846
untaught,2,42,40,-66.819,0.047619
daw,2,5,3,342.415,0.4
summer-day,2,3,1,1227.244,0.666667
deformities,2,2,0,7690532953933608.0,1.0
ox,2,18,16,-17.047,0.111111
imbrowned,2,2,0,7690532953933608.0,1.0
unredressed,2,3,1,1227.244,0.666667
lying,2,21,19,-30.145,0.095238
victorious,2,77,75,-82.303,0.025974
virginity,2,4,2,563.622,0.5
gush,2,14,12,10.604,0.142857
satyrane,2,6,4,231.811,0.333333
aslake,2,2,0,7690532953933608.0,1.0
lustihood,2,3,1,1227.244,0.666667
areads,2,3,1,1227.244,0.666667
travelled,2,30,28,-52.598,0.066667
levin-brond,2,4,2,563.622,0.5
tasted,2,18,16,-17.047,0.111111
wasted,2,89,87,-84.744,0.022472
pier,2,2,0,7690532953933608.0,1.0
yode,2,4,2,563.622,0.5
dooms,2,17,15,-11.517,0.117647
issued,2,21,19,-30.145,0.095238
mage,2,4,2,563.622,0.5
passing-bell,2,2,0,7690532953933608.0,1.0
altogether,2,11,9,47.472,0.181818
perverse,2,19,17,-21.927,0.105263
leviathan,2,6,4,231.811,0.333333
sauce,2,10,8,65.906,0.2
resumes,2,20,18,-26.264,0.1
gaunt,2,13,11,20.659,0.153846
lieu,2,4,2,563.622,0.5
december,2,31,29,-54.233,0.064516
adversity,2,14,12,10.604,0.142857
inflate,2,2,0,7690532953933608.0,1.0
unallied,2,2,0,7690532953933608.0,1.0
surveying,2,7,5,165.449,0.285714
apparent,2,14,12,10.604,0.142857
reliance,2,3,1,1227.244,0.666667
block,2,6,4,231.811,0.333333
chooses,2,9,7,89.606,0.222222
curses,2,54,52,-74.476,0.037037
clergy,2,13,11,20.659,0.153846
voltaire,2,8,6,121.207,0.25
regions,2,135,133,-90.021,0.014815
p-x,2,2,0,7690532953933608.0,1.0
fells,2,5,3,342.415,0.4
nassaus,2,3,1,1227.244,0.666667
boyne,2,5,3,342.415,0.4
tares,2,7,5,165.449,0.285714
committee,2,6,4,231.811,0.333333
claret,2,11,9,47.472,0.181818
satyrs,2,20,18,-26.264,0.1
quart,2,5,3,342.415,0.4
criminal,2,10,8,65.906,0.2
wean,2,10,8,65.906,0.2
glorious,2,515,513,-97.413,0.003883
standing,2,59,57,-76.715,0.033898
evening-prey,2,2,0,7690532953933608.0,1.0
infant-gore,2,2,0,7690532953933608.0,1.0
briton-line,2,2,0,7690532953933608.0,1.0
virgin-grace,2,2,0,7690532953933608.0,1.0
cherub-choir,2,2,0,7690532953933608.0,1.0
halloo,2,5,3,342.415,0.4
nan,2,10,8,65.906,0.2
bole,2,2,0,7690532953933608.0,1.0
swagger,2,4,2,563.622,0.5
interview,2,5,3,342.415,0.4
galen,2,7,5,165.449,0.285714
conceived,2,16,14,-5.197,0.125
caravan,2,4,2,563.622,0.5
surpass us,2,,,,
leaning,2,21,19,-30.145,0.095238
lion,2,84,82,-83.814,0.02381
crags,2,16,14,-5.197,0.125
leagues,2,24,22,-39.671,0.083333
grip,2,3,1,1227.244,0.666667
whip,2,22,20,-33.638,0.090909
paired,2,9,7,89.606,0.222222
fa',2,5,3,342.415,0.4
hal',2,2,0,7690532953933608.0,1.0
fierce,2,400,398,-96.665,0.005
erse,2,2,0,7690532953933608.0,1.0
drinkin,2,3,1,1227.244,0.666667
duin,2,4,2,563.622,0.5
muttered,2,14,12,10.604,0.142857
speaking,2,65,63,-78.933,0.030769
beseech,2,3,1,1227.244,0.666667
pretender,2,3,1,1227.244,0.666667
brüin,2,2,0,7690532953933608.0,1.0
offer,2,56,54,-75.421,0.035714
proffer,2,5,3,342.415,0.4
reclind,2,2,0,7690532953933608.0,1.0
l—,2,8,6,121.207,0.25
bub,2,2,0,7690532953933608.0,1.0
were't,2,6,4,231.811,0.333333
spys,2,3,1,1227.244,0.666667
sailed,2,17,15,-11.517,0.117647
civilise,2,7,5,165.449,0.285714
shaft,2,48,46,-71.147,0.041667
gauls,2,12,10,32.724,0.166667
strow,2,12,10,32.724,0.166667
unfought,2,2,0,7690532953933608.0,1.0
omnipotent,2,17,15,-11.517,0.117647
besieged,2,6,4,231.811,0.333333
obliged,2,33,31,-57.186,0.060606
hellicon,2,2,0,7690532953933608.0,1.0
loins,2,10,8,65.906,0.2
stew,2,2,0,7690532953933608.0,1.0
shammed,2,2,0,7690532953933608.0,1.0
scite,2,2,0,7690532953933608.0,1.0
enchained,2,5,3,342.415,0.4
severely,2,26,24,-44.698,0.076923
monday,2,9,7,89.606,0.222222
galley,2,3,1,1227.244,0.666667
johnny,2,13,11,20.659,0.153846
self-deceiving,2,2,0,7690532953933608.0,1.0
thieving,2,5,3,342.415,0.4
compute,2,7,5,165.449,0.285714
affectation,2,21,19,-30.145,0.095238
antipathy,2,3,1,1227.244,0.666667
rhyming,2,27,25,-46.91,0.074074
chiming,2,11,9,47.472,0.181818
mistress,2,182,180,-92.626,0.010989
par,2,11,9,47.472,0.181818
unrefined,2,2,0,7690532953933608.0,1.0
bureau,2,2,0,7690532953933608.0,1.0
endearing,2,38,36,-63.132,0.052632
obeying,2,6,4,231.811,0.333333
growls,2,3,1,1227.244,0.666667
growl,2,7,5,165.449,0.285714
shrow,2,2,0,7690532953933608.0,1.0
partakes,2,10,8,65.906,0.2
contents,2,10,8,65.906,0.2
remedy,2,18,16,-17.047,0.111111
donors,2,3,1,1227.244,0.666667
bounty,2,134,132,-89.945,0.014925
transported,2,50,48,-72.349,0.04
displaced,2,4,2,563.622,0.5
expectation,2,31,29,-54.233,0.064516
aground,2,2,0,7690532953933608.0,1.0
abuses,2,4,2,563.622,0.5
may-fair,2,2,0,7690532953933608.0,1.0
diligence,2,8,6,121.207,0.25
villainy,2,8,6,121.207,0.25
discontents,2,5,3,342.415,0.4
repents,2,10,8,65.906,0.2
gowns,2,7,5,165.449,0.285714
emperor,2,5,3,342.415,0.4
cranes,2,3,1,1227.244,0.666667
chances,2,6,4,231.811,0.333333
entranced,2,31,29,-54.233,0.064516
walled,2,7,5,165.449,0.285714
dissolves,2,24,22,-39.671,0.083333
involves,2,10,8,65.906,0.2
relents,2,9,7,89.606,0.222222
miniature,2,11,9,47.472,0.181818
wrists,2,3,1,1227.244,0.666667
smokes,2,15,13,2.096,0.133333
completes,2,7,5,165.449,0.285714
only,2,1402,1400,-99.052,0.001427
dissection,2,2,0,7690532953933608.0,1.0
inspection,2,5,3,342.415,0.4
adviser,2,3,1,1227.244,0.666667
plumbs,2,8,6,121.207,0.25
courtesy,2,8,6,121.207,0.25
site,2,6,4,231.811,0.333333
sleight,2,3,1,1227.244,0.666667
surquedry,2,2,0,7690532953933608.0,1.0
inwrought,2,2,0,7690532953933608.0,1.0
heaviness,2,3,1,1227.244,0.666667
curd,2,4,2,563.622,0.5
boasted,2,98,96,-86.175,0.020408
gere,2,4,2,563.622,0.5
curiously,2,5,3,342.415,0.4
cheating,2,4,2,563.622,0.5
rusty,2,13,11,20.659,0.153846
stump,2,6,4,231.811,0.333333
girl,2,73,71,-81.306,0.027397
chimney-sweep,2,2,0,7690532953933608.0,1.0
preferment,2,25,23,-42.294,0.08
gracious,2,154,152,-91.268,0.012987
sine,2,4,2,563.622,0.5
correction,2,6,4,231.811,0.333333
furs,2,7,5,165.449,0.285714
rejoins,2,4,2,563.622,0.5
teat,2,3,1,1227.244,0.666667
incite,2,4,2,563.622,0.5
clap,2,28,26,-48.952,0.071429
trent,2,2,0,7690532953933608.0,1.0
complaints,2,41,39,-65.968,0.04878
eloquent,2,17,15,-11.517,0.117647
snored,2,4,2,563.622,0.5
hypocrite,2,15,13,2.096,0.133333
broil,2,6,4,231.811,0.333333
exceeding,2,28,26,-48.952,0.071429
tarts,2,5,3,342.415,0.4
apes,2,15,13,2.096,0.133333
drawl,2,3,1,1227.244,0.666667
brawn,2,2,0,7690532953933608.0,1.0
resolves,2,53,51,-73.976,0.037736
bestrode,2,4,2,563.622,0.5
han's,2,2,0,7690532953933608.0,1.0
kail,2,4,2,563.622,0.5
mither,2,7,5,165.449,0.285714
therein,2,11,9,47.472,0.181818
ourselves,2,60,58,-77.116,0.033333
bramble,2,10,8,65.906,0.2
elected,2,9,7,89.606,0.222222
unladen,2,4,2,563.622,0.5
ramble,2,7,5,165.449,0.285714
dejection,2,6,4,231.811,0.333333
contending,2,51,49,-72.913,0.039216
disobeys,2,3,1,1227.244,0.666667
vane,2,5,3,342.415,0.4
souse,2,6,4,231.811,0.333333
cheerily,2,7,5,165.449,0.285714
shriven,2,2,0,7690532953933608.0,1.0
bade,2,230,228,-94.179,0.008696
foreseen,2,7,5,165.449,0.285714
stiles,2,4,2,563.622,0.5
pane,2,5,3,342.415,0.4
silly,2,57,55,-75.868,0.035088
gentry,2,9,7,89.606,0.222222
doon,2,4,2,563.622,0.5
practise,2,71,69,-80.765,0.028169
leuk,2,3,1,1227.244,0.666667
licks,2,10,8,65.906,0.2
brunt,2,7,5,165.449,0.285714
killing,2,44,42,-68.399,0.045455
desiring,2,11,9,47.472,0.181818
shrieks,2,61,59,-77.504,0.032787
damps,2,48,46,-71.147,0.041667
wellbred,2,19,17,-21.927,0.105263
shouts,2,75,73,-81.819,0.026667
attendance,2,13,11,20.659,0.153846
as,2,9450,9448,-99.86,0.000212
volunteers,2,4,2,563.622,0.5
abbey,2,23,21,-36.798,0.086957
shabby,2,3,1,1227.244,0.666667
gallantry,2,10,8,65.906,0.2
mariner,2,18,16,-17.047,0.111111
cheapside,2,3,1,1227.244,0.666667
brisk,2,43,41,-67.628,0.046512
frisk,2,19,17,-21.927,0.105263
revolt,2,6,4,231.811,0.333333
wren,2,7,5,165.449,0.285714
delude,2,18,16,-17.047,0.111111
gibe,2,5,3,342.415,0.4
votes,2,13,11,20.659,0.153846
shin,2,3,1,1227.244,0.666667
observation,2,19,17,-21.927,0.105263
crete,2,4,2,563.622,0.5
infallible,2,4,2,563.622,0.5
derides,2,9,7,89.606,0.222222
leading-strings,2,2,0,7690532953933608.0,1.0
a-year,2,2,0,7690532953933608.0,1.0
squeaks,2,4,2,563.622,0.5
blasphemies,2,4,2,563.622,0.5
charlemain,2,2,0,7690532953933608.0,1.0
deserving,2,24,22,-39.671,0.083333
recoils,2,11,9,47.472,0.181818
calamity,2,9,7,89.606,0.222222
wrecks,2,24,22,-39.671,0.083333
kate,2,12,10,32.724,0.166667
eats,2,22,20,-33.638,0.090909
front,2,95,93,-85.729,0.021053
hull,2,6,4,231.811,0.333333
pillow,2,44,42,-68.399,0.045455
offending,2,15,13,2.096,0.133333
primrose,2,37,35,-62.079,0.054054
missing,2,7,5,165.449,0.285714
charioteer,2,5,3,342.415,0.4
mares,2,2,0,7690532953933608.0,1.0
morningstar,2,3,1,1227.244,0.666667
self-control,2,2,0,7690532953933608.0,1.0
accost,2,4,2,563.622,0.5
importunate,2,11,9,47.472,0.181818
chased,2,30,28,-52.598,0.066667
scribe,2,3,1,1227.244,0.666667
decreast,2,2,0,7690532953933608.0,1.0
brush,2,25,23,-42.294,0.08
debonnair,2,3,1,1227.244,0.666667
indicate,2,2,0,7690532953933608.0,1.0
christendom,2,3,1,1227.244,0.666667
l,2,24,22,-39.671,0.083333
hints,2,22,20,-33.638,0.090909
endeavour,2,14,12,10.604,0.142857
daisies,2,27,25,-46.91,0.074074
regulation,2,2,0,7690532953933608.0,1.0
errand,2,14,12,10.604,0.142857
warrant,2,19,17,-21.927,0.105263
interposed,2,2,0,7690532953933608.0,1.0
steels,2,4,2,563.622,0.5
unconstrained,2,4,2,563.622,0.5
revolved,2,6,4,231.811,0.333333
drudgery,2,9,7,89.606,0.222222
neighbourhood,2,13,11,20.659,0.153846
busy,2,306,304,-95.634,0.006536
blink,2,5,3,342.415,0.4
whether,2,252,250,-94.691,0.007937
sharp,2,97,95,-86.029,0.020619
harp,2,102,100,-86.728,0.019608
simmer,2,4,2,563.622,0.5
wame,2,3,1,1227.244,0.666667
our,2,4910,4908,-99.73,0.000407
dreary,2,177,175,-92.416,0.011299
affliction,2,54,52,-74.476,0.037037
conviction,2,26,24,-44.698,0.076923
goest,2,5,3,342.415,0.4
counted,2,23,21,-36.798,0.086957
ming,2,2,0,7690532953933608.0,1.0
chastised,2,9,7,89.606,0.222222
effuse,2,4,2,563.622,0.5
grind,2,8,6,121.207,0.25
fibre-trains,2,2,0,7690532953933608.0,1.0
blocks,2,3,1,1227.244,0.666667
moulds,2,9,7,89.606,0.222222
prints,2,35,33,-59.78,0.057143
tints,2,91,89,-85.087,0.021978
hoof,2,8,6,121.207,0.25
calcine,2,2,0,7690532953933608.0,1.0
cones,2,4,2,563.622,0.5
swoop,2,2,0,7690532953933608.0,1.0
crush,2,36,34,-60.963,0.055556
troops,2,143,141,-90.587,0.013986
prolongs,2,11,9,47.472,0.181818
ide,2,2,0,7690532953933608.0,1.0
infant-train,2,3,1,1227.244,0.666667
earth's,2,142,140,-90.52,0.014085
births,2,14,12,10.604,0.142857
fibre-line,2,2,0,7690532953933608.0,1.0
cups,2,28,26,-48.952,0.071429
yourselves,2,37,35,-62.079,0.054054
hem,2,11,9,47.472,0.181818
painted,2,194,192,-93.087,0.010309
acquainted,2,10,8,65.906,0.2
armour,2,53,51,-73.976,0.037736
dissolved,2,50,48,-72.349,0.04
chides,2,18,16,-17.047,0.111111
unloose,2,5,3,342.415,0.4
sallies,2,13,11,20.659,0.153846
sein,2,3,1,1227.244,0.666667
weeks,2,15,13,2.096,0.133333
expedition,2,8,6,121.207,0.25
discreeter,2,4,2,563.622,0.5
upon't,2,3,1,1227.244,0.666667
commander,2,13,11,20.659,0.153846
commanders,2,8,6,121.207,0.25
flanders,2,9,7,89.606,0.222222
quail,2,5,3,342.415,0.4
worded,2,2,0,7690532953933608.0,1.0
recorded,2,28,26,-48.952,0.071429
insinuation,2,3,1,1227.244,0.666667
insure,2,9,7,89.606,0.222222
reviles,2,3,1,1227.244,0.666667
kitchen,2,15,13,2.096,0.133333
stane,2,5,3,342.415,0.4
imbrue,2,2,0,7690532953933608.0,1.0
presents,2,63,61,-78.242,0.031746
battlements,2,28,26,-48.952,0.071429
fib,2,4,2,563.622,0.5
nonpareil,2,2,0,7690532953933608.0,1.0
trot,2,6,4,231.811,0.333333
damnation,2,13,11,20.659,0.153846
unless,2,171,169,-92.146,0.011696
jury,2,10,8,65.906,0.2
delighting,2,9,7,89.606,0.222222
lease,2,8,6,121.207,0.25
well-pleased,2,23,21,-36.798,0.086957
overcame,2,5,3,342.415,0.4
brides,2,7,5,165.449,0.285714
disputing,2,7,5,165.449,0.285714
confuting,2,2,0,7690532953933608.0,1.0
folio,2,6,4,231.811,0.333333
tour,2,11,9,47.472,0.181818
referred,2,2,0,7690532953933608.0,1.0
ling,2,3,1,1227.244,0.666667
crowed,2,5,3,342.415,0.4
velvet-green,2,2,0,7690532953933608.0,1.0
retreating,2,10,8,65.906,0.2
twilight-gloom,2,2,0,7690532953933608.0,1.0
tyrant-power,2,3,1,1227.244,0.666667
summer-gale,2,2,0,7690532953933608.0,1.0
prong,2,3,1,1227.244,0.666667
unsown,2,2,0,7690532953933608.0,1.0
matched,2,14,12,10.604,0.142857
chops,2,3,1,1227.244,0.666667
mortification,2,2,0,7690532953933608.0,1.0
cased,2,4,2,563.622,0.5
politicians,2,15,13,2.096,0.133333
claes,2,4,2,563.622,0.5
hae,2,88,86,-84.567,0.022727
res,2,4,2,563.622,0.5
entry,2,5,3,342.415,0.4
harangues,2,10,8,65.906,0.2
heathen,2,27,25,-46.91,0.074074
whunstane,2,3,1,1227.244,0.666667
claithing,2,2,0,7690532953933608.0,1.0
brandy,2,8,6,121.207,0.25
meals,2,16,14,-5.197,0.125
rebuild,2,4,2,563.622,0.5
waters,2,336,334,-96.026,0.005952
quicker,2,16,14,-5.197,0.125
alter,2,21,19,-30.145,0.095238
getting,2,8,6,121.207,0.25
avenue,2,9,7,89.606,0.222222
sawn,2,2,0,7690532953933608.0,1.0
masque,2,10,8,65.906,0.2
pert,2,51,49,-72.913,0.039216
pairs,2,9,7,89.606,0.222222
vermicelli,2,3,1,1227.244,0.666667
tattle,2,3,1,1227.244,0.666667
propos,2,5,3,342.415,0.4
fever,2,35,33,-59.78,0.057143
patience,2,147,145,-90.847,0.013605
quotations,2,4,2,563.622,0.5
wont,2,97,95,-86.029,0.020619
distained,2,12,10,32.724,0.166667
howie,2,3,1,1227.244,0.666667
dowie,2,7,5,165.449,0.285714
dissemble,2,7,5,165.449,0.285714
transgression,2,4,2,563.622,0.5
village-hind,2,2,0,7690532953933608.0,1.0
pursuits,2,22,20,-33.638,0.090909
gleans,2,4,2,563.622,0.5
mills,2,4,2,563.622,0.5
state-affairs,2,4,2,563.622,0.5
ouse,2,3,1,1227.244,0.666667
dripped,2,2,0,7690532953933608.0,1.0
equipped,2,9,7,89.606,0.222222
entered,2,36,34,-60.963,0.055556
dissembled,2,20,18,-26.264,0.1
deceits,2,9,7,89.606,0.222222
disapproves,2,3,1,1227.244,0.666667
precipice,2,12,10,32.724,0.166667
mistress's,2,10,8,65.906,0.2
overtake,2,15,13,2.096,0.133333
transgressed,2,5,3,342.415,0.4
recompense,2,42,40,-66.819,0.047619
hives,2,9,7,89.606,0.222222
undrawn,2,2,0,7690532953933608.0,1.0
reels,2,5,3,342.415,0.4
thor,2,4,2,563.622,0.5
scowls,2,7,5,165.449,0.285714
bestrides,2,3,1,1227.244,0.666667
catiline,2,3,1,1227.244,0.666667
barrier,2,12,10,32.724,0.166667
disabused,2,2,0,7690532953933608.0,1.0
cain,2,14,12,10.604,0.142857
indolent,2,23,21,-36.798,0.086957
scorch,2,12,10,32.724,0.166667
arrived,2,45,43,-69.134,0.044444
think of,2,,,,
drink of,2,,,,
repining,2,12,10,32.724,0.166667
allusion,2,9,7,89.606,0.222222
forgiving,2,9,7,89.606,0.222222
clocks,2,5,3,342.415,0.4
vices,2,50,48,-72.349,0.04
heated,2,14,12,10.604,0.142857
goût,2,3,1,1227.244,0.666667
quotes,2,2,0,7690532953933608.0,1.0
brent,2,3,1,1227.244,0.666667
genteel,2,12,10,32.724,0.166667
t'appear,2,2,0,7690532953933608.0,1.0
disowns,2,3,1,1227.244,0.666667
landau,2,5,3,342.415,0.4
vinegar,2,6,4,231.811,0.333333
saar,2,2,0,7690532953933608.0,1.0
chocolate,2,10,8,65.906,0.2
absurdities,2,5,3,342.415,0.4
siller,2,13,11,20.659,0.153846
alteration,2,7,5,165.449,0.285714
astride,2,5,3,342.415,0.4
bavar,2,4,2,563.622,0.5
denying,2,3,1,1227.244,0.666667
betraying,2,5,3,342.415,0.4
created,2,32,30,-55.759,0.0625
streaming,2,105,103,-87.114,0.019048
boards,2,4,2,563.622,0.5
divided,2,40,38,-65.073,0.05
befriended,2,4,2,563.622,0.5
miser,2,31,29,-54.233,0.064516
sums,2,22,20,-33.638,0.090909
proceeding,2,7,5,165.449,0.285714
heroes,2,217,215,-93.827,0.009217
endeavours,2,10,8,65.906,0.2
palaces,2,38,36,-63.132,0.052632
terror,2,172,170,-92.193,0.011628
fou,2,8,6,121.207,0.25
wale,2,4,2,563.622,0.5
expedient,2,13,11,20.659,0.153846
unimpressed,2,2,0,7690532953933608.0,1.0
calenture,2,3,1,1227.244,0.666667
acidale,2,2,0,7690532953933608.0,1.0
hun,2,2,0,7690532953933608.0,1.0
vision,2,158,156,-91.492,0.012658
blank,2,35,33,-59.78,0.057143
foredone,2,2,0,7690532953933608.0,1.0
misdeem,2,3,1,1227.244,0.666667
abjure,2,5,3,342.415,0.4
bye,2,4,2,563.622,0.5
ensures,2,2,0,7690532953933608.0,1.0
sev'n,2,15,13,2.096,0.133333
fuel,2,13,11,20.659,0.153846
evergreens,2,5,3,342.415,0.4
unsubdued,2,10,8,65.906,0.2
chasm,2,9,7,89.606,0.222222
mars,2,66,64,-79.262,0.030303
consents,2,9,7,89.606,0.222222
overborne,2,3,1,1227.244,0.666667
emove,2,2,0,7690532953933608.0,1.0
summer-air,2,2,0,7690532953933608.0,1.0
wreaked,2,3,1,1227.244,0.666667
beseems,2,4,2,563.622,0.5
reaped,2,11,9,47.472,0.181818
alert,2,9,7,89.606,0.222222
bogs,2,8,6,121.207,0.25
w,2,11,9,47.472,0.181818
jingle,2,7,5,165.449,0.285714
fireside,2,8,6,121.207,0.25
ba',2,2,0,7690532953933608.0,1.0
sma',2,11,9,47.472,0.181818
jean,2,11,9,47.472,0.181818
gibbet,2,8,6,121.207,0.25
dense,2,5,3,342.415,0.4
assayed,2,5,3,342.415,0.4
foresay,2,2,0,7690532953933608.0,1.0
cove,2,8,6,121.207,0.25
curtain,2,38,36,-63.132,0.052632
nuns,2,11,9,47.472,0.181818
undeserved,2,13,11,20.659,0.153846
glote,2,4,2,563.622,0.5
perigord,2,2,0,7690532953933608.0,1.0
dump,2,2,0,7690532953933608.0,1.0
slump,2,2,0,7690532953933608.0,1.0
mump,2,3,1,1227.244,0.666667
enmity,2,9,7,89.606,0.222222
mountaineers,2,2,0,7690532953933608.0,1.0
ugliness,2,3,1,1227.244,0.666667
arrear,2,3,1,1227.244,0.666667
abstruse,2,3,1,1227.244,0.666667
w——te,2,2,0,7690532953933608.0,1.0
slough,2,7,5,165.449,0.285714
wedding-day,2,4,2,563.622,0.5
titlepage,2,4,2,563.622,0.5
unsought,2,9,7,89.606,0.222222
margaret,2,16,14,-5.197,0.125
beadle,2,2,0,7690532953933608.0,1.0
precedes,2,4,2,563.622,0.5
enormities,2,2,0,7690532953933608.0,1.0
breezes,2,93,91,-85.415,0.021505
orator,2,3,1,1227.244,0.666667
brudder,2,2,0,7690532953933608.0,1.0
dram,2,4,2,563.622,0.5
mou,2,2,0,7690532953933608.0,1.0
sparely,2,2,0,7690532953933608.0,1.0
bon-ton,2,3,1,1227.244,0.666667
vapours,2,125,123,-89.209,0.016
sounder,2,6,4,231.811,0.333333
good-breeding,2,7,5,165.449,0.285714
desperation,2,5,3,342.415,0.4
boiled,2,11,9,47.472,0.181818
chine,2,4,2,563.622,0.5
dropped,2,124,122,-89.121,0.016129
stopped,2,85,83,-84.009,0.023529
suffusion,2,8,6,121.207,0.25
exhaust,2,10,8,65.906,0.2
dressing,2,16,14,-5.197,0.125
certainty,2,10,8,65.906,0.2
lodge,2,31,29,-54.233,0.064516
pulse,2,64,62,-78.593,0.03125
demean,2,3,1,1227.244,0.666667
tête,2,8,6,121.207,0.25
seers,2,11,9,47.472,0.181818
