Rhyme word,End freq,Full freq,Body freq,%DIFF,Rhyme frequency ratio
lavished,1,14,13,-48.952,0.071429
amateurs,1,1,0,3845266476966754.0,1.0
connoisseurs,1,2,1,563.622,0.5
i'th'town,1,1,0,3845266476966754.0,1.0
patronage,1,7,6,10.604,0.142857
flag,1,29,28,-76.299,0.034483
loraine,1,1,0,3845266476966754.0,1.0
hulse,1,1,0,3845266476966754.0,1.0
obscenity,1,5,4,65.906,0.2
icy-cool,1,1,0,3845266476966754.0,1.0
hasse,1,1,0,3845266476966754.0,1.0
cuts,1,29,28,-76.299,0.034483
struts,1,15,14,-52.598,0.066667
jigs,1,1,0,3845266476966754.0,1.0
piquette,1,2,1,563.622,0.5
pard,1,4,3,121.207,0.25
citron-drams,1,1,0,3845266476966754.0,1.0
opposing,1,24,23,-71.147,0.041667
disclosing,1,8,7,-5.197,0.125
contesting,1,2,1,563.622,0.5
divesting,1,1,0,3845266476966754.0,1.0
misleading,1,2,1,563.622,0.5
pleading,1,22,21,-68.399,0.045455
hardness,1,7,6,10.604,0.142857
mountain-pine,1,1,0,3845266476966754.0,1.0
dissuade,1,2,1,563.622,0.5
imply,1,2,1,563.622,0.5
unbent,1,3,2,231.811,0.333333
market-towns,1,1,0,3845266476966754.0,1.0
consigns,1,4,3,121.207,0.25
detects,1,6,5,32.724,0.166667
tolls,1,16,15,-55.759,0.0625
lags,1,7,6,10.604,0.142857
drags,1,30,29,-77.116,0.033333
rustle,1,9,8,-17.047,0.111111
marr-joy,1,1,0,3845266476966754.0,1.0
betty,1,23,22,-69.835,0.043478
ragou,1,1,0,3845266476966754.0,1.0
champaign,1,11,10,-33.638,0.090909
thereon,1,2,1,563.622,0.5
bruises,1,3,2,231.811,0.333333
roundabout,1,1,0,3845266476966754.0,1.0
businesses,1,1,0,3845266476966754.0,1.0
caw,1,1,0,3845266476966754.0,1.0
e'm,1,2,1,563.622,0.5
master-hand,1,3,2,231.811,0.333333
y,1,7,6,10.604,0.142857
disenthrone,1,1,0,3845266476966754.0,1.0
philosophers,1,24,23,-71.147,0.041667
iii,1,556,555,-98.804,0.001799
turtle-dove,1,1,0,3845266476966754.0,1.0
enslaves,1,3,2,231.811,0.333333
lepell,1,1,0,3845266476966754.0,1.0
chines,1,1,0,3845266476966754.0,1.0
nines,1,1,0,3845266476966754.0,1.0
reconciles,1,8,7,-5.197,0.125
devotions,1,7,6,10.604,0.142857
rascals,1,9,8,-17.047,0.111111
pascals,1,1,0,3845266476966754.0,1.0
emjoyment,1,1,0,3845266476966754.0,1.0
subjection,1,7,6,10.604,0.142857
carrions,1,1,0,3845266476966754.0,1.0
barons,1,11,10,-33.638,0.090909
dingle,1,1,0,3845266476966754.0,1.0
homine,1,1,0,3845266476966754.0,1.0
drub,1,1,0,3845266476966754.0,1.0
chattels,1,2,1,563.622,0.5
battles,1,46,45,-85.253,0.021739
tyrannies,1,2,1,563.622,0.5
caper,1,5,4,65.906,0.2
fifty-five,1,1,0,3845266476966754.0,1.0
rigadoon,1,4,3,121.207,0.25
squal,1,1,0,3845266476966754.0,1.0
fountain-stream,1,1,0,3845266476966754.0,1.0
earnestly,1,5,4,65.906,0.2
bitterness,1,16,15,-55.759,0.0625
suddenly,1,30,29,-77.116,0.033333
reappear,1,2,1,563.622,0.5
di'mond,1,6,5,32.724,0.166667
planet,1,24,23,-71.147,0.041667
circumvent,1,1,0,3845266476966754.0,1.0
acquitted,1,4,3,121.207,0.25
spitted,1,1,0,3845266476966754.0,1.0
calumny,1,21,20,-66.819,0.047619
calcined,1,2,1,563.622,0.5
fau't,1,1,0,3845266476966754.0,1.0
scolds,1,2,1,563.622,0.5
fiddles,1,10,9,-26.264,0.1
bosom-woes,1,1,0,3845266476966754.0,1.0
bosom-friend,1,3,2,231.811,0.333333
drawing-rooms,1,1,0,3845266476966754.0,1.0
nightingales,1,14,13,-48.952,0.071429
plagues,1,59,58,-88.558,0.016949
gambols,1,20,19,-65.073,0.05
rambles,1,5,4,65.906,0.2
loudoun-kirk,1,1,0,3845266476966754.0,1.0
hearthstane,1,1,0,3845266476966754.0,1.0
gither,1,1,0,3845266476966754.0,1.0
kipple,1,1,0,3845266476966754.0,1.0
apple,1,17,16,-58.524,0.058824
gaped,1,5,4,65.906,0.2
attract,1,25,24,-72.349,0.04
marmion,1,1,0,3845266476966754.0,1.0
do’t,1,1,0,3845266476966754.0,1.0
belong’d,1,1,0,3845266476966754.0,1.0
wrong’d,1,2,1,563.622,0.5
avenge,1,25,24,-72.349,0.04
pantheon,1,2,1,563.622,0.5
tenth,1,14,13,-48.952,0.071429
caducis,1,1,0,3845266476966754.0,1.0
tripped,1,16,15,-55.759,0.0625
postscript,1,4,3,121.207,0.25
existence,1,33,32,-79.262,0.030303
gree,1,3,2,231.811,0.333333
elong,1,2,1,563.622,0.5
renewes,1,1,0,3845266476966754.0,1.0
anteros,1,5,4,65.906,0.2
bickerment,1,1,0,3845266476966754.0,1.0
derring-does,1,1,0,3845266476966754.0,1.0
strod,1,1,0,3845266476966754.0,1.0
amene,1,1,0,3845266476966754.0,1.0
besprent,1,4,3,121.207,0.25
orecast,1,1,0,3845266476966754.0,1.0
belamour,1,1,0,3845266476966754.0,1.0
wiss,1,2,1,563.622,0.5
uprose,1,6,5,32.724,0.166667
vaued,1,1,0,3845266476966754.0,1.0
reave,1,2,1,563.622,0.5
buoys,1,4,3,121.207,0.25
pease,1,2,1,563.622,0.5
widowhood,1,1,0,3845266476966754.0,1.0
waiter,1,12,11,-39.671,0.083333
incense,1,84,83,-92.005,0.011905
obedience,1,40,39,-82.984,0.025
abraid,1,1,0,3845266476966754.0,1.0
their,1,10638,10637,-99.938,9.4e-05
levin,1,1,0,3845266476966754.0,1.0
abject,1,60,59,-88.752,0.016667
impelling,1,4,3,121.207,0.25
quelling,1,1,0,3845266476966754.0,1.0
presently,1,8,7,-5.197,0.125
dreariment,1,1,0,3845266476966754.0,1.0
woe-begone,1,2,1,563.622,0.5
immortalise,1,8,7,-5.197,0.125
avengement,1,1,0,3845266476966754.0,1.0
meint,1,2,1,563.622,0.5
disloined,1,1,0,3845266476966754.0,1.0
punishments,1,8,7,-5.197,0.125
briers,1,12,11,-39.671,0.083333
slim,1,7,6,10.604,0.142857
absolution,1,7,6,10.604,0.142857
often,1,359,358,-98.146,0.002786
soften,1,64,63,-89.466,0.015625
enhances,1,2,1,563.622,0.5
jaunt,1,2,1,563.622,0.5
receipts,1,6,5,32.724,0.166667
sketches,1,4,3,121.207,0.25
desespoir,1,2,1,563.622,0.5
exciting,1,2,1,563.622,0.5
nervous,1,32,31,-78.593,0.03125
topsy-turvy,1,3,2,231.811,0.333333
scurvy,1,11,10,-33.638,0.090909
colon,1,2,1,563.622,0.5
abdomen,1,1,0,3845266476966754.0,1.0
hypochonder,1,1,0,3845266476966754.0,1.0
sumend,1,1,0,3845266476966754.0,1.0
promovend,1,1,0,3845266476966754.0,1.0
doses,1,1,0,3845266476966754.0,1.0
chlorosis,1,2,1,563.622,0.5
lodger,1,1,0,3845266476966754.0,1.0
roger,1,20,19,-65.073,0.05
bump,1,1,0,3845266476966754.0,1.0
shakespear,1,45,44,-84.918,0.022222
connection,1,8,7,-5.197,0.125
quaker,1,5,4,65.906,0.2
habitation,1,9,8,-17.047,0.111111
ribbons,1,19,18,-63.132,0.052632
gibbons,1,2,1,563.622,0.5
bergamot,1,1,0,3845266476966754.0,1.0
composes,1,2,1,563.622,0.5
brocades,1,4,3,121.207,0.25
posies,1,4,3,121.207,0.25
parisnets,1,1,0,3845266476966754.0,1.0
aigrets,1,1,0,3845266476966754.0,1.0
mignionets,1,1,0,3845266476966754.0,1.0
walking,1,22,21,-68.399,0.045455
prosuseness,1,1,0,3845266476966754.0,1.0
looseness,1,3,2,231.811,0.333333
plicae,1,1,0,3845266476966754.0,1.0
spicy,1,50,49,-86.457,0.02
dory,1,4,3,121.207,0.25
nicodemus,1,3,2,231.811,0.333333
griper,1,1,0,3845266476966754.0,1.0
piper,1,3,2,231.811,0.333333
ponies,1,2,1,563.622,0.5
concurred,1,1,0,3845266476966754.0,1.0
lingo,1,1,0,3845266476966754.0,1.0
mounseer,1,1,0,3845266476966754.0,1.0
eager,1,295,294,-97.743,0.00339
meagre,1,27,26,-74.476,0.037037
doctor,1,70,69,-90.382,0.014286
i'fa'th,1,1,0,3845266476966754.0,1.0
clacks,1,1,0,3845266476966754.0,1.0
flannels,1,1,0,3845266476966754.0,1.0
spaniels,1,3,2,231.811,0.333333
hotter,1,6,5,32.724,0.166667
otter,1,1,0,3845266476966754.0,1.0
dr'squirt,1,1,0,3845266476966754.0,1.0
stewed,1,2,1,563.622,0.5
treatise,1,5,4,65.906,0.2
acteon,1,2,1,563.622,0.5
buck,1,4,3,121.207,0.25
washing,1,8,7,-5.197,0.125
driver,1,10,9,-26.264,0.1
frome,1,1,0,3845266476966754.0,1.0
arrival,1,17,16,-58.524,0.058824
outran,1,1,0,3845266476966754.0,1.0
invitations,1,3,2,231.811,0.333333
crescent,1,25,24,-72.349,0.04
york,1,10,9,-26.264,0.1
hurry,1,26,25,-73.455,0.038462
flurry,1,1,0,3845266476966754.0,1.0
gaming,1,13,12,-44.698,0.076923
calculations,1,2,1,563.622,0.5
administrations,1,2,1,563.622,0.5
twenty-eight,1,1,0,3845266476966754.0,1.0
weaver,1,2,1,563.622,0.5
slapdash,1,1,0,3845266476966754.0,1.0
cormorant,1,3,2,231.811,0.333333
juliet,1,4,3,121.207,0.25
pattins,1,2,1,563.622,0.5
satins,1,1,0,3845266476966754.0,1.0
tete,1,4,3,121.207,0.25
mazarine,1,1,0,3845266476966754.0,1.0
pheasant,1,11,10,-33.638,0.090909
captain,1,56,55,-87.934,0.017857
ticket,1,6,5,32.724,0.166667
dawson,1,4,3,121.207,0.25
ap-leek,1,2,1,563.622,0.5
comfort,1,239,238,-97.212,0.004184
morell,1,1,0,3845266476966754.0,1.0
macaroni,1,1,0,3845266476966754.0,1.0
sago,1,1,0,3845266476966754.0,1.0
apparel,1,3,2,231.811,0.333333
cozen,1,3,2,231.811,0.333333
signiora,1,1,0,3845266476966754.0,1.0
encora,1,1,0,3845266476966754.0,1.0
singer,1,4,3,121.207,0.25
finger,1,37,36,-81.566,0.027027
cuff,1,6,5,32.724,0.166667
denote,1,6,5,32.724,0.166667
hosier,1,2,1,563.622,0.5
tozier,1,1,0,3845266476966754.0,1.0
endearance,1,1,0,3845266476966754.0,1.0
overcoming,1,1,0,3845266476966754.0,1.0
fatarmin,1,1,0,3845266476966754.0,1.0
lilly,1,20,19,-65.073,0.05
daffa-down-dilly,1,1,0,3845266476966754.0,1.0
disposes,1,4,3,121.207,0.25
beaver,1,7,6,10.604,0.142857
professor,1,5,4,65.906,0.2
predecessor,1,3,2,231.811,0.333333
porus,1,1,0,3845266476966754.0,1.0
pique,1,2,1,563.622,0.5
operation,1,3,2,231.811,0.333333
mouton,1,1,0,3845266476966754.0,1.0
rabbit,1,3,2,231.811,0.333333
protestation,1,1,0,3845266476966754.0,1.0
harbour,1,24,23,-71.147,0.041667
barber,1,19,18,-63.132,0.052632
apparitions,1,3,2,231.811,0.333333
skimming,1,10,9,-26.264,0.1
stote,1,1,0,3845266476966754.0,1.0
scrawl,1,7,6,10.604,0.142857
o'kettle,1,2,1,563.622,0.5
concerto,1,4,3,121.207,0.25
asked,1,91,90,-92.626,0.010989
expert,1,12,11,-39.671,0.083333
greasewrister,1,1,0,3845266476966754.0,1.0
van-twister,1,1,0,3845266476966754.0,1.0
vultur,1,5,4,65.906,0.2
culter,1,2,1,563.622,0.5
carouzer,1,1,0,3845266476966754.0,1.0
mowzer,1,1,0,3845266476966754.0,1.0
pansmowzer,1,1,0,3845266476966754.0,1.0
entertainment,1,14,13,-48.952,0.071429
perseverance,1,6,5,32.724,0.166667
thersander,1,1,0,3845266476966754.0,1.0
salmon,1,2,1,563.622,0.5
utter,1,29,28,-76.299,0.034483
bunbutter,1,4,3,121.207,0.25
abel,1,10,9,-26.264,0.1
moreen,1,1,0,3845266476966754.0,1.0
cotillon,1,1,0,3845266476966754.0,1.0
postilion,1,1,0,3845266476966754.0,1.0
harken,1,9,8,-17.047,0.111111
embarking,1,1,0,3845266476966754.0,1.0
rakehell,1,2,1,563.622,0.5
tabernacle,1,6,5,32.724,0.166667
aaron,1,19,18,-63.132,0.052632
kicking,1,3,2,231.811,0.333333
night-mare,1,1,0,3845266476966754.0,1.0
appointed,1,44,43,-84.567,0.022727
anointed,1,5,4,65.906,0.2
declamation,1,2,1,563.622,0.5
trimming,1,1,0,3845266476966754.0,1.0
romeô,1,1,0,3845266476966754.0,1.0
rabbi,1,2,1,563.622,0.5
tabby,1,18,17,-60.963,0.055556
pushed,1,20,19,-65.073,0.05
hackney-coach,1,2,1,563.622,0.5
mullingar,1,1,0,3845266476966754.0,1.0
preyce,1,1,0,3845266476966754.0,1.0
neame,1,4,3,121.207,0.25
bramble-bush,1,1,0,3845266476966754.0,1.0
ligation,1,1,0,3845266476966754.0,1.0
brogues,1,4,3,121.207,0.25
rogues,1,32,31,-78.593,0.03125
pegs,1,1,0,3845266476966754.0,1.0
unrepaid,1,2,1,563.622,0.5
probation,1,4,3,121.207,0.25
idollatry,1,1,0,3845266476966754.0,1.0
stowre,1,1,0,3845266476966754.0,1.0
rhone,1,3,2,231.811,0.333333
undertakers,1,2,1,563.622,0.5
acres,1,21,20,-66.819,0.047619
market-rate,1,1,0,3845266476966754.0,1.0
arwaker,1,1,0,3845266476966754.0,1.0
booty,1,4,3,121.207,0.25
baits,1,8,7,-5.197,0.125
foils,1,4,3,121.207,0.25
countermines,1,1,0,3845266476966754.0,1.0
mews,1,1,0,3845266476966754.0,1.0
encroaching,1,13,12,-44.698,0.076923
poaching,1,1,0,3845266476966754.0,1.0
submisison,1,1,0,3845266476966754.0,1.0
infringed,1,2,1,563.622,0.5
aversion,1,13,12,-44.698,0.076923
rejection,1,1,0,3845266476966754.0,1.0
fiddlestrings,1,2,1,563.622,0.5
market-day,1,2,1,563.622,0.5
trafalgar,1,1,0,3845266476966754.0,1.0
knoll,1,1,0,3845266476966754.0,1.0
ever-dear,1,1,0,3845266476966754.0,1.0
rheum,1,5,4,65.906,0.2
inrages,1,1,0,3845266476966754.0,1.0
loon,1,3,2,231.811,0.333333
wages,1,16,15,-55.759,0.0625
tanned,1,3,2,231.811,0.333333
undermine,1,3,2,231.811,0.333333
buroe,1,1,0,3845266476966754.0,1.0
gap,1,3,2,231.811,0.333333
prophesy,1,2,1,563.622,0.5
prawns,1,2,1,563.622,0.5
obsequey,1,1,0,3845266476966754.0,1.0
epitaph,1,51,50,-86.728,0.019608
unexplored,1,3,2,231.811,0.333333
angel-pow'rs,1,1,0,3845266476966754.0,1.0
furbelo,1,1,0,3845266476966754.0,1.0
petticoat,1,13,12,-44.698,0.076923
matadore,1,1,0,3845266476966754.0,1.0
matadors,1,1,0,3845266476966754.0,1.0
lu,1,2,1,563.622,0.5
codille,1,1,0,3845266476966754.0,1.0
ace,1,4,3,121.207,0.25
dissever,1,2,1,563.622,0.5
noons,1,3,2,231.811,0.333333
lampoons,1,4,3,121.207,0.25
machines,1,8,7,-5.197,0.125
corks,1,3,2,231.811,0.333333
vases,1,7,6,10.604,0.142857
tweezer-cases,1,1,0,3845266476966754.0,1.0
casuistry,1,1,0,3845266476966754.0,1.0
contract,1,29,28,-76.299,0.034483
summit-hill,1,1,0,3845266476966754.0,1.0
master-lyre,1,1,0,3845266476966754.0,1.0
ouze,1,2,1,563.622,0.5
gusts,1,21,20,-66.819,0.047619
lusts,1,12,11,-39.671,0.083333
kindred-blood,1,1,0,3845266476966754.0,1.0
selects,1,5,4,65.906,0.2
legatee,1,1,0,3845266476966754.0,1.0
fulfils,1,4,3,121.207,0.25
unforeseen,1,9,8,-17.047,0.111111
brooked,1,2,1,563.622,0.5
overlooked,1,12,11,-39.671,0.083333
discuss,1,3,2,231.811,0.333333
enlight'ning-grace,1,1,0,3845266476966754.0,1.0
mantletree,1,1,0,3845266476966754.0,1.0
purge,1,26,25,-73.455,0.038462
scratched,1,10,9,-26.264,0.1
redeemed,1,18,17,-60.963,0.055556
disesteemed,1,1,0,3845266476966754.0,1.0
deems,1,33,32,-79.262,0.030303
fountainhead,1,2,1,563.622,0.5
rakes,1,11,10,-33.638,0.090909
stakes,1,4,3,121.207,0.25
taper-ray,1,1,0,3845266476966754.0,1.0
growle,1,1,0,3845266476966754.0,1.0
submitted,1,17,16,-58.524,0.058824
bitted,1,1,0,3845266476966754.0,1.0
liest,1,5,4,65.906,0.2
criest,1,1,0,3845266476966754.0,1.0
driest,1,1,0,3845266476966754.0,1.0
mischief,1,94,93,-92.864,0.010638
clutter,1,2,1,563.622,0.5
d—i,1,1,0,3845266476966754.0,1.0
rumbling,1,4,3,121.207,0.25
tumbling,1,24,23,-71.147,0.041667
brooke-street,1,2,1,563.622,0.5
shear,1,3,2,231.811,0.333333
ziphair,1,1,0,3845266476966754.0,1.0
sicily,1,2,1,563.622,0.5
stiff in,1,,,,
g—ff—n,1,1,0,3845266476966754.0,1.0
t—d,1,1,0,3845266476966754.0,1.0
s—d,1,2,1,563.622,0.5
blunderland,1,1,0,3845266476966754.0,1.0
germans,1,7,6,10.604,0.142857
sermons,1,9,8,-17.047,0.111111
coward,1,79,78,-91.492,0.012658
r—h,1,1,0,3845266476966754.0,1.0
landing,1,3,2,231.811,0.333333
limitations,1,1,0,3845266476966754.0,1.0
faustina,1,1,0,3845266476966754.0,1.0
satin,1,5,4,65.906,0.2
poultney-street,1,1,0,3845266476966754.0,1.0
fitting,1,12,11,-39.671,0.083333
oblique,1,13,12,-44.698,0.076923
pierced,1,101,100,-93.364,0.009901
p—t,1,1,0,3845266476966754.0,1.0
callous,1,12,11,-39.671,0.083333
assertion,1,3,2,231.811,0.333333
conversion,1,5,4,65.906,0.2
apostle,1,2,1,563.622,0.5
notwithstanding,1,2,1,563.622,0.5
branding,1,2,1,563.622,0.5
railed,1,7,6,10.604,0.142857
sickly,1,86,85,-92.193,0.011628
quickly,1,172,171,-96.119,0.005814
n,1,51,50,-86.728,0.019608
london-evening,1,1,0,3845266476966754.0,1.0
gospel-trade,1,1,0,3845266476966754.0,1.0
libels,1,9,8,-17.047,0.111111
bibles,1,5,4,65.906,0.2
whose,1,2755,2754,-99.759,0.000363
roundly,1,3,2,231.811,0.333333
soundly,1,9,8,-17.047,0.111111
unbelief,1,2,1,563.622,0.5
mitigation,1,2,1,563.622,0.5
conceded,1,1,0,3845266476966754.0,1.0
pleaded,1,6,5,32.724,0.166667
patriot-youth,1,1,0,3845266476966754.0,1.0
evade it,1,,,,
persuaded,1,12,11,-39.671,0.083333
half-mellow,1,1,0,3845266476966754.0,1.0
mountain-whey,1,1,0,3845266476966754.0,1.0
importune,1,1,0,3845266476966754.0,1.0
invoked,1,25,24,-72.349,0.04
smoked,1,9,8,-17.047,0.111111
defection,1,2,1,563.622,0.5
splaid,1,1,0,3845266476966754.0,1.0
india's,1,50,49,-86.457,0.02
baptise,1,2,1,563.622,0.5
incorporate,1,2,1,563.622,0.5
sovereignty,1,6,5,32.724,0.166667
restitutions,1,1,0,3845266476966754.0,1.0
prohibitions,1,1,0,3845266476966754.0,1.0
duty-free,1,1,0,3845266476966754.0,1.0
window-lights,1,1,0,3845266476966754.0,1.0
malt,1,2,1,563.622,0.5
admiralty,1,1,0,3845266476966754.0,1.0
drench,1,7,6,10.604,0.142857
looking-glass,1,13,12,-44.698,0.076923
appellation,1,2,1,563.622,0.5
delightful,1,126,125,-94.691,0.007937
frightful,1,38,37,-82.064,0.026316
alleviation,1,1,0,3845266476966754.0,1.0
revenged,1,6,5,32.724,0.166667
a-week,1,1,0,3845266476966754.0,1.0
declining,1,77,76,-91.268,0.012987
bursted,1,1,0,3845266476966754.0,1.0
chateau,1,1,0,3845266476966754.0,1.0
inspiration,1,33,32,-79.262,0.030303
monro,1,1,0,3845266476966754.0,1.0
code,1,5,4,65.906,0.2
hearn,1,1,0,3845266476966754.0,1.0
spadille,1,2,1,563.622,0.5
ox-cheek,1,1,0,3845266476966754.0,1.0
wha,1,61,60,-88.94,0.016393
wamefou,1,1,0,3845266476966754.0,1.0
naig,1,1,0,3845266476966754.0,1.0
flatt'rin,1,1,0,3845266476966754.0,1.0
ponotaxi,1,1,0,3845266476966754.0,1.0
orth-d-xy,1,1,0,3845266476966754.0,1.0
d-mn-t-n,1,1,0,3845266476966754.0,1.0
r-g-n-r-t-n,1,1,0,3845266476966754.0,1.0
justice,1,352,351,-98.109,0.002841
grunstane,1,1,0,3845266476966754.0,1.0
clun,1,1,0,3845266476966754.0,1.0
delvin,1,1,0,3845266476966754.0,1.0
besom,1,1,0,3845266476966754.0,1.0
proper,1,154,153,-95.663,0.006494
diz'n,1,1,0,3845266476966754.0,1.0
risen,1,9,8,-17.047,0.111111
ier-oe,1,1,0,3845266476966754.0,1.0
animal,1,14,13,-48.952,0.071429
th'original,1,2,1,563.622,0.5
discommend,1,1,0,3845266476966754.0,1.0
impended,1,1,0,3845266476966754.0,1.0
portended,1,2,1,563.622,0.5
dreaded,1,74,73,-90.909,0.013514
succeeded,1,19,18,-63.132,0.052632
handkerchief,1,9,8,-17.047,0.111111
ignatius,1,1,0,3845266476966754.0,1.0
capuchin,1,1,0,3845266476966754.0,1.0
fryar,1,3,2,231.811,0.333333
pearce,1,2,1,563.622,0.5
chestnut-tree,1,1,0,3845266476966754.0,1.0
clack,1,8,7,-5.197,0.125
feminine,1,2,1,563.622,0.5
codling-tree,1,1,0,3845266476966754.0,1.0
swooned,1,2,1,563.622,0.5
tremblings,1,7,6,10.604,0.142857
dissemblings,1,1,0,3845266476966754.0,1.0
cheatings,1,1,0,3845266476966754.0,1.0
cognettings,1,1,0,3845266476966754.0,1.0
complainings,1,8,7,-5.197,0.125
disdainings,1,1,0,3845266476966754.0,1.0
eternal-state,1,1,0,3845266476966754.0,1.0
factory,1,1,0,3845266476966754.0,1.0
acheron,1,2,1,563.622,0.5
nihility,1,1,0,3845266476966754.0,1.0
dawned,1,14,13,-48.952,0.071429
blighted,1,18,17,-60.963,0.055556
second-sighted,1,1,0,3845266476966754.0,1.0
geers,1,1,0,3845266476966754.0,1.0
dagger,1,42,41,-83.814,0.02381
pillage,1,4,3,121.207,0.25
village,1,196,195,-96.597,0.005102
beggars,1,14,13,-48.952,0.071429
mac-gregors,1,1,0,3845266476966754.0,1.0
ruffians,1,15,14,-52.598,0.066667
raggamuffins,1,1,0,3845266476966754.0,1.0
bandy,1,1,0,3845266476966754.0,1.0
trusty,1,22,21,-68.399,0.045455
perth,1,1,0,3845266476966754.0,1.0
argyle,1,2,1,563.622,0.5
inverlocky,1,1,0,3845266476966754.0,1.0
jockey,1,18,17,-60.963,0.055556
unlaced,1,3,2,231.811,0.333333
oppression,1,62,61,-89.121,0.016129
palisadoes,1,1,0,3845266476966754.0,1.0
ambuscades,1,1,0,3845266476966754.0,1.0
sublimity,1,10,9,-26.264,0.1
portends,1,3,2,231.811,0.333333
harvest-field,1,3,2,231.811,0.333333
flore,1,2,1,563.622,0.5
deprave,1,2,1,563.622,0.5
this is,1,,,,
underneath,1,18,17,-60.963,0.055556
launch,1,17,16,-58.524,0.058824
suffused,1,8,7,-5.197,0.125
disdaining,1,21,20,-66.819,0.047619
predesigned,1,1,0,3845266476966754.0,1.0
enthralled,1,3,2,231.811,0.333333
hastes,1,21,20,-66.819,0.047619
tastes,1,32,31,-78.593,0.03125
collects,1,19,18,-63.132,0.052632
comprehends,1,3,2,231.811,0.333333
pires,1,1,0,3845266476966754.0,1.0
subjoined,1,1,0,3845266476966754.0,1.0
locality,1,2,1,563.622,0.5
pre-eminence,1,3,2,231.811,0.333333
good-sense,1,4,3,121.207,0.25
partiality,1,1,0,3845266476966754.0,1.0
confirmed,1,34,33,-79.89,0.029412
unarmed,1,13,12,-44.698,0.076923
right-hand,1,6,5,32.724,0.166667
drearily,1,1,0,3845266476966754.0,1.0
tam,1,9,8,-17.047,0.111111
cam,1,20,19,-65.073,0.05
disengaged,1,4,3,121.207,0.25
cras,1,2,1,563.622,0.5
spoke it,1,,,,
broke it,1,,,,
pertains,1,2,1,563.622,0.5
mulitply,1,1,0,3845266476966754.0,1.0
brightly,1,18,17,-60.963,0.055556
lightly,1,98,97,-93.159,0.010204
loft,1,3,2,231.811,0.333333
unsaid,1,1,0,3845266476966754.0,1.0
coxcomb-wit,1,1,0,3845266476966754.0,1.0
'suage,1,2,1,563.622,0.5
carnival,1,2,1,563.622,0.5
fellow-clay,1,1,0,3845266476966754.0,1.0
iniquities,1,1,0,3845266476966754.0,1.0
anoint,1,2,1,563.622,0.5
castre,1,1,0,3845266476966754.0,1.0
fricassees,1,1,0,3845266476966754.0,1.0
stinking,1,8,7,-5.197,0.125
jordain,1,2,1,563.622,0.5
eyeing,1,2,1,563.622,0.5
recommended,1,6,5,32.724,0.166667
lincoln's-inn,1,2,1,563.622,0.5
against,1,472,471,-98.591,0.002119
ibis,1,1,0,3845266476966754.0,1.0
byway,1,3,2,231.811,0.333333
bass,1,3,2,231.811,0.333333
malevolence,1,3,2,231.811,0.333333
levity,1,7,6,10.604,0.142857
prohibition,1,2,1,563.622,0.5
whitsuntide,1,1,0,3845266476966754.0,1.0
tramples,1,6,5,32.724,0.166667
examples,1,33,32,-79.262,0.030303
adieus,1,3,2,231.811,0.333333
cowers,1,1,0,3845266476966754.0,1.0
unveiled,1,15,14,-52.598,0.066667
gues,1,1,0,3845266476966754.0,1.0
poictiers,1,1,0,3845266476966754.0,1.0
prongs,1,1,0,3845266476966754.0,1.0
thirty-second,1,1,0,3845266476966754.0,1.0
thirty-two,1,1,0,3845266476966754.0,1.0
sympathetic,1,64,63,-89.466,0.015625
prophetic,1,69,68,-90.241,0.014493
pre-existence,1,1,0,3845266476966754.0,1.0
attraction,1,13,12,-44.698,0.076923
deliberation,1,3,2,231.811,0.333333
inferior,1,53,52,-87.238,0.018868
superior,1,253,252,-97.367,0.003953
voices,1,76,75,-91.152,0.013158
rejoices,1,9,8,-17.047,0.111111
erroneous,1,6,5,32.724,0.166667
harmonious,1,118,117,-94.328,0.008475
cages,1,3,2,231.811,0.333333
forty-four,1,1,0,3845266476966754.0,1.0
incroaches,1,1,0,3845266476966754.0,1.0
unscared,1,3,2,231.811,0.333333
mo,1,1,0,3845266476966754.0,1.0
paduasoy,1,1,0,3845266476966754.0,1.0
tap,1,6,5,32.724,0.166667
bretagne,1,1,0,3845266476966754.0,1.0
despond,1,4,3,121.207,0.25
occupations,1,2,1,563.622,0.5
affirmative,1,2,1,563.622,0.5
omega,1,6,5,32.724,0.166667
confucius,1,1,0,3845266476966754.0,1.0
christened,1,2,1,563.622,0.5
listened,1,54,53,-87.479,0.018519
quoth-ing,1,1,0,3845266476966754.0,1.0
pointer,1,4,3,121.207,0.25
coadjutor,1,1,0,3845266476966754.0,1.0
prolocutor,1,1,0,3845266476966754.0,1.0
undressing,1,1,0,3845266476966754.0,1.0
profounder,1,1,0,3845266476966754.0,1.0
